playlist_id,track_id,added_at,popularity
37i9dQZF1DX0XUsuxWHRQd,5JYPXqMwYc0zTODQdjMEZN,2023-10-20T04:00:00Z,86
37i9dQZF1DX0XUsuxWHRQd,59GEWDzQgCXM55aGZDWSrQ,2023-10-20T04:00:00Z,61
37i9dQZF1DX0XUsuxWHRQd,3FjK86616FbluOfTxNK2gY,2023-10-20T04:00:00Z,81
37i9dQZF1DX0XUsuxWHRQd,6WYo4HDHHvMJZU1lNebB3V,2023-10-20T04:00:00Z,73
37i9dQZF1DX0XUsuxWHRQd,3MbOT5mzE94Ne0Hv51akoS,2023-10-20T04:00:00Z,74
37i9dQZF1DX0XUsuxWHRQd,4hGmQboiou09EwhcTWa0H6,2023-10-20T04:00:00Z,76
37i9dQZF1DX0XUsuxWHRQd,2z2gqgwu1GCurpZJYzcytE,2023-10-20T04:00:00Z,76
37i9dQZF1DX0XUsuxWHRQd,5IN2qvFpISNge4Bed3fJz4,2023-10-20T04:00:00Z,66
37i9dQZF1DX0XUsuxWHRQd,1BmI4EYdfzbg8DlV6pHYrY,2023-10-20T04:00:00Z,74
37i9dQZF1DX0XUsuxWHRQd,1llzRvV9QpuNHjPu0rVQSp,2023-10-20T04:00:00Z,73
37i9dQZF1DX0XUsuxWHRQd,4YQImHflXSiIMXntcwPkx8,2023-10-20T04:00:00Z,84
37i9dQZF1DX0XUsuxWHRQd,4hrd3G5XnJzDC5LZw0Fwgu,2023-10-20T04:00:00Z,69
37i9dQZF1DX0XUsuxWHRQd,4daEMLSZCgZ2Mt7gNm2SRa,2023-10-20T04:00:00Z,82
37i9dQZF1DX0XUsuxWHRQd,0B1xarnfKvUFWUoFdQnooq,2023-10-20T04:00:00Z,74
37i9dQZF1DX0XUsuxWHRQd,3V0A5gVJFGy4Hmo3MJ59uD,2023-10-20T04:00:00Z,69
37i9dQZF1DX0XUsuxWHRQd,39fKVWP7D9qAmkM8qjRQoC,2023-10-20T04:00:00Z,70
37i9dQZF1DX0XUsuxWHRQd,11B7WTuoInwUvuP1BnnGWW,2023-10-20T04:00:00Z,78
37i9dQZF1DX0XUsuxWHRQd,0pRqj4CrVCHOjDngEXZxcz,2023-10-20T04:00:00Z,67
37i9dQZF1DX1lVhptIYRda,2neydrTb5GVPRHNNmW0iPP,2023-10-20T04:01:00Z,70
37i9dQZF1DX1lVhptIYRda,0bILU0UiNDmA5Ff6whhb2R,2023-10-20T04:01:00Z,86
37i9dQZF1DX1lVhptIYRda,2ePiBvKtQOCBHq9uOlwiiU,2023-10-20T04:01:00Z,74
37i9dQZF1DX1lVhptIYRda,41cv1emXVm5Su4DWvltXa6,2023-10-20T04:01:00Z,72
37i9dQZF1DX1lVhptIYRda,6vsa5VDsIaWC8oJnowU65l,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,59uQI0PADDKeE6UZDTJEe8,2023-10-20T04:01:00Z,88
37i9dQZF1DX1lVhptIYRda,1UlwFwRrb4Kth3TwnjBAJV,2023-10-20T04:01:00Z,72
37i9dQZF1DX1lVhptIYRda,5ya0TmUQw2wHMkq36rPsnd,2023-10-20T04:01:00Z,78
37i9dQZF1DX1lVhptIYRda,3vKAQFXRh0lkJdPuS5pclq,2023-10-20T04:01:00Z,69
37i9dQZF1DX1lVhptIYRda,5wtPc1OQ7g1H8FBkwWqbhh,2023-10-20T04:01:00Z,76
37i9dQZF1DX1lVhptIYRda,0GdZqKPBrvkpo7mk2OyHtf,2023-10-20T04:01:00Z,65
37i9dQZF1DX1lVhptIYRda,2gT2iF1YK5r54A2PDEXVv8,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,4KULAymBBJcPRpk1yO4dOG,2023-10-20T04:01:00Z,94
37i9dQZF1DX1lVhptIYRda,4bARASJEokNacSYtEhoNBp,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,103u49mLoJUge83B1CnLxI,2023-10-20T04:01:00Z,80
37i9dQZF1DX1lVhptIYRda,72kGuWpRiuA149Bn5lDkIO,2023-10-20T04:01:00Z,82
37i9dQZF1DX1lVhptIYRda,6KaKmX6EIu3x2057HoZwQF,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,2hNQDbZcN3vqRAuwiz7poI,2023-10-20T04:01:00Z,72
37i9dQZF1DX1lVhptIYRda,1pmBuw9a3r467tlzVZj0P4,2023-10-20T04:01:00Z,67
37i9dQZF1DX1lVhptIYRda,60bbiP93CSxmLibuwvxay9,2023-10-20T04:01:00Z,73
37i9dQZF1DX1lVhptIYRda,3eNOyXmzuA46bUvi8FkIoW,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,1cAupeTLZyhhtfmRc4qaYy,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,2dPwBKr5uJeCeyd5IoWi8W,2023-10-20T04:01:00Z,74
37i9dQZF1DX1lVhptIYRda,1WFgLLJKxJMRHQk9qnwxaZ,2023-10-20T04:01:00Z,73
37i9dQZF1DX1lVhptIYRda,6UoKX6uLJwhsnyTp5k5StP,2023-10-20T04:01:00Z,79
37i9dQZF1DX1lVhptIYRda,3XCsnZP8tL6fAbYofj9O0M,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,1xdsRkWxWWUkKhh9hRtfYp,2023-10-20T04:01:00Z,73
37i9dQZF1DX1lVhptIYRda,7MSWxMumjz6lHj7oRApNbg,2023-10-20T04:01:00Z,82
37i9dQZF1DX1lVhptIYRda,1fOvzFCRA3Ko0ihc2QTE29,2023-10-20T04:01:00Z,70
37i9dQZF1DX1lVhptIYRda,7qaMlLPdwNiiU1Uiy1oAdO,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,1Lo0QY9cvc8sUB2vnIOxDT,2023-10-20T04:01:00Z,90
37i9dQZF1DX1lVhptIYRda,7hZTywPKMdVjJzwdWu11BK,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,4Bee3PcNdfeqO1B80dDgFn,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,0ayd4fDb6rMZl9uqCY3Hzl,2023-10-20T04:01:00Z,67
37i9dQZF1DX1lVhptIYRda,4QzoBae05AxedOwsC8cqlh,2023-10-20T04:01:00Z,70
37i9dQZF1DX1lVhptIYRda,4l5w5qGInIhwfvpYmPIYdK,2023-10-20T04:01:00Z,77
37i9dQZF1DX1lVhptIYRda,5SIb4S2seQAeCHPXxiNHBL,2023-10-20T04:01:00Z,72
37i9dQZF1DX1lVhptIYRda,7Ez0QMtgIQ60BOHGHh3yPc,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,3vsdSgCvepm6kroIPLa4Oz,2023-10-20T04:01:00Z,72
37i9dQZF1DX1lVhptIYRda,2eGvz6O6tVnh9nKiitDEhZ,2023-10-20T04:01:00Z,73
37i9dQZF1DX1lVhptIYRda,2otAb5kIGdZzJCqcUHNztT,2023-10-20T04:01:00Z,65
37i9dQZF1DX1lVhptIYRda,4dtIxANFBU6CfhI9c2hf2g,2023-10-20T04:01:00Z,78
37i9dQZF1DX1lVhptIYRda,43SoxERu5UlXAgt4Es1VQU,2023-10-20T04:01:00Z,80
37i9dQZF1DX1lVhptIYRda,6DYtfjCJdFOXUlV3E9a9bI,2023-10-20T04:01:00Z,69
37i9dQZF1DX1lVhptIYRda,5rCt377EMkCJ0D0sldd5t8,2023-10-20T04:01:00Z,75
37i9dQZF1DX1lVhptIYRda,3jhV8I9sIPXsjPs2ZOnSaf,2023-10-20T04:01:00Z,74
37i9dQZF1DX1lVhptIYRda,1squCbXxHkHAO0VYRjTl2S,2023-10-20T04:01:00Z,67
37i9dQZF1DX1lVhptIYRda,6Ahy5fItdBfXRVWYOLo7pM,2023-10-20T04:01:00Z,71
37i9dQZF1DX1lVhptIYRda,1olWQ1LOUYs4VBwx5N8Lz9,2023-10-20T04:01:00Z,79
37i9dQZF1DX1lVhptIYRda,3fonAuTvuI5KMcmnueLAPq,2023-10-20T04:01:00Z,50
37i9dQZF1DX5KpP2LN299J,1BxfuPKGuaTgP7aM0Bbdwr,2023-07-07T04:00:00Z,99
37i9dQZF1DX5KpP2LN299J,1p80LdxRV74UKvL8gnD7ky,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,1dGr1c8CrMLDpV6mPbImSI,2023-07-07T04:00:00Z,92
37i9dQZF1DX5KpP2LN299J,7KokYm8cMIXCsGVmUvKtqf,2023-07-07T04:00:00Z,89
37i9dQZF1DX5KpP2LN299J,4lIxdJw6W3Fg4vUIYCB0S5,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,5kHMfzgLZP95O9NBy0ku4v,2023-07-07T04:00:00Z,88
37i9dQZF1DX5KpP2LN299J,3CeCwYWvdfXbZLXFhBrbnf,2023-07-07T04:00:00Z,85
37i9dQZF1DX5KpP2LN299J,3sW3oSbzsfecv9XoUdGs7h,2023-07-07T04:00:00Z,88
37i9dQZF1DX5KpP2LN299J,0V3wPSX9ygBnCm8psDIegu,2023-07-07T04:00:00Z,93
37i9dQZF1DX5KpP2LN299J,4P7LVHDbzn7aI6wWRh5AHc,2023-07-07T04:00:00Z,80
37i9dQZF1DX5KpP2LN299J,1Ov37jtRQ2YNAe8HzfczkL,2023-07-07T04:00:00Z,87
37i9dQZF1DX5KpP2LN299J,1R0a2iXumgCiFb7HEZ7gUE,2023-07-07T04:00:00Z,91
37i9dQZF1DX5KpP2LN299J,6tNSmBKSjFV1366ASuULfZ,2023-07-07T04:00:00Z,77
37i9dQZF1DX5KpP2LN299J,5jQI2r1RdgtuT8S3iG8zFC,2023-07-07T04:00:00Z,85
37i9dQZF1DX5KpP2LN299J,7G0gBu6nLdhFDPRLc0HdDG,2023-07-07T04:00:00Z,84
37i9dQZF1DX5KpP2LN299J,4P9Q0GojKVXpRTJCaL3kyy,2023-07-07T04:00:00Z,86
37i9dQZF1DX5KpP2LN299J,5xTtaWoae3wi06K5WfVUUH,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,3rWDp9tBPQR9z6U5YyRSK4,2023-07-07T04:00:00Z,85
37i9dQZF1DX5KpP2LN299J,0NwGC0v03ysCYINtg6ns58,2023-07-07T04:00:00Z,82
37i9dQZF1DX5KpP2LN299J,273dCMFseLcVsoSWx59IoE,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,4R2kfaDFhslZEMJqAFNpdd,2023-07-07T04:00:00Z,91
37i9dQZF1DX5KpP2LN299J,2T9WeqSMJJb8YBDHPYGU4p,2023-07-07T04:00:00Z,74
37i9dQZF1DX5KpP2LN299J,79uDOz0zuuWS7HWxzMmTa2,2023-07-07T04:00:00Z,85
37i9dQZF1DX5KpP2LN299J,3xYJScVfxByb61dYHTwiby,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,6NFyWDv5CjfwuzoCkw47Xf,2023-07-07T04:00:00Z,87
37i9dQZF1DX5KpP2LN299J,0zo975x58DlXbZllWvfYhg,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,4zmKGsrXjLmljb5fTaBTot,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,30Y4CV7A6YqtQtTTo7Ue4j,2023-07-07T04:00:00Z,80
37i9dQZF1DX5KpP2LN299J,3hUxzQpSfdDqwM3ZTFQY0K,2023-07-07T04:00:00Z,92
37i9dQZF1DX5KpP2LN299J,0VE4kBnHJUgtMf0dy6DRmW,2023-07-07T04:00:00Z,87
37i9dQZF1DX5KpP2LN299J,31CdkzHnMbvJuKZvtCQfR6,2023-07-07T04:00:00Z,74
37i9dQZF1DX5KpP2LN299J,4ABYxlb92WBIjHu7TIKmml,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,5enxwA8aAbwZbf5qCHORXi,2023-07-07T04:00:00Z,87
37i9dQZF1DX5KpP2LN299J,3qoftcUZaUOncvIYjFSPdE,2023-07-07T04:00:00Z,84
37i9dQZF1DX5KpP2LN299J,4y5bvROuBDPr5fuwXbIBZR,2023-07-07T04:00:00Z,86
37i9dQZF1DX5KpP2LN299J,1zU8j1x3yi9xalMF96pzKp,2023-07-07T04:00:00Z,80
37i9dQZF1DX5KpP2LN299J,4D7BCuvgdJlYvlX5WlN54t,2023-07-07T04:00:00Z,85
37i9dQZF1DX5KpP2LN299J,0kAZ3H6G9Zac4PMpmobMkj,2023-07-07T04:00:00Z,75
37i9dQZF1DX5KpP2LN299J,4s8BIKx4Zh6ryAEz8RTlaU,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,3eX0NZfLtGzoLUxPNvRfqm,2023-07-07T04:00:00Z,82
37i9dQZF1DX5KpP2LN299J,59HjlYCeBsxdI0fcm3zglw,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,1P17dC1amhFzptugyAO7Il,2023-07-07T04:00:00Z,87
37i9dQZF1DX5KpP2LN299J,1xwAWUI6Dj0WGC3KiUPN0O,2023-07-07T04:00:00Z,81
37i9dQZF1DX5KpP2LN299J,0lx2cLdOt3piJbcaXIV74f,2023-07-07T04:00:00Z,82
37i9dQZF1DX5KpP2LN299J,4e3ZNTAV6PCrdYMUrUlMpQ,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,7FmYn9e7KHMXcxqGSj9LjH,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,7l2tmgUhV7Y2aJHjiszifg,2023-07-07T04:00:00Z,78
37i9dQZF1DX5KpP2LN299J,4hqJ4bSlYJOXb6Z4SRmzxs,2023-07-07T04:00:00Z,82
37i9dQZF1DX5KpP2LN299J,3UMrglJeju5yWyYIW6o99b,2023-07-07T04:00:00Z,79
37i9dQZF1DX5KpP2LN299J,2RJnNdu4pb3MypbBroHU0T,2023-07-07T04:00:00Z,73
37i9dQZF1DX5KpP2LN299J,1HCdems7PQZRj42QDWLA0A,2023-07-07T04:00:00Z,78
37i9dQZF1DX5KpP2LN299J,3RauEVgRgj1IuWdJ9fDs70,2023-07-07T04:00:00Z,86
37i9dQZF1DX5KpP2LN299J,6dTA6y0C2ReQklntzZl8l3,2023-07-07T04:00:00Z,80
37i9dQZF1DX5KpP2LN299J,22bPsP2jCgbLUvh82U0Z3M,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,0heeNYlwOGuUSe7TgUD27B,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,0sY6ZUTh4yoctD8VIXz339,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,2NIBaWXdjaTDmytjjwbEfP,2023-07-07T04:00:00Z,68
37i9dQZF1DX5KpP2LN299J,1ZY1PqizIl78geGM4xWlEA,2023-07-07T04:00:00Z,84
37i9dQZF1DX5KpP2LN299J,3yNJkriPzWjkkDAWHIAVUq,2023-07-07T04:00:00Z,75
37i9dQZF1DX5KpP2LN299J,3MytWN8L7shNYzGl4tAKRp,2023-07-07T04:00:00Z,81
37i9dQZF1DX5KpP2LN299J,0wavGRldH0AWyu2zvTz8zb,2023-07-07T04:00:00Z,77
37i9dQZF1DX5KpP2LN299J,0cITLOYn1Sv4q27zZPqlNK,2023-07-07T04:00:00Z,61
37i9dQZF1DX5KpP2LN299J,59KOoHFcw5XfICnO57holu,2023-07-07T04:00:00Z,78
37i9dQZF1DX5KpP2LN299J,6RRNNciQGZEXnqk8SQ9yv5,2023-07-07T04:00:00Z,84
37i9dQZF1DX5KpP2LN299J,1Fj0T1XKuhRu7EZzJ7NJIK,2023-07-07T04:00:00Z,65
37i9dQZF1DX5KpP2LN299J,6qnM0XXPZOINWA778uNqQ9,2023-07-07T04:00:00Z,69
37i9dQZF1DX5KpP2LN299J,7712gjoih4QoDbXpljEk21,2023-07-07T04:00:00Z,74
37i9dQZF1DX5KpP2LN299J,6rZVy6FIG7lSJQMFXHo12z,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,4d1CG5ei1E2vGbvmgf5KKv,2023-07-07T04:00:00Z,78
37i9dQZF1DX5KpP2LN299J,0A1JLUlkZkp2EFrosoNQi0,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,3wmN11qXGL0HyPojvEE1D9,2023-07-07T04:00:00Z,62
37i9dQZF1DX5KpP2LN299J,0aV5uARAknQgYhBaK944FP,2023-07-07T04:00:00Z,76
37i9dQZF1DX5KpP2LN299J,4pvb0WLRcMtbPGmtejJJ6y,2023-07-07T04:00:00Z,83
37i9dQZF1DX5KpP2LN299J,0BiqmkasE5FdrChwKfVp8X,2023-07-07T04:00:00Z,74
37i9dQZF1DX5KpP2LN299J,0Jlcvv8IykzHaSmj49uNW8,2023-07-07T04:00:00Z,82
37i9dQZF1DX5KpP2LN299J,5kiZGSxgqPdv6rbqL9THdd,2023-07-07T04:00:00Z,73
37i9dQZF1DX5KpP2LN299J,2x0WlnmfG39ZuDmstl9xfX,2023-07-07T04:00:00Z,81
37i9dQZF1DX5KpP2LN299J,6wAFvJPpTZVirBKGZ4EnMW,2023-07-07T04:00:00Z,71
37i9dQZF1DX5KpP2LN299J,3z6XUommYDWPHeFhmhhT6j,2023-07-07T04:00:00Z,75
37i9dQZF1DX5KpP2LN299J,3QF5RsWzK1lCvf2o2cY65P,2023-07-07T04:00:00Z,72
37i9dQZF1DX5KpP2LN299J,5OndtwLGA9O6XHFcGm2H7r,2023-07-07T04:00:00Z,71
37i9dQZF1DX5KpP2LN299J,4A2LfnduSTsE8u0ecYROxE,2023-07-07T04:00:00Z,72
37i9dQZF1DX5KpP2LN299J,01K4zKU104LyJ8gMb7227B,2023-07-07T04:00:00Z,78
