feature,encoding,spotify_id,value,feature_id,name
energy,low,2BfcCsrfgB9wH1dvdno9CY,0.00108,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2C1IIUSDxqBsNr3k772BdT,0.000258,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2CYeO6W1ji8jamhNXRI0Lr,0.48,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2DtUUBwYwEzKMTMDrc5EiO,0.372,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2E2ZVy2fxslpAUgbb4zu84,0.535,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2F8LPJgSVTJxukoParTyBD,0.391,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2Fxmhks0bxGSBdJ92vM42m,0.425,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2Ghp894n1laIf2w98VeAOJ,0.498,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2HCdD9vMJ2hQIhhXlzW3EP,0.122,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2HafqoJbgXdtjwCOvNEF14,0.421,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2HlXaP8qiyVWEISgjuhGQs,0.394,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2IGMVunIBsBLtEQyoI1Mu7,0.538,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2JoUtztTqCN4ZhmbRDGPIL,0.0842,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2JqONz7Hm7k6D8CDvZaFV8,0.481,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2KPMRUOwr8yB32EMvIg8aT,0.497,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2Kw5QYMTLrRV7jpoE8YkMg,0.452,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2L9N0zZnd37dwF0clgxMGI,0.322,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2LBqCSwhJGcFQeTHMVGwy3,0.525,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2LO2sEpjcFUUhHs9t8QOz9,0.0584,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2Mw26q4cueVWFP59f9rJ5g,0.167,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2NbsBSshscKIPRG3kwBbfo,0.409,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2PRfOo8S4BVIw0o97yqzg2,0.000942,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2PUqgdcUOpaeqyV9ePLMoR,0.000143,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2RJnNdu4pb3MypbBroHU0T,0.312,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2TJKY0WSFufZOzbRNgl6zE,0.476,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2TP1hob8rLICnBoJqk5odo,0.468,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2TSfStvlAMLw89u3tali79,0.373,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2TktkzfozZifbQhXjT6I33,0.336,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2UPj4xX163RJab0Yx1XYtJ,0.465,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2UW7JaomAMuX9pZrjVpHAU,0.479,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2UikqkwBv7aIvlixeVXHWt,0.477,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2VbGpUDz5Ggqe8LYm4CLxG,0.377,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2WpsIjaAYHx7iwQIHj0qxe,0.452,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2WzAAerBvZvvFXgUpSwHZ9,0.433,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2XLqbLFgvc0g9xBWrubLsv,0.192,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2XkuWK1lXOPkxdWdM78Q0l,0.362,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2YOGCTiPJWMhZRdeadFj8G,0.441,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2Zct82TDdBYL0oeXquXTpM,0.405,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2ajhenDRiiAnCHHjsIOHhJ,0.439,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2bbhyUWJ5VjdfI3P4PRLu2,0.193,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2ccuOtUjIyx3tPcsnpeBzJ,0.461,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2cpDQKlqkqGF019eexlLht,0.45,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2eOaBGvTsDsmG4KHgEFnaq,0.525,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2fDw3pRFijALInM5IKYkwl,0.15,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2fJ4k8jvERwmcccSQrIl0v,0.00729,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2gs8HVC6KXOQe76XggzZH5,0.144,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2h18RCdFDWcBj73sMgxQXl,0.504,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2jMetr6nF6WLRPzRmGh1Pc,0.457,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2l3IjjIko1lYKq9Q1QREyF,0.00105,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2n3Nzq9Mv1CUXzac82tw4M,0.000207,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2pXpURmn6zC5ZYDMms6fwa,0.276,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2qy4LQ5B3y8NZ8YxEKrPFy,0.492,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2rVBHjan4XvLDCfwwTdQvu,0.459,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2rxQMGVafnNaRaXlRMWPde,0.402,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2stkLJ0JNcXkIRDNF3ld6c,0.333,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2uhw2oYbugGJbn10wipNX5,0.34,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2xdvhChCtpYxyNApVJEUG1,0.249,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2yi7HZrBOC4bMUSTcs4VK6,0.121,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2z2gqgwu1GCurpZJYzcytE,0.509,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,2zP7XSG2knSBpMJGf77WjF,0.000246,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,30QYxvXOJZhGBF6DvpNb8w,0.513,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,30XBkzzcubUJLANeXM4D0C,0.133,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,34o6gteNy2T5rieA0xYAgo,0.475,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,35IcAVSMsU9qzHfpPbvC8A,0.483,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,37OBlWR4QwbMJvReT8myht,0.000603,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,38q3DHTyh55h3ffuFNfKn2,0.0749,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,39fD0qvjgk8RarJnoBiDTx,0.372,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,39fKVWP7D9qAmkM8qjRQoC,0.462,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,39yNGLlopJa3q3brHLUrlc,0.315,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3AY6H68WNMDzWw9JhPW4Jv,0.185,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3B6fE7oCyZhGpEOE4eE2Ay,0.00487,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3BWguWmXMv5qMakmIVHUWJ,0.364,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3CSyBUDZHG5ESu0wCcFPaQ,0.418,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3CfXxSeROGWnrthe6sWpKH,0.317,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3Cv3yKjL5Qpf6FN2SJT0LL,0.383,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3DBJE1Zndql25OGUQSv7aD,0.474,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3Dm8skAbA9W4ufmCESqlDg,0.000203,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3FAJ6O0NOHQV8Mc5Ri6ENp,0.465,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3Fc2ZrWUswQ4QhDyamW920,0.114,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3FjK86616FbluOfTxNK2gY,0.401,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3G9ZnSjGYyHx7e221v0qse,0.331,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3GWaFFi6TlPcZLYmCCHZ9O,0.375,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3GYlZ7tbxLOxe6ewMNVTkw,0.236,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3GaGWoU1KfVqgl7vnRHP55,0.453,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3IftdsEdhYBjFenO3VWDht,0.000665,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3J0jlN9j7fpmghvALVF0Th,0.268,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3JvKfv6T31zO0ini8iNItO,0.537,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3M3lz4VfhjrsvinuUU4ZJ0,0.00168,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3M6YfoPwvvTHK1mnCQmqHI,0.265,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3MbOT5mzE94Ne0Hv51akoS,0.439,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3NbQIxqkq36cy5a8Ub9vZ0,0.535,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3O5osWf1rSoKMwe6E9ZaXP,0.27,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3P0y5vYWxPRRekolc4eCHp,0.00391,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3PG9Q89FOydXO8rJesUewH,0.144,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3PigB8AnVf6zPtWvVC5fJL,0.483,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3QF5RsWzK1lCvf2o2cY65P,0.388,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3QsW0CN21JBMxbVw8XrTei,0.376,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3SKSMSUVpLcnuEvYlSAKmy,0.436,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3SZWGDiq9URFL2PwpWix8f,0.00185,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3TNSVsiFngfe68UJpMq1oS,0.538,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3W2UlaHx93we9YqM1BvjFZ,0.00183,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3WMj8moIAXJhHsyLaqIIHI,0.192,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3XFkhxO5jo2hBOWNzIQ9UB,0.244,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3XOalgusokruzA5ZBA2Qcb,0.422,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3XjCJ3iss8ztaCcFr3hdbC,0.202,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3Z0oQ8r78OUaHvGPiDBR3W,0.405,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3ZZq9396zv8pcn5GYVhxUi,0.459,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3Zwd3kMni6WOjqULcZ6oFi,0.0726,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3aROTIlJEYc90xE8hlm4Be,0.000202,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3awXX3NCCFczArHPXTdrNk,0.0356,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3b5MPNYlX8ztJowxAwzTai,0.51,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3bO8IVIiKreOv3jkjt3oNd,0.382,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3ctrMLYxilwSeAK5AdVrLj,0.00271,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3cwVEUzKMyQLvq51b6I8Ul,0.00129,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3dlE1QVhw2NgAobAqR1avF,0.103,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3eX0NZfLtGzoLUxPNvRfqm,0.398,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3exsS4AVm9MhF7iW7R0WqT,0.000155,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fKpSA5w8iqLe9sNdIDESW,0.244,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fQGCDMqkvMiUOPYTfVsgG,0.371,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fQmxabM2a1aRgowsvwSyb,0.302,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fonAuTvuI5KMcmnueLAPq,0.278,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fqwjXwUGN6vbzIwvyFMhx,0.37,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3fytQQcjEOWXlvI9BDXVcK,0.473,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3gA9Y5RsXBUKkr1IP6v4g3,0.495,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3hxIUxnT27p5WcmjGUXNwx,0.409,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3iQyxNq8TnhYimIMrKbEwa,0.38,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3iVmzeoFR0AZrn8EYFnEsB,0.194,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3ijPMKSNCF1sfwKPsnIrIW,0.196,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3iv2fmeWCSF0a1L1LWkxLr,0.377,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3k51Bto34GhHnfJq8rnPoI,0.00233,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3kfhS2L56Wj8fBcu7xE47H,0.496,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3l7dXYtZVJLnNKq43BdyhX,0.48,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3lcP1anKWxdp6IRNF9vGhu,0.124,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3lcfs9Qjfxzy00VSVkixDv,0.51,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3liiZRlJxa8GeLUgWMoIeu,0.274,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3nbEy8DjgnfFuqr53kJl95,0.231,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3nqQXoyQOWXiESFLlDF1hG,0.472,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3nr6dW6yGOd6UX3KOpkbMZ,0.501,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3nsfB1vus2qaloUdcBZvDu,0.528,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3o9kpgkIcffx0iSwxhuNI2,0.527,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3pgaGxnl2p5BJjp4hR4teB,0.346,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3qJ6bQyPFO10b9fL9NmdOE,0.00379,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3qfofCNp0UgwHKmgM1EJ6A,0.000847,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3rWDp9tBPQR9z6U5YyRSK4,0.363,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3s6nfqfT6kyLBT10vs0M4l,0.0724,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3sLTYBYs6lJsFK84t2X7wt,0.415,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3sLhMSePzxSrmxluIqeoAZ,0.399,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3sW3oSbzsfecv9XoUdGs7h,0.532,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3t5OV1asJHmOlf23T08CLv,0.16,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3tGPt0nrCeaUrldkglaWFD,0.374,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3tiJUOfAEqIrLFRQgGgdoY,0.519,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3upTB6o5YgeALHgDp3mzte,0.501,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3vkCueOmm7xQDoJ17W1Pm3,0.308,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3vkQ5DAB1qQMYO4Mr9zJN6,0.491,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3wjgPeXocinhLyPL37p70e,0.35,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3wmaqSwK6zUZT8EiFiKnvE,0.0524,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3wspfG772mi1c25JpnNOVP,0.512,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3wyzKHfvroiGn3KKBg0GvM,0.00209,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3xHHlE7huAbj5G8wRinYEL,0.354,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3y88lv3Z00VqdE1DtFcpji,0.0614,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3yNJkriPzWjkkDAWHIAVUq,0.488,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3yz88FVJQhwG2EqYHw3pkx,0.452,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3zjgjxmf1nkX3vOAXzK7oG,0.175,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,3ztpmZj6p47tlck3NVQrV7,0.00354,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,40LYL1Z6xgCn5cBybo5K0D,0.187,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,424DkevE18QJazwlljiTD4,0.468,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,429NtPmr12aypzFH3FkN9l,0.137,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,42TtHTxWk782ZBiqyOi2d1,0.441,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,43AkJUxMdIG3vPTz1tj8lo,0.314,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,43SoxERu5UlXAgt4Es1VQU,0.477,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,451acSEXA7pfbMKXoC6vJX,0.459,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,45QSxAYVRenwmZrXV1RNpq,0.0012,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,45dZJ4Pu9Mxu9GSoKeuLwB,0.029,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,46ewa3Cu9oEqxNnh0LRWxs,0.509,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,46nRFlUEo9jJiML09UILz9,0.309,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,475L4j7qFaZE0jlcvrsScN,0.00108,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,487gidnGcgLAOXob5gSmpl,0.275,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,48Xp0fGOluD1NJmHOeYFg5,0.322,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,49EwpnNNoyCeATcJKI3A4G,0.0438,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4A2LfnduSTsE8u0ecYROxE,0.48,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4A8cWXxKfIL3lAyUDzXbCF,0.414,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4D7BCuvgdJlYvlX5WlN54t,0.396,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4Ddtg7cMRhSO79ccygrrjp,0.169,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4E22XbJSOj8T2Ua6ye19Cx,0.00745,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4EEhiTd2tMLmb7v24EnmG7,0.35,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4EqnSq4NtwHosfAgGUlCmG,0.245,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4EzkcqltSOxYE2lstuLOFs,0.521,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4Fv6wNYUixnYkj3Dgfrls8,0.373,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4I4fBBEhpLAHvnLhacIwdg,0.00193,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4IQkfUsrwXol38VV3U7t7T,0.488,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4IhOUkWQ7HJGJvaV5m73lH,0.235,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4JfjFdPcV5916X65pSL9r9,0.167,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4KGGeE7RJsgLNZmnxGFlOj,0.353,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4KULAymBBJcPRpk1yO4dOG,0.453,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4Kk64VddLGXzzv3SRPVoHF,0.341,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4MEJ73SRDNLQSHpqTkdjm6,0.262,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4NMNwdmbiSGlDdMha5k6ks,0.239,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4ObFZEXHQJcc8WQtqbCupZ,0.392,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4Oj1fwRRrCbBlZsZzbQ3my,0.000275,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4OtoXQ2ySVcmudZT4jF8jH,0.12,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4P9Q0GojKVXpRTJCaL3kyy,0.467,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4PS1e8f2LvuTFgUs1Cn3ON,0.21,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4QVghbdDaACqQeVM2VrL3f,0.479,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4QzoBae05AxedOwsC8cqlh,0.524,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4SSnFejRGlZikf02HLewEF,0.389,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4SW9gHnW8NfKOdqmh0ij45,0.517,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4T3JcVdMphiLK94BsbLr1s,0.000581,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4TRjCifQWpux6KRamNuNMz,0.000257,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4U9CF27YlwHRtUGKUzhUTT,0.414,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4VsP4Dm8gsibRxB5I2hEkw,0.379,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4WPw9shOzxaA4cWws44Xjd,0.0512,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4X6F9xoYUyJh4OhnXbAZv2,0.167,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4ZAHbJMUDzknmJtE687Avz,0.4,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
energy,low,4ZGC3yb7ObpkN2rj3t7l9N,0.529,083feaff-ee83-439e-b127-bc93cd1ac61d,Energy (Low)
