feature,encoding,spotify_id,value,feature_id,name
acousticness,high,15qGUR34pO1jY1jkKtRtk3,0.961,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,15uaYnJA9qW0Furn9FHPXm,0.92,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,16gW9O8A4rIMx5OOVlzsSn,0.8,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,17OXiPf9kvPkpBeaOVzwLl,0.775,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,17le5wxEP70GJHQbMWb814,0.636,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,18HOjcvTVV7W8YzBuOsAPS,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,18J4D1geDhXlkZrRdJwL3L,0.973,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1AG64y2bBHXQZQVaw0NJKD,0.99,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1AT77D4ty8EuN975PoKOZE,0.887,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1AhUCEqMtDdSIP1IQGO35z,0.905,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1D02SyPsTFZlng7lanBsd8,0.986,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1DnB0QeckxkoBmY3Eh9iUt,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1EuTbsgvXSfwiCeM8kuHbA,0.991,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1F9erK4fhwVE50d18XfD2i,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1FeWvdrbzrEKQcEWgR3elm,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Fj0T1XKuhRu7EZzJ7NJIK,0.577,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Hohk6AufHZOrrhMXZppax,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1I4dwH7C0jBAEtz5DjlJgQ,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1IFRVS4t1olI0XG9RBWdKH,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1MgV7FIyNxIG7WzMRJV5HC,0.806,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1OFwjjfc7H54iDD9WhyGVd,0.973,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1OZ4uv7OAP24Ix6j3vojLt,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1PtQJZVZIdWIYdARpZRDFO,0.719,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1RTMnKO8H1XiZaJUmBVg4b,0.719,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1SucXU3xTOCyBAAqE22E8B,0.989,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1TE8AAk9koG0UJco6ZAUfx,0.577,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1TQXIltqoZ5XXyfCbAeSQQ,0.768,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Tt7zr1yDbKbT8L4jzSZ74,0.705,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1U3RgmkF3Koyh1O3VE1YKF,0.991,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Ukxccao1BlWrPhYkcXbwZ,0.877,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1WCEAGGRD066z2Q89ObXTq,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1WjzAxtVtKNSuCnCom0Tz0,0.727,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1XTY6rA7XQosc0ynkkE9kN,0.931,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Xx1D2WGIgNsjGsuHa981T,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1Y3LN4zO1Edc2EluIoSPJN,0.777,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1YJMYLaQ0HvA4ciph4n1bI,0.592,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1a9hBnJodCsNcp0HoJAObp,0.941,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1aZQokBzBRVdm8d24yPi8P,0.965,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1b6zd9iiSYGSCz5tYW14l6,0.964,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1cFKKdG6gmpptMBFxasJOE,0.59,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1cPfKp9ThNZ1fez9itmUMN,0.82,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1cmyYItXH1lujlHISUcW6e,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1cwXjU49rSm0YcAtCiCEgg,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1eX6ZeAYZ6Qy1djwfsbiUH,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1fSln3JhzB7Asdi83JTvPa,0.851,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1fb6MBRagJq42pzMMFYhHf,0.905,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1h0MiBktrie45IljioHmg1,0.982,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1hpLBTYQ7JJoFiB3ibPTCI,0.76,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1hwdPQtFHISvZ9SXMkNrIK,0.846,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1i9lZvlaDdWDPyXEE95aiq,0.575,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1iGKoawdOh9ZDhW6NWGBSA,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1ibhFiX0lf8S9yJB6PCKh9,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1jHgfC8T5KxUyC5Ldw6lk9,0.748,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1lOSxJNCLvWm2bYaTcTSmK,0.829,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1maIZ0gsjVbdANLvl4v0ao,0.695,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1nFtiJxYdhtFfFtfXBv06s,0.745,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1nYzjrdVQ8RpF93M0jPFW7,0.585,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1nrXPF5szKZhHr0iANiPcS,0.826,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1o82DwNisONAd2mu1RcGE6,0.972,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1o8Z7GD1CeOaVBEyuzu4HO,0.551,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1oZqJaE23GEn4SOFQcnTPB,0.626,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1odExI7RdWc4BT515LTAwj,0.83,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1olWQ1LOUYs4VBwx5N8Lz9,0.844,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1paxjwS0WOuSSpC9wRxUxS,0.84,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1qJG7d2kkZwBr8KIVYAxyH,0.843,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1qMMYpVatbRITKCfq1gasi,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1r714DULLjHjH6CF1zMFtn,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1sbNEFiURUYfy024cJX8JG,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1t2M7UYoUpmhfZNMBsymJr,0.878,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1uni8la2ZuN5oGlkAFBn9R,0.888,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1vKRuWNMzYKX2MxdQawM0N,0.707,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1vo9VvPVzTkr9ZqMCFKuO4,0.693,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1vyg1TIfJK409mLL6LaxeG,0.662,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1wtOxkiel43cVs0Yux5Q4h,0.69,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1xXSof69SqdGxJAdAIukRQ,0.919,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1yXqmnMKWUXUWzGbJi5Vmo,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,1zu2GKHPJIsUu80SUJX4H4,0.577,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,20uknEOwx3PpiGL2Es2vCg,0.748,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,21dB5hK5tAJaGD3VTbQ7ly,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,21wBAfHjtrng7fBFHODgo1,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,22K3SdIMezsqQKoltlQzEq,0.657,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,22sAwsBH0NoNJXnrBenQuO,0.732,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,23WPUouATL2wId2ci7TVWK,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,25OeKzcqakFPaJlXHPE5lm,0.597,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,269XSeQhDrWEotMALJaACW,0.66,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,26cvTWJq2E1QqN4jyH2OTU,0.759,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,27Vh9p5yUrEgEjjZmbJEOR,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,27nDbnuJsy6UaBQtr3oR7T,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,29RMusn0z3XwdAX7Rdl7Yj,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2APApFAWZgn1F0Efpl6jlj,0.977,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2BfcCsrfgB9wH1dvdno9CY,0.974,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2C1IIUSDxqBsNr3k772BdT,0.993,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2EMRXl3g4OzWgF10IvuVSy,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2F8LPJgSVTJxukoParTyBD,0.814,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2HCdD9vMJ2hQIhhXlzW3EP,0.974,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2HafqoJbgXdtjwCOvNEF14,0.827,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2HlXaP8qiyVWEISgjuhGQs,0.752,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2ImY5whfLRLooh6hhCEASp,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2JoUtztTqCN4ZhmbRDGPIL,0.982,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2KLwPaRDOB87XOYAT2fgxh,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2KdKh9vHbKW0tZLqtpxxI0,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2Kw5QYMTLrRV7jpoE8YkMg,0.826,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2LO2sEpjcFUUhHs9t8QOz9,0.88,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2LSsSV7V33wM9EKQA2xjGS,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2LgxW2t2H6lAf7tJuOnxxj,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2LzyUfJdRp3uqTrITBJXEY,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
acousticness,high,2MWHsgg97TTpqAhs7qse7i,,abe8fc53-f856-49a0-88a0-ccb95d752cba,Acousticness (High)
