track_uuid,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
ba0354ac-82cb-4c96-8c48-1dc2db156615,105,F,Minor,56,57,87,0,1,10,4
05d88d2f-bd12-4756-b5ee-3028ccd25deb,175,G,Minor,59,15,64,43,90,12,10
868efd0d-7955-4508-938d-97fd1b3284db,120,G,Minor,80,33,70,22,0,9,4
b339c8b4-1124-4df6-b90e-7ff2794fc364,139,D#,Minor,70,77,48,37,0,12,5
a1536f9c-321e-451e-9315-c40cab42b9c4,132,,Minor,59,56,82,12,0,12,6
d6d677fa-4fd7-4415-a881-a786fa7ca4ac,114,A#,Major,32,17,74,14,0,17,3
70439c83-b3b0-44ca-b90d-8302593a876c,145,B,Minor,54,19,48,36,0,37,5
7bfe2d2b-14a7-4539-b4fd-9509a30ce5f0,110,,Major,82,67,69,0,0,18,4
981547fe-53a5-411c-a186-2d9a5a46015c,94,G#,Major,89,61,66,17,0,36,16
96c85f16-8f13-4327-8478-0cccac8173a3,134,C#,Major,45,17,60,21,0,33,4
49b5ff78-4e1b-439b-9d76-ad65b03a847a,120,G,Major,62,32,76,0,0,39,4
70cebac0-8925-4db0-8d77-9c006da3bb04,123,G,Minor,70,86,68,24,0,11,4
c5a60c85-dc8c-4d14-a2e2-3225337ece59,131,A#,Major,77,84,71,35,0,15,4
20e7cfbb-fbca-417a-8e62-83985e08e503,171,D,Major,70,6,73,1,0,36,26
804311d2-fe97-4121-a40e-72e6829ad4d5,130,E,Minor,80,64,76,2,0,20,6
6880ee88-6f2b-4475-8f74-784714b46cfe,94,B,Major,82,53,67,34,0,9,8
aa2bbac2-4c32-4a36-9884-95fd7f553e02,89,G,Minor,73,44,57,39,0,32,6
9588b366-18dd-4339-b5ee-2a9626cb9762,87,F,Minor,65,71,56,4,0,15,20
b5ba1957-fb0d-4019-ba41-185fb99b980c,124,B,Minor,72,79,78,55,0,15,30
8f9c4651-9779-49d7-ba67-b76c96675596,78,G#,Major,71,80,65,51,0,22,32
16fcfc7a-6ba2-4851-b849-01b2224a8250,120,G#,Major,70,70,79,7,0,18,10
0fafcaa7-1c88-4e48-94c7-61ec6dccbbc8,96,F#,Minor,48,50,80,40,0,37,20
c7139105-7bf0-4a7e-8639-cf82e3f1562d,106,G,Major,73,22,86,31,0,12,4
01e010a5-288c-47e6-a6d2-04e40af37e99,170,D,Minor,78,75,46,62,0,12,35
183dd12f-0413-4a37-b124-b550f1613979,134,B,Minor,67,11,76,8,47,30,7
550c31ba-21fe-46c1-9d50-69d931f0f6be,115,A#,Major,71,90,73,30,0,11,5
d5afbfc1-edd7-4b0b-8605-4aaf9fda9967,130,F#,Major,74,79,87,45,0,30,3
6e043e33-d56b-4da8-8101-fda3d84f3a0a,118,,Major,65,63,79,3,0,10,3
5e4123c5-cc75-4cb1-91f3-ff8c66530025,110,G,Major,59,22,38,42,0,12,3
42a68f98-2b95-4763-bc5c-6d5424cfc16d,100,A,Major,72,42,66,18,4,19,4
e3e61d33-be9a-411d-b805-5e9f668dd11f,142,G,Minor,70,76,79,26,0,11,7
b4cc9071-a6f6-464d-ae2a-320f327bac6a,140,,Major,64,18,37,72,0,12,7
0f25db19-296b-45f1-b381-613b82f018c2,116,G,Major,90,96,73,62,0,9,4
29af2987-c7eb-4376-b1e4-c5ead6185a01,120,A,Major,73,64,85,25,0,61,3
6144408b-3f4b-401b-a6ce-fcc1c9b1a55b,92,F,Minor,76,46,79,31,0,7,6
17f14602-1099-40cd-b419-35481e8ae79b,110,G#,Minor,81,64,79,5,0,31,3
a32c91e6-65a9-4ede-8226-59ef6af00ef0,120,A#,Major,71,57,97,1,0,13,11
85bde3ec-53a2-487b-85a9-6ebbcde119a5,80,G#,Major,63,40,61,9,0,56,6
ccd1fc75-2078-4793-8fe2-23e82639b8fa,115,F,Minor,95,43,69,47,0,9,31
9e39a160-7562-4b92-bd59-63c3da347989,76,A#,Major,58,46,67,65,0,13,4
d8453427-3fd1-46d2-9208-12915041b329,172,F#,Major,60,77,78,45,0,12,6
52a64ac0-3dd2-45db-816a-b4866b45c67a,99,A#,Major,40,45,56,69,0,9,5
f049df79-225f-46be-a8af-996f8bb35029,136,,Minor,36,12,57,9,0,14,8
0aef9e23-cb7d-4c26-a2f4-8a3e3760bbdd,150,G#,Minor,90,64,14,67,35,11,10
93ede411-c54f-48b6-9fea-90d044c4f256,92,A#,Minor,71,41,31,79,0,10,5
cc533c49-c311-42cd-82fd-3b1586c0b49d,95,C#,Major,77,72,87,17,0,7,5
3b8520c6-362b-4f0b-bdf3-1e9525a3a26c,102,B,Minor,83,58,83,21,0,10,5
77e03b7a-f619-4e5d-97c4-7df81f7659e7,145,,Minor,70,34,55,43,0,16,6
003f3349-90fc-420b-b42e-2ee291422659,110,A,Major,50,24,86,0,0,64,4
3f0d0827-eeb9-4f3c-b73b-d3a44ad360de,95,,Major,64,30,77,46,0,38,6
5d003fae-2b79-48ed-b09a-357956378f24,94,B,Minor,68,81,82,53,0,9,13
3cfccf71-600f-4b8e-96b1-97e78f87a662,142,G,Major,61,92,91,0,0,26,3
dba5b87e-2284-45ee-a1af-2d7112a8298f,145,F#,Minor,59,20,74,1,0,15,5
6ccaa98b-1d04-4620-8f0c-343b6dbb8d49,121,F#,Minor,64,67,80,0,0,36,3
3a8182bb-3056-4093-a2ab-e22e64099584,140,D#,Minor,66,43,76,49,0,12,3
107a180f-60a9-4357-a529-383b4dff0272,137,C#,Minor,84,44,67,8,0,11,6
9fc33540-2703-4ba0-8ab8-034be92c6189,104,G#,Major,56,72,85,0,0,15,3
7ae63a76-6b0d-4323-b4a2-6e8f1956910f,92,F,Major,57,68,76,7,0,33,3
24d588c1-afe1-4ddf-abc9-582fd261383f,146,D,Minor,74,51,45,86,0,21,38
a552a0d1-73f7-45dd-b06f-5d3d13aad2be,120,D,Major,56,20,43,89,0,12,4
8271ae00-3102-48e8-93ab-003038f19acd,144,D,Major,68,83,81,9,0,8,4
6eba41a4-63d8-4c34-9db7-04e61ee8e202,94,A,Major,59,44,56,80,0,6,3
e0442de4-ef74-4fe0-95eb-eeeab77763e6,94,G#,Major,73,65,79,5,2,11,6
daa3c1f5-9b50-4f20-ab48-b45dd14a5b73,113,G,Minor,79,66,74,8,0,11,5
01a01288-26c6-4b1d-b6b0-da9ea1b1870a,148,E,Major,50,49,76,12,0,12,3
71128220-45ed-4d49-b30b-e09e97a972d7,98,C#,Major,70,29,73,12,0,11,26
18609539-537f-417b-af5c-9a8ae3688a9e,140,B,Major,58,26,38,91,0,10,4
e143cc7b-7d16-49bd-9555-c7f13fdbf1ae,100,G,Major,36,28,28,81,0,18,3
2152ebd6-5059-4841-a7b4-a4910e6bede1,140,F#,Major,86,68,79,39,0,11,29
c5091178-5668-4c6c-baa3-ddea50bdb359,100,E,Minor,59,78,94,27,0,29,23
35dc3b36-7dd4-48d6-9496-96541ae1a023,100,A,Minor,59,49,65,2,0,13,3
15c75c5b-6668-495a-bd28-9bd3d3ab8096,132,,Minor,87,82,70,42,0,21,5
f8b53fab-e899-4d32-82a1-dab089e22424,142,D,Major,49,48,67,10,0,26,3
c30365a2-5054-46a5-aa15-8318c07fea03,176,E,Minor,72,96,63,25,0,21,7
42d3f337-b958-4262-8b2e-96935998a7aa,140,F#,Major,53,51,70,49,0,14,3
9d34b781-f6ea-46db-9cc5-109c0eded62d,105,D#,Minor,55,40,90,1,0,32,6
2838fd14-a343-4ab4-b3e0-46fd507d44f3,135,F,Major,81,97,77,75,0,35,3
86106528-82e9-44cd-ad3e-6c729efd728e,128,E,Minor,82,61,59,30,0,12,4
2639c74f-3a5b-41ef-b5e5-1b12828773aa,101,F,Major,74,43,69,12,0,12,7
cc018a22-773d-460d-b9cf-29b72886bcd0,122,A#,Major,88,43,50,7,0,14,5
3aaf7d97-9b06-4390-9871-106aa1d66bf6,105,,Minor,76,49,56,80,12,10,13
1b6b3d65-ce39-4fa1-8c68-7f184d4f27c2,83,C#,Major,53,40,36,73,0,11,33
1fa3d598-65bd-45bc-8da9-0c1b8923a7d9,77,B,Minor,72,59,76,24,0,42,28
be3a8f13-cfc0-4041-9274-6567e62576b1,140,B,Minor,75,18,25,78,0,11,26
f7688315-3e6f-484f-bc11-d46f641a7945,158,C#,Major,65,72,95,31,0,92,5
ac79055c-823e-4cf9-a16b-9498f0dfc210,176,G,Major,75,43,65,15,0,11,32
7afbdf19-bf07-400e-b20e-bbfef0c0cec6,98,B,Major,73,88,57,56,0,5,2
7c3e38cf-bf3b-477f-bb9d-86af372b7968,107,B,Minor,66,47,40,72,0,11,3
d44bc4a9-be5e-48bd-aaf0-c4ddbeef6e25,109,F,Minor,66,16,57,10,1,12,3
b480c058-0035-4190-9ba9-663af4d1f741,109,A#,Minor,84,72,74,10,0,34,7
9d35d6be-5e93-441f-bf9f-6eec5f91646e,148,,Major,53,61,81,5,0,36,4
a5c83d6c-a0d1-41d2-b1e6-11e0c49b7a01,158,F#,Minor,60,52,76,17,0,19,5
e820037b-1238-4ef0-aedf-d37c67351072,94,F,Minor,74,64,73,6,0,10,6
9c406e14-5ebe-455c-b73c-9ffad9729501,96,F#,Minor,70,40,51,35,0,10,4
00e967a7-6f0c-4bc1-91ce-da9448b37d41,100,F,Minor,80,29,67,29,0,12,3
d0e8d581-2503-4c45-8833-e648b7e6363c,105,A,Major,58,42,68,1,0,14,4
7c0edfcc-8a43-4af6-97a9-9f792f55fae2,125,,Major,53,32,66,38,0,9,3
103b7da9-23db-4780-81b2-b393ed7393e0,170,F#,Minor,56,56,63,13,0,19,27
660e0575-24c3-44b6-b8d7-155d07425ad8,115,,Major,70,84,90,17,0,41,6
cc40a202-8374-48ad-8151-0e192905cc43,122,G#,Major,64,25,89,0,0,15,9
08e95adc-4009-4139-82f4-63837961cd8a,105,A#,Minor,88,82,80,8,0,11,8
6e6544b6-f1b4-4734-8539-fe3f60600dbc,133,F,Major,66,74,84,25,0,21,4
de8b0509-d54f-4fbe-a03e-32f9d31c7247,100,,Major,79,60,68,7,0,26,4
8e776985-a086-4d4f-9a95-5609f3440348,120,D#,Minor,82,55,45,15,3,9,10
a813840e-7fc6-410d-a35b-0b970e5b5bfe,177,A,Major,25,17,30,90,0,13,3
fea12dda-688e-4b6f-ab98-ed614b988fd8,142,D,Minor,64,31,72,15,0,9,5
cea55748-7185-4391-8f67-e7c0e933f357,144,E,Minor,57,47,84,1,1,52,4
354f0ad4-d60d-49de-a07c-ba1e3ca90723,120,B,Minor,65,80,86,9,0,19,10
c405add9-9b98-40a1-bed8-201e3bd7876e,135,D,Major,92,73,51,55,0,15,6
2cebc8df-0185-4658-ade8-071027a63cc9,107,B,Major,81,82,78,38,0,12,4
934ba9a3-2d3e-4902-b867-7247b00c225b,105,G,Major,82,62,74,10,0,33,7
6056cac3-5270-49e4-82c5-bd2890603c71,108,F#,Minor,44,38,77,9,0,9,20
d80744fb-d990-4bb4-9038-d9cefd48d8e4,147,,Minor,51,62,79,22,13,14,3
2a671e4e-1575-43fb-bdb8-290e39a78f65,115,,Major,71,34,88,16,0,44,4
a8fe3adc-e0c6-4093-981d-7cfda6709a93,174,F,Major,70,57,64,23,0,8,32
8ada68ea-d603-4af1-b1cf-5ca680880317,90,A#,Minor,68,83,71,3,0,31,8
3c72831a-6ccb-4efa-a84c-32f6a5317653,141,E,Minor,41,9,25,84,1,14,4
d73dcd8f-78c4-4745-a282-0d46c52c759f,82,F,Major,68,50,49,56,0,8,4
88437658-0c75-4ef2-be9a-2b3151860155,92,F,Major,47,25,43,62,0,32,3
cf8eb0dd-cefb-4061-8430-26ec1ce9daef,116,G#,Minor,77,65,80,6,0,15,4
6e13dc41-b303-4f03-b746-19ab0a6ec02c,124,A,Minor,79,59,86,4,0,8,11
02811f13-4752-4ead-8f0b-4acf11702167,125,A#,Minor,71,83,89,1,0,17,9
3fa1dd4b-1acd-479d-a2c5-0cc308c2e5e9,90,,Major,80,71,69,2,0,27,10
40ced3c2-64d8-46b3-93eb-0c9f0dbbfbd5,83,C#,Major,46,34,64,31,0,7,34
c2ec623d-6009-4579-bb63-f0063fe75a76,124,B,Minor,79,68,79,1,0,10,8
d5ba4e66-e4cb-419c-93b5-bc03682a2daf,140,G#,Major,58,4,60,7,41,8,3
08656843-5398-43e3-a2cb-f39782cfe8b0,154,,Major,64,61,91,15,0,72,4
ea6b922e-c80b-41e8-aefc-f46d2d00418b,150,D#,Minor,74,89,70,2,0,5,6
1dcfc090-da8a-4cde-8bf1-11ce9fe2379f,186,E,Minor,41,9,61,2,0,12,5
013f4532-47a6-4358-b4f3-f012f5dd5469,166,G#,Minor,40,23,48,5,0,12,3
91593d72-0806-488e-b6d1-f5573e869bb4,107,,Major,87,20,83,0,4,31,9
a75c01a7-c7d6-44fb-8085-18dd8ea4ce64,87,G,Major,87,52,52,31,0,28,24
b23f5555-e63e-4d2f-b1c8-8373441fab6e,82,G#,Major,40,39,64,21,0,7,7
5310f772-8a46-4621-b0e3-c7659f017cd1,114,A,Minor,46,60,28,91,0,21,4
8185375f-380a-4c61-b9c1-55e98badbaa5,148,G#,Major,47,15,52,38,13,29,5
518c60b1-5421-488d-b820-bdb0e096016d,140,F#,Major,91,97,57,38,0,40,29
faf49592-c158-476b-aacb-ee5e224ec001,101,G,Major,90,76,81,15,24,33,6
aed7a5c6-c788-4968-b4e0-855a0811cda0,140,C#,Minor,81,6,84,5,23,6,6
a6a397f7-8d71-4280-8d50-88bfb9a0d552,88,G,Minor,49,24,66,19,0,18,29
f0643851-a902-4966-92e4-cbeaa9fe34da,180,C#,Major,64,44,65,28,0,14,12
3ae16ffa-d887-409f-8e5f-94868ad43514,133,D,Major,95,91,89,6,0,31,24
2724f0d9-8fa3-42f0-b269-31a398ff76e8,108,A#,Minor,63,20,55,72,0,6,6
d86f8699-9935-49f3-8dad-88d5dc5a436b,80,F,Minor,39,24,43,39,0,23,3
1bd4a05c-b29d-439b-8e1a-06bf3a7ec904,75,B,Minor,80,46,62,3,6,11,46
36cd0d12-86a9-4e59-857d-23ae79f5586b,121,F#,Minor,67,26,64,52,0,17,10
4c59e3cc-4844-4248-8499-f7a74c93c25d,140,D,Minor,58,17,62,18,0,20,8
2ccf6aef-6699-4d5e-b3a8-157d14d8e199,126,B,Minor,81,59,90,5,0,36,3
da5373e8-34f4-423d-9209-98245f52ed20,102,C#,Major,58,29,94,0,0,9,11
c65f388f-f55b-42f4-b9a4-b40b0bf2f503,82,A,Major,70,31,34,60,1,11,4
c84a27d0-3f2c-4ef0-b237-f8a7379d4c20,121,C#,Minor,46,53,78,23,0,72,6
d9a9ab43-3b9d-49ee-9fb3-e8a86aca64fd,103,F#,Minor,70,92,83,1,0,7,6
d348e2f5-8559-481f-b001-1866fce3b6dd,108,F,Minor,82,88,76,9,0,12,9
66779f4e-0276-450e-9c0f-8e4121829226,85,F,Minor,65,36,47,31,0,12,10
e3cd33d3-f9dc-48df-b48f-1bcd5fda6d73,125,C#,Minor,84,70,69,1,0,5,5
0e6c3631-5fdc-4baa-addb-42f928102446,120,D,Major,69,40,39,41,0,13,6
27587b48-820a-4e95-9776-0aad0056e56b,94,,Major,58,44,57,57,0,10,3
61da6f42-c304-4f4d-b430-4f9cfddca3e6,130,F#,Minor,65,49,80,22,4,7,5
eafb696e-9a9a-4797-8767-06f48e04cf92,110,E,Major,74,51,74,2,0,29,4
e59e2b96-0b05-47be-b0d7-52ec316a8ac4,150,G,Major,34,33,63,16,0,7,4
f3c2c869-a8f8-4ec7-9af2-3096ccd435bc,107,B,Minor,74,88,65,28,0,46,3
15b9046c-67ab-4361-af9c-60e698100983,140,G#,Major,70,85,41,71,0,45,5
1b2f0f21-abb9-4910-9533-dcc696fbf551,119,D,Major,74,78,37,84,0,6,3
b165dd45-d8b3-4c31-a7db-ba9dae4d7aca,93,E,Major,35,38,23,91,0,29,3
be7be849-6ff9-40ea-ac0c-392192742c71,133,G,Major,46,53,63,5,0,30,18
300b1f0d-726e-4c49-918c-47a3b413495a,202,G,Major,24,76,60,77,0,12,4
cd36cb94-1216-4b75-a0fc-7e0bbc66152e,134,C#,Major,45,72,24,91,0,18,4
2cf44c80-1ca3-433a-a3d3-164195f819fe,105,C#,Major,72,33,51,48,0,9,3
fa16f16a-02d6-4527-bd13-d3f252aba96b,160,G#,Major,51,69,81,0,0,21,5
21303a86-865e-408d-8801-5e353570e416,148,D,Major,50,96,82,47,0,34,4
55eb0b98-87ad-413c-9730-a25290530267,151,G,Major,65,70,47,87,0,9,4
f4ff8495-8590-4c1f-89a8-5105123c7bef,162,F#,Minor,67,88,54,51,0,9,4
3b7015c9-c06a-4bd3-a7da-48f87f7d0b98,92,D,Major,53,84,77,40,0,32,3
25c87f14-8b46-4103-ab7a-580f343e7204,152,C#,Major,65,35,65,44,18,21,7
39950aea-2aae-454a-b1ad-7e331d62ac64,65,A,Minor,71,55,26,85,0,13,8
1db147d5-518e-43c5-aac2-d4bf5b3bad31,147,D,Major,33,39,61,32,0,77,3
7f9e80d3-9d14-4596-b814-789b1b806c60,150,A#,Minor,73,71,69,53,0,32,9
cfb5883a-09a1-49ed-abdb-b2d17267d765,140,,Major,67,81,36,64,0,15,3
33140422-3240-40c0-bdd7-99fea5c149ef,139,C#,Major,36,22,15,84,0,11,4
b8d03d9e-1347-4a8c-b5c8-26ad320cad4f,95,B,Major,75,74,58,36,0,9,3
82e1122e-0ae5-4ae4-b046-e9963cfaf06c,115,,Major,60,23,57,0,2,27,3
f0811ced-6f85-4f75-ac98-60c84d0d0fd1,125,F#,Major,62,59,43,84,3,11,5
a5fb0578-4ff1-424e-8499-86cec89a992c,76,,Major,60,19,20,78,0,11,5
dfbcb718-ae8e-4535-82f0-bb72aad9cc44,101,C#,Minor,72,91,87,14,0,13,3
4fd7ab25-5d21-4f24-bb83-8ab731b0c1ef,143,D,Major,60,86,32,88,0,34,6
899f4b67-87a3-40fe-afd2-cfbe9bfb7ebf,119,G,Minor,51,51,66,67,0,9,23
7c4e5422-50f1-4d90-b782-965feef74f0b,78,A,Major,67,22,59,76,1,15,16
4cf595cc-ed64-4997-b8fa-3f1c38eeb13c,96,A,Major,23,19,25,91,0,40,3
3d5687c1-b5e9-4d35-baa6-30e96416a0d9,180,A,Major,51,87,58,36,0,18,4
523a85bc-1882-4b32-91dc-206090520868,126,D#,Major,34,35,76,39,0,8,5
b3deeec3-2333-4fba-b9b0-2d6eb4f4db49,150,F,Major,43,42,44,57,0,15,6
f27a9594-5568-4fce-bedf-c620b95991d1,90,D,Major,53,47,74,9,0,34,4
9de6adfc-ccf2-4844-a843-7732088f7e71,160,F,Major,72,78,68,28,0,11,12
dd3d0698-c997-4ad0-9af4-1a93c3d22e00,114,,Major,59,60,94,24,0,10,4
5cbde625-8864-43cc-88aa-c60324540663,113,G,Major,73,72,32,77,0,15,5
4e9895a4-f6b7-4d65-9870-b80008da59eb,147,,Major,67,69,72,17,0,19,3
492a0aa3-83a8-4a41-bf05-359ae5839ef9,100,B,Minor,70,92,59,3,0,10,3
8aaa2731-a1f4-4674-bc3a-c16354b36b0e,155,G#,Major,49,42,77,3,0,12,9
977b8409-bdc0-440a-94be-77f43838b888,107,G,Minor,54,41,39,51,0,11,16
5a79b7a1-9d8b-4c4e-b514-732939f57ebc,112,G#,Major,80,15,54,9,0,38,5
601080e3-85e1-4e2d-aa64-9d294910aead,166,C#,Major,70,57,57,9,20,11,7
f9b42416-026b-4d89-87cd-141367193763,107,F#,Minor,69,96,36,81,0,8,4
9416b640-9ac0-4aeb-bcb8-ce6aa1516573,81,G#,Major,47,33,68,24,0,22,38
3ad041ab-b148-4da3-8048-37fcb8b3b330,150,C#,Major,79,77,46,5,0,11,7
00679f63-626b-487d-ae36-2a44e17af488,110,A,Major,66,19,32,69,0,12,4
6e719b24-d840-4104-81b3-126bbe199078,108,G,Major,64,4,40,6,0,10,6
2d698f5b-4dd4-470a-8e76-c5587a90e102,130,E,Minor,89,48,74,30,0,7,36
64f3afdf-e2df-44a0-abca-15a76afb396d,164,G,Major,70,39,56,6,0,9,7
4bca88d7-f93d-4d20-8213-5a7554a127d5,114,B,Minor,80,42,68,2,0,66,4
75b27a09-d167-497f-a651-d3862689b34b,93,F,Major,63,93,88,1,0,12,4
8a888311-1439-48b1-a062-06b368b3ba7a,90,C#,Minor,87,51,69,36,0,9,8
37039476-78f0-43ae-875f-e5621f3476b9,128,B,Major,45,35,68,78,0,39,8
0f836fca-531b-42e6-ad20-bdaa15f1e763,97,A,Major,83,47,80,2,0,24,9
254afe5b-9c3b-47e7-b610-5582a9205de2,152,G,Minor,69,94,71,79,0,7,8
9390cef1-337d-4dc0-b4f2-f9722bcf589e,175,G#,Major,51,94,34,73,0,10,5
0b4a5c0f-f618-479a-9854-92144a5401a4,116,D,Major,61,48,55,67,0,16,8
74731896-9a2f-4b5d-82fa-94dbc29aa319,80,F,Minor,33,51,59,76,0,44,6
c75ed24b-ddc8-4a63-964f-9dd8b7d6e4a4,93,B,Minor,63,34,86,26,0,21,39
6b5e6036-9105-4eb8-80fa-0e064e069f6e,122,E,Major,70,42,54,30,0,37,5
da0af5be-0c5d-4a32-83f3-cbc044088d31,122,G,Major,70,91,79,3,0,7,10
3a666f33-73d8-4a88-83d4-4c19b28ff03a,135,A,Minor,70,60,58,4,0,16,3
2cbbe816-18b8-408c-9c1e-65690ba77337,109,F,Major,60,45,47,62,0,31,5
d748a396-3109-4824-b822-c7c5a4824ef8,93,,Minor,65,82,74,27,0,32,5
3a638ac0-1436-4138-bf2d-593c22cddf9f,125,B,Minor,85,64,81,2,5,7,9
ff7c00ab-cc93-4333-92f4-c5214e5b0eb9,206,,Minor,58,83,45,36,0,11,8
84b1fdff-8fe7-475f-8c8e-57a47d15a3fe,130,G,Major,76,44,77,1,0,13,3
0136c738-3604-487c-939b-b223d3a5362c,121,G,Minor,80,62,51,2,0,9,8
51c65d26-bc63-4833-b29e-25619b3c7083,123,F#,Minor,74,35,73,0,0,21,5
7a79c00c-7a70-43c5-a097-4f6db2f013ee,122,B,Minor,67,50,67,15,0,30,4
52c3d786-ba68-4977-8b3b-bc305f9f7c2d,143,,Major,53,50,79,0,0,8,3
7b45b472-fc8a-43bf-b0b0-52210ef974fd,121,A#,Minor,70,35,77,1,0,26,4
3cb8d643-926d-4da4-813b-d71909e3f0f6,166,F#,Minor,56,68,66,28,0,11,18
d303fa9c-87f1-4086-8dd6-6bf8bc1ff8ee,135,C#,Major,41,27,64,36,0,60,3
7addc2cd-3c8e-4228-a747-4297e2bdce93,87,E,Minor,49,49,59,44,0,35,21
64f09f92-2381-468f-802a-bbd92062e93f,111,G#,Major,77,74,66,30,0,13,3
64ae1eb2-b576-4378-81f1-4e48591229c5,110,D,Major,75,85,84,10,0,31,19
96477934-f003-494d-a6cd-8f1f0375972d,130,C#,Major,66,19,61,30,0,9,7
09b2cf49-0650-4e73-8851-e7b600f7e237,179,G#,Minor,61,76,51,30,0,38,15
f3683176-ba67-4706-a085-8913578fafbd,93,F,Minor,74,53,73,61,0,13,4
eb7d166a-4c51-4409-95eb-9ad6dc306418,78,A,Minor,27,10,49,62,0,49,5
cfc16919-446e-452e-92d9-f3d7f5a426b3,180,D,Major,65,37,58,2,0,4,31
e4f78cb5-337f-4bcd-9cc8-65e34d79a418,86,A,Minor,28,13,41,50,0,19,3
86aa716e-315b-4a5c-a7bc-fd2fd6b5ebc5,88,C#,Minor,74,55,85,1,0,5,22
5bc75969-414f-4ae1-86a0-767c7df30fb6,97,C#,Major,68,72,78,4,0,7,5
c9c3fd24-cf4e-45b8-990d-4cf6ae1fed97,134,B,Minor,71,59,80,13,0,36,5
08b13524-e0a0-4d7e-b6ea-8fdfc494e55d,116,D,Major,75,36,76,12,0,10,10
2e53dc50-34c5-40f7-940d-b62fdcc55d8c,170,E,Minor,64,14,70,9,0,9,8
27f93873-f852-4087-bb62-c7977f55aad3,140,C#,Minor,83,40,55,16,0,14,23
d462419f-e24f-43bb-9260-6624a97ab27b,118,G,Minor,75,46,76,3,0,9,4
ae462349-955c-43d8-9859-11f40e6d2093,65,,Major,31,31,24,76,0,14,4
69cea54e-270b-4874-9400-0a6d38273b15,120,,Minor,56,16,67,0,0,11,4
2a8fbdf2-221c-45fe-a2b3-c3f097bd778b,176,D#,Major,29,12,33,68,0,12,5
89d41168-8ae1-4a2f-9a3c-e617ebebd933,180,G#,Minor,59,69,61,84,0,46,36
43c682f1-3219-414f-931a-aeb35bc89d1e,144,A#,Major,59,21,43,76,0,10,7
433959f7-eef0-4c8c-9ece-0817ba06dcaa,133,F#,Minor,82,52,61,38,0,14,27
4604b5f2-88fc-4be7-841d-72e1fa2dffbf,93,,Major,63,21,52,28,0,9,3
5992fc87-d272-4a38-99e7-38098f5d8c7e,122,A#,Major,77,25,62,34,0,23,3
60af543a-5683-4fbf-8694-637fa21a3dd2,88,C#,Major,53,55,73,9,0,3,5
05938b01-165d-4b0e-8101-8d72b58d11b6,170,F,Minor,70,61,44,40,0,37,4
68eb5aaa-0b85-4631-a9f5-96a3b745edfc,94,F,Minor,46,55,50,71,0,10,11
42328d90-0349-421a-b077-5f06e4e4baa7,170,A#,Major,65,46,47,12,0,13,16
fe438fe0-039f-4143-b377-e5a92958a6f2,90,E,Minor,79,79,70,57,0,66,8
3460d7e7-8cb2-461c-884c-e455bece23fe,78,G,Major,40,7,29,62,0,9,3
acf1d9aa-5c6c-4fa3-bff1-7a3bb10c1e31,94,D,Major,57,36,58,5,0,15,3
c89e5c91-4e77-434b-9017-f5e7d89afacc,73,D,Major,83,11,41,0,0,36,14
5bda8017-b983-4f92-ace0-a19146c0692c,176,C#,Major,73,79,86,42,0,7,18
03672e1e-ee9d-450e-9846-d6103a86aecf,128,D#,Minor,81,57,63,40,1,10,4
e08bce2c-77a3-4055-87d9-1943c05927e3,120,G#,Major,58,44,60,44,9,5,6
f2ae1cac-b968-466b-b0d3-4944cf095a84,82,D,Major,63,85,62,6,0,35,4
32ddf12d-d496-4eec-947f-71c4a1eb5a2d,95,D,Major,77,40,47,2,0,9,3
f16cd5cc-4475-4ca7-afda-3846fcc5ec15,118,,Major,44,52,94,11,0,4,29
9b6b6388-ecd9-430d-b0ab-3efbe42cef6b,123,B,Minor,75,93,86,8,0,14,3
da6d6606-50fa-420f-9554-a378e203de16,90,,Major,63,49,68,38,0,42,18
71b526da-ec67-44c3-86dc-dc96499cb7b6,110,E,Minor,73,14,57,40,0,11,5
1866d445-c495-4ba5-88b9-0dc752f77d8a,96,C#,Minor,66,76,82,47,0,10,32
bec959d5-670b-40d4-8927-6c81435c03ac,88,D,Minor,56,58,55,35,0,23,11
ce1f8a63-593e-4b9e-87cc-a6cccde1c224,98,A,Minor,73,60,85,17,0,24,5
b7ad182b-3ab7-45d3-a095-55b9c6eefa07,110,,Minor,72,67,68,0,0,14,4
4ee56043-f830-46d4-a20c-c309e76a79ce,80,,Major,70,57,49,19,0,12,8
66696254-5d48-4489-baf5-c232c356052a,110,C#,Minor,86,31,53,43,0,11,6
92ae24ca-0cb0-4936-9447-164be2b4afd6,110,G#,Major,79,70,36,0,0,6,11
060b609d-93da-4fc6-876f-70b319e996e5,78,C#,Minor,77,49,42,1,1,13,19
4f056e34-ca0a-4e6b-8916-fac77b340e83,129,G#,Major,83,44,62,2,0,8,6
2c059053-7970-40fd-a8a4-d357be79fc37,181,A,Major,44,22,60,61,0,42,9
199ef48c-23d1-4d21-b70c-bebd9a652a6e,114,F#,Minor,75,74,77,1,0,9,10
210ed44d-bfc9-4df7-9e11-e36151a24c1c,144,D,Major,74,39,65,5,1,11,35
7ce15ec2-35eb-4f2d-80f8-32b6444f5f43,101,D,Major,66,18,68,9,0,12,4
