track_uuid,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
8d14e8a0-1c03-4bc2-830a-04d254ec5bc0,98,,Major,70,37,54,6,0,9,8
b8f7b6d2-c7f2-4617-bd92-0246f1e8b79c,92,G,Major,53,12,34,1,0,12,4
b4efc054-d563-4075-81ad-abfaf1bd0df5,150,A,Major,34,24,56,4,0,11,3
a0f1d950-395c-4120-9e2b-3b53e1bc74f0,94,F,Major,37,17,47,2,46,11,3
c53e93d4-ba10-4223-9170-1078298d5674,90,E,Minor,74,36,63,26,0,27,5
e8a046b8-7745-4185-8dca-e604cf4415ff,160,A,Major,54,54,55,67,0,42,11
ac1c391d-421a-4100-8ecb-e86c6551e112,120,,Major,70,59,75,24,0,9,4
e10340f0-a568-4272-b81c-8fb22dc2b25c,109,F,Major,63,46,85,1,0,9,5
1fac7a45-44e8-49d2-8b67-fd27ff3469c6,129,E,Minor,57,41,66,63,0,12,5
6fc822f9-a919-4db7-953a-18b2da6d390e,157,G,Major,54,75,60,30,0,7,5
e2cc0f9d-cde3-4c33-b195-3500455e66e4,130,F#,Major,63,49,73,5,0,9,3
d4836da5-79d6-455d-b691-50228e1c5e2d,107,F,Minor,65,19,72,10,0,13,25
751c8ab3-5795-44ee-b84c-3aec3d49fa7d,146,B,Minor,50,67,89,0,0,19,8
57b23955-12c5-4c82-832e-3c376439b11c,139,A,Minor,48,37,41,32,0,10,10
56cb17bb-5973-4991-a60e-64a1b1c13240,116,,Major,74,76,70,7,0,13,3
ba0de532-ba4c-46dc-a352-a623718a6cf8,95,F#,Minor,84,52,77,12,0,7,4
9af2cbd0-ea4d-4ae1-a955-6e39e67d3f06,170,G#,Minor,62,55,80,15,0,37,7
2995ecc8-cb4b-4e21-8cd5-514ca0a23b01,134,F#,Minor,81,18,64,3,0,10,11
227c2e9f-9fee-4678-a3dc-9be0c454f08a,84,F#,Minor,57,86,90,2,0,9,5
bbb93d6c-9c67-40d6-aff1-5ae9f2475e41,146,B,Minor,61,20,48,21,0,12,6
b5f5eb79-9893-4950-bd53-1df3b9a4b757,74,A#,Minor,53,24,67,11,0,10,28
1b8709f7-a066-4dfa-8ebf-efb31d9f7bff,144,B,Major,75,35,48,84,0,10,12
599b2dc8-be54-48a9-a4fd-5dbfacbbba57,136,B,Minor,77,79,73,15,0,27,10
0cdfbc3c-d9b4-45fc-bc25-45c1aa75c902,100,E,Major,56,53,55,53,0,12,4
9806df80-8336-4877-b489-093b46980fcb,105,F,Minor,89,67,78,9,0,7,33
7469c37b-cc37-44f7-ba8f-cd1928319402,106,F,Major,67,24,78,15,0,30,4
f36b6085-e9dc-41ba-b4f5-785d6b5ba290,132,D,Major,85,53,68,40,0,9,4
55d4ee11-fe5d-4137-b60b-6269ff778b2d,120,A,Major,78,5,30,21,0,13,5
621ecaed-2435-4f63-87ad-adca51770156,155,C#,Major,82,51,39,2,0,9,49
1abd303e-9125-4324-b11e-db796fd325ab,129,G#,Major,70,42,43,78,0,11,3
f12cb4fa-93c8-4f89-b425-891637676d0d,135,F,Minor,80,85,74,62,0,8,9
1ff82611-6d1b-4ec7-ba7d-14f865a9e9b2,98,A#,Minor,73,45,62,28,0,13,13
476bf341-82e6-4c02-a4b6-8f5b54a49647,124,A,Minor,84,64,39,3,0,11,4
47ada72c-2e03-4b17-8b03-1feae9bcbc11,135,A,Minor,77,28,55,18,0,22,15
1a84dfbb-d6ff-4003-aaba-c2abf7af38c0,107,D,Major,78,39,53,30,0,11,6
3608277a-318e-430e-a6c3-cd2eda3580ce,96,D,Major,54,25,74,14,0,9,11
aaff0ec9-28c3-4b9c-841c-342ee51f0ab3,123,G#,Major,71,58,70,30,0,32,19
4fe12f4e-48cd-4d65-ba24-211e00b9c2b8,90,G#,Major,62,7,62,6,0,58,6
c9572022-8711-45bd-8922-782fafcef789,117,F,Minor,72,45,59,14,0,20,21
f88b7c03-565a-4213-b977-f48b0c1c3b89,133,A,Minor,78,90,84,31,0,7,4
335d535c-17a5-478d-8756-a6d08c584d32,96,G#,Minor,74,61,83,11,0,35,6
ed3f87b3-107f-461b-80aa-3254978298fa,149,G#,Major,66,85,60,40,0,14,13
08ac3f30-491f-4ca6-b0ce-1a403f134096,110,F#,Minor,66,32,40,81,0,11,3
e4b892a3-ca83-4a94-b5a7-2d579cb93221,105,F#,Major,95,62,52,3,0,5,16
f1fd3e5d-70ad-4e2f-bdc6-bee9a3722489,105,C#,Major,80,69,78,28,0,11,14
b6f1fcd3-35cd-4ae1-8b96-6c77b203ef34,134,B,Major,76,61,58,6,0,16,3
20d6f32e-2ed6-4b67-98c5-609f2c3a21a3,170,E,Minor,71,59,56,4,0,27,12
ab209581-07a7-4da8-a55f-8b482023504d,81,F#,Major,59,26,60,46,1,25,13
10962dc9-c444-43da-87dc-bcc247880238,154,F#,Major,63,75,92,31,0,91,5
4323cc6c-a8c9-49e9-8103-2bd6b3a610df,169,C#,Major,69,69,51,63,0,38,4
14c4da07-46d7-4ca9-b8c4-beacef33a0d2,115,G,Major,78,64,69,4,0,7,14
619ac53c-cafe-4152-b9db-6b39ca5fd93d,84,A,Minor,43,14,74,1,0,19,8
19d29ad9-89d3-4f56-aff5-dd62fe7ccaf4,93,G#,Major,79,58,62,11,0,11,23
6a779ce3-6244-4a1a-814c-af855d8848ae,91,G,Major,82,47,62,10,0,10,15
5a09b24e-89ce-45d6-82a8-146fa89c885a,142,A#,Minor,82,54,44,6,0,33,7
0789dbf7-412a-47f6-a819-73cf096277f5,126,C#,Major,78,20,70,1,0,16,4
73be48f5-2e27-4642-a34c-4de59d25c5cb,97,A#,Major,73,10,44,26,0,16,8
4941b7ca-29a7-48e2-a606-a76134e1522f,101,F,Major,92,59,51,41,51,26,8
18860097-8dcf-4020-ab8e-481bf9c84b56,98,G,Minor,80,23,48,14,0,6,5
72420987-c647-4ea0-80c5-97ff1a24ef9a,154,F#,Major,59,63,89,18,0,80,9
ad7e6c20-6d86-4ed1-bbca-eeacab9879c4,120,A,Major,91,63,58,52,0,31,22
9e79f3c4-bfe4-46fb-bd70-cd970e873250,150,B,Major,49,4,55,7,0,6,3
101f3546-eb16-41f6-9405-2c011e44f02e,174,A,Major,47,27,78,11,0,10,8
ce151fb2-a1b3-445a-8d6c-2cd774010c27,202,A#,Major,34,25,51,69,0,18,4
377cb331-e18b-4401-94a4-53817b2de560,153,B,Minor,56,42,52,5,0,36,24
fdbb7f0b-0384-46f7-a15e-d1773473f2ba,142,F,Major,60,13,37,58,0,13,3
83b038ea-206b-4407-b03c-ff7625876873,108,A,Minor,84,55,47,26,0,20,64
7a599179-26df-4e33-92b1-78808ed30f33,143,B,Major,83,25,69,4,0,23,12
a2a86e5f-753d-4b69-9368-49a17a57c111,108,D,Major,67,55,67,60,0,80,5
b2e71514-f35c-4f8c-83e2-59fd2e92ba0d,104,F,Minor,95,78,66,3,0,4,6
154a4f12-8800-433a-9449-653a6d0e2b35,93,F#,Minor,84,96,79,43,0,18,11
7663bb06-1356-421c-8c94-736685a52b2f,105,F#,Minor,65,46,53,16,0,9,5
53f61367-0c0d-4087-99e8-b42bb629ef85,170,G#,Major,44,27,32,89,0,14,5
99a41090-233e-4755-aacd-2cf2e4043560,178,C#,Minor,62,56,66,18,0,12,5
235071ae-3b1c-4ae7-a376-ca115616c43a,176,F#,Minor,50,44,76,10,0,32,5
f1932fb5-95e7-4a67-97ce-2deb4ed8157a,104,E,Minor,80,38,88,11,0,11,5
74318bc3-99b1-480e-81f6-6eedd3f7e7d6,85,G,Major,70,83,84,31,0,47,30
eb7d9467-000d-4f86-803c-564039219c54,117,F#,Minor,77,69,58,39,0,26,5
e45a398e-72f2-426c-bc65-3361f8fce3e3,80,,Major,52,57,48,86,0,15,39
b15db3e1-78d2-46bb-acc8-000ebcbc7df7,98,F,Major,44,36,41,50,0,38,5
56dec8f1-bb0e-417e-9520-32613ec30ac6,178,C#,Minor,79,58,78,34,0,11,25
263910a7-f6a6-4833-84ce-770960abe86b,148,A,Major,51,27,33,48,0,22,3
a81f1b35-4e2e-4b62-b2cf-d717b7a03ebd,120,D,Major,77,94,66,65,0,38,3
7da9ee99-9ef8-4da9-8f88-dfdaaf8dc858,122,E,Minor,68,38,88,1,0,8,5
90722ad6-b500-446c-8898-7c2a6aa2682f,144,F,Major,74,75,73,42,0,9,4
f4423ca6-b195-409d-a156-295270496805,96,D,Major,93,47,47,33,0,10,36
3ed50ef3-a3e1-457b-a74c-23d6e8a1587b,137,G#,Major,77,35,88,16,0,17,9
1bfced6c-c01d-4a69-9320-2ac692162040,121,F#,Minor,94,71,61,12,0,53,42
b5985f6f-85b3-4e87-94b1-b21256627def,119,A,Minor,60,10,57,1,0,50,3
22577b50-b8d8-4bb8-9560-168557de8aaf,96,D,Major,72,40,47,71,0,13,4
fdefcc2b-535d-4c3f-bd9c-8955a7951d00,111,C#,Major,87,53,52,66,1,11,5
7daf1a62-5516-4077-9a9d-c5a4cb7087ed,148,A,Major,90,74,68,14,0,10,19
6450f9b6-1222-4841-90f2-7b81bad1e489,182,A,Major,57,80,59,8,0,6,5
30b4c25b-f5e9-4ccd-8b62-12a3e29c9600,141,D,Major,79,82,86,28,0,4,9
36ed726c-6f86-48a6-af07-84d5beaae924,145,E,Minor,76,80,81,19,0,6,9
6bfc89fb-5325-412c-989e-aedb2f1e7cce,110,B,Minor,76,26,70,1,0,41,6
d2187ab7-4a93-4367-9011-e42966cf2910,134,G,Major,70,35,41,41,0,10,3
fa6d1e78-d14b-4894-9abc-c2cb0a34758c,130,G,Major,92,78,62,18,0,6,10
289ac01c-8428-47b9-b2ca-f92527d14ab1,145,A#,Major,84,88,53,35,0,8,7
bbfe23d5-60b5-4da7-8cfe-e064b8cce5c4,130,B,Minor,69,36,90,1,10,15,4
cab271f1-0041-4c8a-88d2-c4a3ca161c23,173,,Major,59,69,53,12,0,23,3
e1b37c16-dbf8-4a76-9cde-17b192699eca,92,B,Minor,75,55,76,25,0,10,15
