spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,danceability_encoded,energy_encoded,speechiness_encoded,acousticness_encoded,liveness_encoded,valence_encoded,tempo_encoded,duration_ms_encoded,loudness_encoded,instrumentalness_encoded,mode_encoded,key_encoded,time_signature_encoded
00Apys6jYrWA0Bse9Yon6O,0.632,0.832,11.0,-3.542,0.0,0.0465,0.247,0.0,0.349,0.289,110.025,175636.0,4.0,medium,high,medium,medium,high,low,low,medium,low,low,Minor,B,4.0
00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,193507.0,4.0,medium,high,medium,low,low,high,low,medium,low,low,Major,C#,4.0
00bc7aBgwI1wD3zEwrcH4h,0.849,0.639,8.0,-4.645,1.0,0.042,0.55,0.0,0.0647,0.918,106.547,159531.0,4.0,high,medium,low,high,low,high,low,low,low,low,Major,G#,4.0
00uvWPbNBali6gKlZxUxIU,0.653,0.518,11.0,-8.835,1.0,0.0753,0.965,0.784,0.151,0.821,153.719,166520.0,4.0,medium,low,medium,high,medium,high,high,low,low,high,Major,B,4.0
00zk0uua6s2ifh0Nc3ppfW,0.774,0.577,2.0,-12.132,1.0,0.107,0.037,0.627,0.122,0.148,100.003,211253.0,4.0,high,medium,high,low,medium,low,low,medium,low,high,Major,D,4.0
01K4zKU104LyJ8gMb7227B,0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,258813.0,4.0,medium,low,low,high,medium,medium,low,high,low,low,Major,C,4.0
01YROQCnF1AQm7SCWJmD2o,0.569,0.508,7.0,-12.823,1.0,0.0502,0.768,0.0,0.145,0.647,167.624,196560.0,4.0,medium,low,medium,high,medium,high,high,medium,low,low,Major,G,4.0
01cN1DKc5HH7F9MOBBjSip,0.497,0.696,9.0,-4.774,1.0,0.0404,0.121,0.0,0.11,0.569,82.947,172485.0,4.0,low,medium,low,medium,medium,medium,low,low,low,low,Major,A,4.0
01kfSdF9zfcDLri5sSWEoL,0.716,0.748,8.0,-6.06,1.0,0.0356,0.235,0.849,0.114,0.338,119.918,169245.0,4.0,medium,medium,low,medium,medium,low,medium,low,low,high,Major,G#,4.0
01tNpXoTjrqvb1zhG6wmop,0.481,0.686,1.0,-7.223,0.0,0.171,0.172,0.0,0.0851,0.174,161.687,196620.0,4.0,low,medium,high,medium,low,low,high,medium,low,low,Minor,C#,4.0
02G0mbFgtqS3h1Ek29tBWW,0.597,0.472,2.0,-8.915,1.0,0.414,0.00236,0.0,0.141,0.164,161.122,178965.0,4.0,medium,low,high,low,medium,low,high,medium,low,low,Major,D,4.0
02K2VtGdUG5fUlAQATEgE6,0.493,0.737,10.0,-4.757,0.0,0.496,0.194,0.0,0.254,0.482,173.579,219617.0,4.0,low,medium,high,medium,high,medium,high,high,low,low,Minor,A#,4.0
02WbmXcfVEPDOZH91K8OtL,0.812,0.517,1.0,-8.524,1.0,0.0983,0.0708,0.0,0.104,0.17,130.041,147691.0,4.0,high,low,high,low,low,low,medium,low,low,low,Major,C#,4.0
02jLfqc9gMo8PkHEGHY3OT,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
032UZ3KVrzII6AE9Abnj7z,0.933,0.533,5.0,-8.0,0.0,0.0585,0.027,0.00416,0.118,0.552,140.991,197493.0,4.0,high,low,medium,low,medium,medium,high,medium,low,low,Minor,F,4.0
035MzEbx4z2DxuRDymHXbv,0.752,0.56,11.0,-5.375,1.0,0.122,0.295,0.0,0.114,0.848,120.015,245959.0,4.0,high,medium,high,medium,medium,high,medium,high,low,low,Major,B,4.0
03S1E7nJqu4b6b5hGXrVbu,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
03xWMkKEbeO4SnylA53ipj,0.673,0.42,4.0,-7.581,1.0,0.0317,0.112,0.0,0.0897,0.385,108.066,152333.0,4.0,medium,low,low,medium,low,medium,low,low,low,low,Major,E,4.0
04cMUwER7r2VwqMCj4kYJ9,0.73,0.757,2.0,-7.379,1.0,0.0989,0.00189,0.833,0.157,0.259,102.378,136652.0,4.0,medium,high,high,low,medium,low,low,low,low,high,Major,D,4.0
04hgBWsBDEyVP8pH0BCZbG,0.68,0.618,1.0,-6.288,1.0,0.0413,0.000143,0.0,0.231,0.498,139.825,158515.0,4.0,medium,medium,low,low,high,medium,medium,low,low,low,Major,C#,4.0
05OnZaYopHpb0z7ktT2FIF,0.617,0.655,2.0,-3.616,1.0,0.17,0.0934,6.17e-06,0.487,0.626,173.891,215172.0,4.0,medium,medium,high,medium,high,medium,high,medium,low,low,Major,D,4.0
05ZSCn13G8972C6oQjI3Gb,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
05eZlxyjbkHMPCnunUasCS,0.668,0.687,7.0,-7.129,0.0,0.058,0.0157,0.000822,0.149,0.468,97.025,199314.0,4.0,medium,medium,medium,low,medium,medium,low,medium,low,low,Minor,G,4.0
05gfZXQTP21TTFh8jKhyGX,0.368,0.863,6.0,-5.447,0.0,0.0359,0.00165,0.931,0.214,0.524,160.112,103934.0,3.0,low,high,low,low,high,medium,high,low,low,high,Minor,F#,3.0
05tlwh83naFnMl1JGCwVsV,0.363,0.0227,9.0,-32.454,0.0,0.0553,0.991,0.854,0.0799,0.0641,137.486,251769.0,4.0,low,low,medium,high,low,low,medium,high,low,high,Minor,A,4.0
05va6lHB6UfUvKgcgmgULC,0.818,0.83,2.0,-9.041,1.0,0.0322,0.743,0.004,0.147,0.936,127.988,127500.0,4.0,high,high,low,high,medium,high,medium,low,low,low,Major,D,4.0
06HOVRn6sWa9AhEb8vxXG9,0.19,0.0022,0.0,-39.536,1.0,0.0425,0.987,0.925,0.108,0.0434,68.995,164000.0,5.0,low,low,low,high,low,low,low,low,low,high,Major,C,5.0
06Uu0bQNx2WMFIWY09nTxN,0.147,0.000279,5.0,-36.706,1.0,0.0494,0.964,0.97,0.11,0.033,69.207,166350.0,3.0,low,low,medium,high,medium,low,low,low,low,high,Major,F,3.0
06gD2ZtK3Dzc1BYqWExQJJ,0.613,0.564,8.0,-7.085,1.0,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907.0,4.0,medium,medium,low,medium,low,medium,low,medium,low,low,Major,G#,4.0
07MDkzWARZaLEdKxo6yArG,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4.0,high,low,low,low,low,medium,low,low,low,low,Major,D,4.0
07Tx168RSsUS1HqkDIOZbH,0.785,0.582,5.0,-4.877,0.0,0.237,0.191,0.0,0.2,0.861,71.774,231360.0,4.0,high,medium,high,medium,high,high,low,high,low,low,Minor,F,4.0
07aKw7LfC27IGSb5ppldIQ,0.775,0.661,0.0,-7.77,1.0,0.151,0.23,4.84e-05,0.284,0.592,110.384,218453.0,4.0,high,medium,high,medium,high,medium,medium,high,low,low,Major,C,4.0
07koEqsKHZTlGVMC9eoEjO,0.806,0.362,7.0,-10.386,1.0,0.0344,0.541,0.0489,0.111,0.418,127.498,235427.0,4.0,high,low,low,medium,medium,medium,medium,high,low,low,Major,G,4.0
08LumgBqFIhayWvmjYaQX9,0.773,0.715,0.0,-13.185,1.0,0.0643,0.0519,0.656,0.0857,0.73,126.409,67000.0,4.0,high,medium,medium,low,low,high,medium,low,low,high,Major,C,4.0
08Yr9ZoYLxPGge8ecMGMlG,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
08YvUaUsZktAG6zEMDwUqO,0.917,0.682,1.0,-4.875,1.0,0.212,0.263,0.0,0.0595,0.647,139.011,229133.0,4.0,high,medium,high,medium,low,high,medium,high,low,low,Major,C#,4.0
09dCk3StPaVK9JpTU6PGN2,0.411,0.494,2.0,-7.292,1.0,0.0329,0.386,0.0,0.271,0.334,74.779,143400.0,4.0,low,low,low,medium,high,low,low,low,low,low,Major,D,4.0
09gysnJpfQ3ublBmJDfcEC,0.87,0.523,1.0,-8.052,0.0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764.0,4.0,high,low,medium,medium,medium,low,low,medium,low,low,Minor,C#,4.0
09m40hbfqNwnF5w2CbqIqt,0.657,0.721,8.0,-9.7,1.0,0.03,0.000429,0.655,0.0795,0.536,125.98,125714.0,4.0,medium,medium,low,low,low,medium,medium,low,low,high,Major,G#,4.0
0A1JLUlkZkp2EFrosoNQi0,0.406,0.306,0.0,-15.48,1.0,0.0517,0.785,0.488,0.122,0.122,110.014,247962.0,4.0,low,low,medium,high,medium,low,low,high,low,low,Major,C,4.0
0AAMnNeIc6CdnfNU85GwCH,0.775,0.298,9.0,-9.351,1.0,0.0517,0.211,0.000233,0.132,0.0472,120.091,189467.0,4.0,high,low,medium,medium,medium,low,medium,medium,low,low,Major,A,4.0
0ADZ5dmXhlfzjMw6lefoPl,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000681,0.0,0.107,0.293,132.918,238173.0,4.0,low,high,low,low,low,low,medium,high,low,low,Major,F#,4.0
0AfIR8VasA54q69YtrNbSV,0.693,0.365,1.0,-10.797,0.0,0.064,0.808,0.00178,0.131,0.798,120.559,152187.0,4.0,medium,low,medium,high,medium,high,medium,low,low,low,Minor,C#,4.0
0Ag6LNrSfJVKRhGzD7ArDq,0.64,0.982,11.0,-3.368,0.0,0.0517,0.000368,2.1e-06,0.0767,0.769,123.016,243687.0,4.0,medium,high,medium,low,low,high,medium,high,low,low,Minor,B,4.0
0AjcdGri5vhJsmZnduCEqd,0.445,0.367,0.0,-13.086,1.0,0.0452,0.761,0.075,0.0987,0.202,155.675,165592.0,4.0,low,low,medium,high,low,low,high,low,low,low,Major,C,4.0
0AvmYTwL16E2CAqCrXP0dW,0.845,0.57,2.0,-6.97,0.0,0.0482,0.0153,0.14,0.114,0.767,119.989,196373.0,4.0,high,medium,medium,low,medium,high,medium,medium,low,low,Minor,D,4.0
0B1xarnfKvUFWUoFdQnooq,0.745,0.877,5.0,-2.649,0.0,0.173,0.455,0.0,0.0732,0.852,120.015,189012.0,4.0,high,high,high,medium,low,high,medium,medium,low,low,Minor,F,4.0
0B6g379TMw0nYGXA7y5xHz,0.774,0.549,9.0,-7.297,0.0,0.154,0.178,0.00151,0.22,0.28,135.016,245240.0,4.0,high,medium,high,medium,high,low,medium,high,low,low,Minor,A,4.0
0BAMfPIHtcXXqFR5FVaVUA,0.571,0.447,0.0,-7.255,1.0,0.0311,0.38,0.0,0.131,0.244,103.796,202640.0,4.0,medium,low,low,medium,medium,low,low,medium,low,low,Major,C,4.0
0BiqmkasE5FdrChwKfVp8X,0.422,0.235,6.0,-12.379,1.0,0.0568,0.826,0.00648,0.115,0.068,165.71,218503.0,4.0,low,low,medium,high,medium,low,high,high,low,low,Major,F#,4.0
0Bponh4wbYKzf9k3AeIdF7,0.691,0.622,11.0,-6.862,0.0,0.0381,0.198,0.0,0.176,0.955,121.97,166733.0,4.0,medium,medium,low,medium,medium,high,medium,low,low,low,Minor,B,4.0
0CEQAgaOtbhVlxzIlgdJ66,0.0998,0.04,3.0,-29.406,0.0,0.041,0.87,0.945,0.103,0.0309,75.618,170000.0,4.0,low,low,low,high,low,low,low,low,low,high,Minor,D#,4.0
0CKmN3Wwk8W4zjU0pqq2cv,0.507,0.197,9.0,-15.568,0.0,0.0406,0.689,0.0,0.214,0.497,128.946,79293.0,4.0,low,low,low,high,high,medium,medium,low,low,low,Minor,A,4.0
0CMYUXTTTmI6Lwc0opH2XG,0.0685,0.00342,0.0,-37.156,1.0,0.0418,0.99,0.91,0.106,0.0581,73.644,172357.0,1.0,low,low,low,high,low,low,low,low,low,high,Major,C,1.0
0COqiPhxzoWICwFCS4eZcp,0.331,0.943,4.0,-3.188,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0,4.0,low,high,medium,low,high,low,low,high,low,low,Minor,E,4.0
0CYTGMBYkwUxrj1MWDLrC5,0.743,0.831,8.0,-4.042,0.0,0.0584,0.114,6.43e-05,0.35,0.609,95.975,168133.0,4.0,high,high,medium,medium,high,medium,low,low,low,low,Minor,G#,4.0
0CtZpaOhtzvLV3FfcsVpQo,0.773,0.795,8.0,-5.537,0.0,0.0412,0.0587,0.00237,0.154,0.649,115.997,258474.0,4.0,high,high,low,low,medium,high,medium,high,low,low,Minor,G#,4.0
0CtuA9sDnOAU3NM8bHIMyu,0.859,0.446,2.0,-8.711,1.0,0.324,0.0173,0.0,0.0826,0.377,153.091,144962.0,4.0,high,low,high,low,low,medium,high,low,low,low,Major,D,4.0
0D1OY0M5A0qD5HGBvFmFid,0.275,0.126,9.0,-17.077,1.0,0.033,0.879,0.000799,0.0791,0.21,88.626,194160.0,4.0,low,low,low,high,low,low,low,medium,low,low,Major,A,4.0
0DEjFljgDbPjkm5460EJnA,0.882,0.669,1.0,-4.449,1.0,0.157,0.0102,0.0,0.112,0.275,101.989,127058.0,4.0,high,medium,high,low,medium,low,low,low,low,low,Major,C#,4.0
0DRJILxCmuHsrJpYYqXMed,0.828,0.619,5.0,-7.544,1.0,0.054,0.131,8.6e-05,0.104,0.737,124.004,149125.0,4.0,high,medium,medium,medium,low,high,medium,low,low,low,Major,F,4.0
0DZ1HEZQ8ZhZbLkxidj3EW,0.738,0.799,4.0,-6.236,0.0,0.147,0.32,0.0,0.303,0.936,170.04,94453.0,4.0,high,high,high,medium,high,high,high,low,low,low,Minor,E,4.0
0DbcdVCzmY1IjilPTPaSOe,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
0E0DRHf5PfMeor0ZCwB3oT,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
0E2ARPr6Anq8l4dwsu8hbP,0.378,0.145,7.0,-19.473,1.0,0.0596,0.774,0.0,0.28,0.339,83.604,114307.0,4.0,low,low,medium,high,high,low,low,low,low,low,Major,G,4.0
0EF1EE8zusg3Y869e56JFd,0.421,0.394,11.0,-8.312,1.0,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,211000.0,3.0,low,low,low,high,low,medium,low,medium,low,low,Major,B,3.0
0EhuGnOS6fTc5l5UNtDEH2,0.623,0.799,8.0,-4.152,0.0,0.0713,0.153,0.0,0.365,0.552,169.901,288000.0,4.0,medium,high,medium,medium,high,medium,high,high,low,low,Minor,G#,4.0
0EqczV3o6fwksegAavIHpX,0.613,0.81,1.0,-6.16,1.0,0.488,0.832,0.899,0.137,0.686,150.251,116104.0,4.0,medium,high,high,high,medium,high,high,low,low,high,Major,C#,4.0
0F95C4z2gQJ8NigLuO4z4u,0.754,0.523,7.0,-7.782,1.0,0.0446,0.0144,0.0131,0.077,0.609,110.956,157213.0,4.0,high,low,medium,low,low,medium,medium,low,low,low,Major,G,4.0
0FA4wrjDJvJTTU8AepZTup,0.686,0.897,11.0,-7.18,0.0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139.0,4.0,medium,high,low,low,medium,low,medium,low,low,low,Minor,B,4.0
0FQyOcOjIKV2wyz6ZXMic9,0.571,0.0621,11.0,-17.521,1.0,0.0638,0.822,0.0,0.266,0.371,128.561,190907.0,4.0,medium,low,medium,high,high,medium,medium,medium,low,low,Major,B,4.0
0FkD2FHEZrZIofVkY6XPFK,0.881,0.551,2.0,-6.41,1.0,0.123,0.0205,0.16,0.19,0.196,119.951,126523.0,4.0,high,medium,high,low,medium,low,medium,low,low,low,Major,D,4.0
0Fnjp5rPXHGYnehRgnaEjr,0.708,0.794,8.0,-7.111,1.0,0.0436,0.0273,0.287,0.0689,0.57,120.004,166498.0,4.0,medium,high,medium,low,low,medium,medium,low,low,low,Major,G#,4.0
0G0VytjujWiQYYaXQhXeUo,0.625,0.792,8.0,-6.439,1.0,0.0784,0.000477,0.372,0.186,0.443,89.974,71874.0,4.0,medium,high,medium,low,medium,medium,low,low,low,low,Major,G#,4.0
0G17UriYHMjXnZE2OJJSMR,0.74,0.934,10.0,-8.178,1.0,0.0384,0.063,0.831,0.198,0.261,119.693,138857.0,4.0,high,high,low,low,high,low,medium,low,low,high,Major,A#,4.0
0GNVXNz7Jkicfk2mp5OyG5,0.664,0.5,9.0,-6.935,1.0,0.0651,0.799,0.0,0.0966,0.801,117.896,182347.0,4.0,medium,low,medium,high,low,high,medium,medium,low,low,Major,A,4.0
0GYXdDvDLLCCSgbqsu3FYE,0.709,0.356,11.0,-20.814,0.0,0.142,0.192,0.859,0.0556,0.736,74.981,144922.0,4.0,medium,low,high,medium,low,high,low,low,low,high,Minor,B,4.0
0GdZqKPBrvkpo7mk2OyHtf,0.659,0.865,7.0,-4.416,1.0,0.0541,0.0164,0.0,0.134,0.761,126.998,201485.0,4.0,medium,high,medium,low,medium,high,medium,medium,low,low,Major,G,4.0
0GocVBngN9RHyWlfQnS4Th,0.198,0.00143,11.0,-41.409,1.0,0.0517,0.989,0.962,0.109,0.102,71.638,187000.0,5.0,low,low,medium,high,medium,low,low,medium,low,high,Major,B,5.0
0GxdlJGqLBNt0ZqhPSIFqa,0.438,0.889,5.0,-5.767,0.0,0.398,0.519,1.14e-06,0.203,0.355,147.695,180957.0,4.0,low,high,high,medium,high,low,high,medium,low,low,Minor,F,4.0
0HL3y3bsKSARBSP0qaImwb,0.639,0.666,0.0,-7.775,1.0,0.0636,0.271,0.0,0.111,0.372,98.384,213733.0,4.0,medium,medium,medium,medium,medium,medium,low,medium,low,low,Major,C,4.0
0HVvp9utYjZ9RCKgBNIGUY,0.626,0.736,7.0,-4.519,1.0,0.278,0.38,0.000402,0.783,0.553,166.067,175663.0,4.0,medium,medium,high,medium,high,medium,high,medium,low,low,Major,G,4.0
0HYhOGKAHiOsv8GW4JdMJ8,0.624,0.345,0.0,-11.116,1.0,0.037,0.418,8.74e-05,0.107,0.352,111.185,187592.0,4.0,medium,low,low,medium,low,low,medium,medium,low,low,Major,C,4.0
0HrWshW3SuFJ6nKS9ba9Mh,0.83,0.644,10.0,-5.431,0.0,0.407,0.0298,0.0,0.11,0.227,155.103,173419.0,4.0,high,medium,high,low,medium,low,high,low,low,low,Minor,A#,4.0
0I2BCIvlzrb6Iix9hAbQFF,0.737,0.781,6.0,-5.965,1.0,0.0415,0.114,0.0,0.132,0.94,132.08,164987.0,4.0,high,high,low,medium,medium,high,medium,low,low,low,Major,F#,4.0
0IEdVKIFcvCV3q7d9M1FWj,0.467,0.97,8.0,-3.422,0.0,0.0659,0.000202,0.0,0.143,0.424,142.012,182000.0,4.0,low,high,medium,low,medium,medium,high,medium,low,low,Minor,G#,4.0
0IKeDy5bT9G0bA7ZixRT4A,0.529,0.602,7.0,-4.629,1.0,0.0458,0.299,0.0,0.0716,0.756,157.643,271862.0,4.0,low,medium,medium,medium,low,high,high,high,low,low,Major,G,4.0
0IThMukvMBCyCXWblM4fh7,0.225,7e-05,0.0,-37.512,1.0,0.0669,0.846,0.973,0.114,0.0,137.547,188000.0,5.0,low,low,medium,high,medium,low,medium,medium,low,high,Major,C,5.0
0IXgDkAzvmZuHX7rGtEZHg,0.671,0.949,2.0,-7.668,1.0,0.0498,0.113,0.00136,0.138,0.719,134.404,235773.0,4.0,medium,high,medium,medium,medium,high,medium,high,low,low,Major,D,4.0
0IckBeArn5uLK96ddfW8zK,0.606,0.434,7.0,-11.928,1.0,0.0454,0.592,0.841,0.102,0.476,116.857,208853.0,4.0,medium,low,medium,high,low,medium,medium,medium,low,high,Major,G,4.0
0J9g1MMJDhyvOb3NWckHMm,0.852,0.881,5.0,-2.546,0.0,0.126,0.0602,6.44e-06,0.0682,0.556,96.984,219333.0,4.0,high,high,high,low,low,medium,low,high,low,low,Minor,F,4.0
0JFUAuI5jrh7xHaY0kRFW1,0.393,0.628,0.0,-9.032,1.0,0.224,0.435,0.000615,0.11,0.237,174.466,182234.0,4.0,low,medium,high,medium,medium,low,high,medium,low,low,Major,C,4.0
0JbSghVDghtFEurrSO8JrC,0.645,0.904,2.0,-4.532,1.0,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560.0,4.0,medium,high,medium,low,low,high,low,high,low,low,Major,D,4.0
0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0.0,-6.942,1.0,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252.0,4.0,high,low,medium,high,low,low,medium,medium,low,low,Major,C,4.0
0JmnkIqdlnUzPaf8sqBRs3,0.642,0.706,7.0,-6.872,0.0,0.052,0.518,0.0,0.25,0.896,136.851,187723.0,4.0,medium,medium,medium,medium,high,high,medium,medium,low,low,Minor,G,4.0
0Jw3cPBXlGnA6DEJrZSTI0,0.551,0.722,5.0,-9.247,0.0,0.0529,0.571,0.000306,0.629,0.821,153.181,166590.0,4.0,low,medium,medium,high,high,high,high,low,low,low,Minor,F,4.0
0KkCsYHv7QgzKpNm4pcVj9,0.184,0.00213,9.0,-41.634,1.0,0.0402,0.968,0.964,0.114,0.157,66.245,183000.0,1.0,low,low,low,high,medium,low,low,medium,low,high,Major,A,1.0
0KmgJyW4GDgonqsoyx0CZ3,0.471,0.335,4.0,-8.767,0.0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907.0,3.0,low,low,low,high,high,low,high,high,low,low,Minor,E,3.0
0Kw4lElym53ZdiikZlr9ts,0.616,0.698,10.0,-6.722,0.0,0.3,0.0468,2.52e-05,0.52,0.445,64.967,69357.0,4.0,medium,medium,high,low,high,medium,low,low,low,low,Minor,A#,4.0
0LAhBAJOM0IzqOaMvuFLZq,0.433,0.263,0.0,-14.391,1.0,0.0707,0.775,0.0,0.152,0.256,99.036,282013.0,3.0,low,low,medium,high,medium,low,low,high,low,low,Major,C,3.0
0LDUzTvKVEla4L7GusNck2,0.717,0.46,0.0,-6.425,1.0,0.0879,0.0561,0.868,0.148,0.528,120.018,160029.0,4.0,medium,low,high,low,medium,medium,medium,low,low,high,Major,C,4.0
0LQtEJt7x0s6knb6RKdRYc,0.566,0.713,6.0,-4.25,1.0,0.0418,0.645,0.0,0.114,0.805,169.861,238147.0,4.0,medium,medium,low,high,medium,high,high,high,low,low,Major,F#,4.0
0LmD6LnXYecaaMZKG8bW12,0.777,0.645,3.0,-5.973,0.0,0.0586,0.254,1.14e-06,0.0776,0.705,106.947,150280.0,4.0,high,medium,medium,medium,low,high,low,low,low,low,Minor,D#,4.0
0LzidBf7cUsnZnG34OUPSF,0.71,0.899,11.0,-4.032,0.0,0.118,0.0857,0.112,0.189,0.555,162.927,146240.0,4.0,medium,high,high,low,medium,medium,high,low,low,low,Minor,B,4.0
0MRao1qyMY3GJVBRd1CYOF,0.548,0.289,3.0,-10.067,1.0,0.0379,0.922,0.0,0.133,0.64,94.541,229110.0,4.0,low,low,low,high,medium,medium,low,high,low,low,Major,D#,4.0
0Me3GyNuLOa1YTIxhJPyCn,0.823,0.882,3.0,-3.513,0.0,0.0556,0.688,1.7e-06,0.107,0.963,128.044,172096.0,4.0,high,high,medium,high,low,high,medium,low,low,low,Minor,D#,4.0
0MtfUEHee9p6RsqAwW8gyF,0.752,0.485,11.0,-9.436,1.0,0.0336,0.346,0.000996,0.142,0.554,95.963,206250.0,4.0,high,low,low,medium,medium,medium,low,medium,low,low,Major,B,4.0
0N5NNIaNs3YVhiyt22ZYhG,0.156,0.00167,9.0,-44.873,1.0,0.0411,0.995,0.876,0.0986,0.0782,136.67,194000.0,3.0,low,low,low,high,low,low,medium,medium,low,high,Major,A,3.0
0NO2zL0kw8sGGnaMvHKAZF,0.765,0.872,1.0,-5.863,1.0,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,237474.0,4.0,high,high,medium,medium,low,high,low,high,low,low,Major,C#,4.0
0NaUT74rJ0NHS62fewzatU,0.477,0.565,1.0,-8.3,1.0,0.0334,0.000195,0.0011,0.193,0.0399,151.928,126600.0,4.0,low,medium,low,low,medium,low,high,low,low,low,Major,C#,4.0
0Nby3sP8ns6K37DsVCio5B,0.588,0.865,6.0,-6.006,1.0,0.0582,0.00824,0.0,0.251,0.306,123.062,226520.0,4.0,medium,high,medium,low,high,low,medium,high,low,low,Major,F#,4.0
0Nfh4u0J4bajcyp5pzaWCx,0.451,0.632,4.0,-3.843,1.0,0.0475,0.6,0.0,0.139,0.455,147.06,190461.0,4.0,low,medium,medium,high,medium,medium,high,medium,low,low,Major,E,4.0
0NgdKtJy6pKBvWhcVuQbxd,0.687,0.904,7.0,-2.407,1.0,0.0357,0.0218,0.0,0.241,0.563,119.998,179812.0,4.0,medium,high,low,low,high,medium,medium,medium,low,low,Major,G,4.0
0NwGC0v03ysCYINtg6ns58,0.496,0.885,11.0,-2.969,0.0,0.0803,0.000886,0.0,0.191,0.665,145.863,220307.0,4.0,low,high,medium,low,medium,high,high,high,low,low,Minor,B,4.0
0O3U5iwTbiXCREMkvotJuN,0.616,0.834,9.0,-3.069,1.0,0.0664,0.06,0.0,0.338,0.746,151.701,165848.0,4.0,medium,high,medium,low,high,high,high,low,low,low,Major,A,4.0
0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5.0,-6.009,1.0,0.0751,0.121,0.0,0.121,0.472,100.964,192841.0,4.0,high,medium,medium,medium,medium,medium,low,medium,low,low,Major,F,4.0
0OFknyqxmSQ42SoKxWVTok,0.62,0.496,7.0,-7.509,1.0,0.133,0.597,1.36e-05,0.322,0.636,126.032,112205.0,4.0,medium,low,high,high,high,medium,medium,low,low,low,Major,G,4.0
0OTNHGKcqQbk51bOYe462Y,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
0P3iyxC1u5Bswhvi8CPDwV,0.667,0.811,11.0,-6.271,0.0,0.0519,0.0033,4.61e-05,0.149,0.445,127.99,122587.0,4.0,medium,high,medium,low,medium,medium,medium,low,low,low,Minor,B,4.0
0PAcdVzhPO4gq1Iym9ESnK,0.656,0.757,3.0,-5.775,0.0,0.0308,0.492,0.0,0.117,0.429,139.971,177388.0,4.0,medium,high,low,medium,medium,medium,high,medium,low,low,Minor,D#,4.0
0PB0O24JqAuNdOAFVJljMS,0.683,0.764,2.0,-5.995,1.0,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325.0,4.0,medium,high,medium,low,low,low,high,low,low,low,Major,D,4.0
0PKmDncVOiNQLO6D1P6PXi,0.684,0.481,0.0,-10.305,1.0,0.0391,0.228,0.0,0.157,0.48,121.208,140227.0,4.0,medium,low,low,medium,medium,medium,medium,low,low,low,Major,C,4.0
0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,206071.0,4.0,high,medium,low,medium,high,high,low,medium,low,low,Major,G#,4.0
0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4.0,-5.144,0.0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665.0,4.0,high,medium,medium,low,high,low,high,medium,low,low,Minor,E,4.0
0QKfiqpEU4h9ycPSzIFwYe,0.617,0.533,3.0,-11.516,0.0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,244707.0,4.0,medium,low,medium,medium,low,high,high,high,low,low,Minor,D#,4.0
0QRHOAeU8JRaVVn3UoZBih,0.724,0.578,10.0,-7.117,1.0,0.0819,0.632,1.06e-06,0.0943,0.757,167.985,211879.0,4.0,medium,medium,medium,high,low,high,high,medium,low,low,Major,A#,4.0
0QTUoI90fBFdKkd4h8fsOu,0.561,0.826,2.0,-5.842,1.0,0.0972,0.00289,0.0,0.432,0.499,141.98,206507.0,4.0,low,high,high,low,high,medium,high,medium,low,low,Major,D,4.0
0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,0.267,0.641,0.1,86.997,208212.0,3.0,low,low,low,high,high,low,low,medium,low,low,Major,D,3.0
