spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,danceability_encoded,energy_encoded,speechiness_encoded,acousticness_encoded,liveness_encoded,valence_encoded,tempo_encoded,duration_ms_encoded,loudness_encoded,instrumentalness_encoded,mode_encoded,key_encoded,time_signature_encoded
190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0.0,-4.831,1.0,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987.0,4.0,medium,high,medium,low,low,medium,medium,high,low,low,Major,C,4.0
19kHhX6f6EfLU7rcO3RqjO,0.62,0.761,10.0,-7.282,0.0,0.175,0.207,0.000147,0.269,0.194,146.003,209483.0,4.0,medium,high,high,medium,high,low,high,medium,low,low,Minor,A#,4.0
19uAktJXiKyrjSAbhTUGI7,0.736,0.571,5.0,-9.225,0.0,0.0418,0.0221,0.0,0.195,0.594,125.077,133200.0,4.0,high,medium,low,low,high,medium,medium,low,low,low,Minor,F,4.0
1A7qPfbcyRVEdcZiwTFhZI,0.469,0.894,8.0,-6.341,1.0,0.0428,0.00024,0.000194,0.125,0.456,81.377,209416.0,4.0,low,high,medium,low,medium,medium,low,medium,low,low,Major,G#,4.0
1AG64y2bBHXQZQVaw0NJKD,0.0984,0.119,0.0,-20.081,1.0,0.039,0.99,0.936,0.108,0.0289,72.07,284908.0,4.0,low,low,low,high,low,low,low,high,low,high,Major,C,4.0
1AKQf3zYL3ZhiSMXQGevmR,0.687,0.787,11.0,-6.092,1.0,0.0443,0.00271,0.0,0.212,0.687,127.966,200720.0,4.0,medium,high,medium,low,high,high,medium,medium,low,low,Major,B,4.0
1AMADyXgIWayh5vXLZo2qF,0.428,0.799,4.0,-6.265,1.0,0.0468,0.00139,0.0742,0.0788,0.228,139.052,227340.0,4.0,low,high,medium,low,low,low,medium,high,low,low,Major,E,4.0
1AT77D4ty8EuN975PoKOZE,0.66,0.379,6.0,-7.542,0.0,0.0333,0.887,0.0,0.109,0.451,127.912,191498.0,4.0,medium,low,low,high,medium,medium,medium,medium,low,low,Minor,F#,4.0
1AWQoqb9bSvzTjaLralEkT,0.892,0.714,4.0,-6.055,0.0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267.0,4.0,high,medium,high,medium,low,high,low,high,low,low,Minor,E,4.0
1AZbs0L3SkXe625DKp37KQ,0.802,0.526,5.0,-3.262,0.0,0.199,0.283,0.000126,0.0972,0.302,82.944,212151.0,4.0,high,low,high,medium,low,low,low,medium,low,low,Minor,F,4.0
1AZjCZSGEjlxUufFQwSszF,0.486,0.766,8.0,-5.821,1.0,0.0938,0.0282,0.0,0.123,0.417,154.992,273500.0,4.0,low,high,high,low,medium,medium,high,high,low,low,Major,G#,4.0
1AhUCEqMtDdSIP1IQGO35z,0.77,0.159,6.0,-16.346,0.0,0.0429,0.905,0.954,0.0966,0.371,90.029,91500.0,4.0,high,low,medium,high,low,medium,low,low,low,high,Minor,F#,4.0
1BAU6v0fuAV914qMUEESR1,0.531,0.81,0.0,-5.475,1.0,0.0401,0.0502,3.95e-05,0.357,0.608,148.026,188524.0,4.0,low,high,low,low,high,medium,high,medium,low,low,Major,C,4.0
1Bf9YFRxa42IbjJ2K1hgEb,0.505,0.445,10.0,-13.249,1.0,0.0347,0.286,0.0,0.123,0.48,80.139,83149.0,4.0,low,low,low,medium,medium,medium,low,low,low,low,Major,A#,4.0
1BmI4EYdfzbg8DlV6pHYrY,0.908,0.561,4.0,-7.683,0.0,0.301,0.00933,0.0,0.111,0.559,146.018,217213.0,4.0,high,medium,high,low,medium,medium,high,high,low,low,Minor,E,4.0
1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427.0,4.0,low,medium,high,medium,low,medium,high,medium,low,low,Major,A,4.0
1ChulFMnwxoD74Me8eX2TU,0.554,0.963,6.0,-3.762,0.0,0.035,0.000244,0.0702,0.431,0.918,128.175,195147.0,4.0,low,high,low,low,high,high,medium,medium,low,low,Minor,F#,4.0
1D02SyPsTFZlng7lanBsd8,0.418,0.132,9.0,-22.206,1.0,0.103,0.986,0.971,0.177,0.782,182.479,48253.0,3.0,low,low,high,high,medium,high,high,low,low,high,Major,A,3.0
1DnB0QeckxkoBmY3Eh9iUt,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1DxEbt6OSbrkRthk6pjZue,0.838,0.79,6.0,-1.602,0.0,0.108,0.431,3.33e-06,0.184,0.962,92.927,161452.0,4.0,high,high,high,medium,medium,high,low,low,low,low,Minor,F#,4.0
1EuTbsgvXSfwiCeM8kuHbA,0.229,0.08,5.0,-19.417,1.0,0.0507,0.991,0.939,0.0619,0.11,65.219,202106.0,4.0,low,low,medium,high,low,low,low,medium,low,high,Major,F,4.0
1F9erK4fhwVE50d18XfD2i,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1FKxKGONukVFXWVJxAKmlz,0.694,0.825,1.0,-5.986,1.0,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067.0,4.0,medium,high,high,medium,low,high,medium,medium,low,low,Major,C#,4.0
1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160.0,4.0,medium,high,medium,low,low,high,medium,low,low,low,Major,G#,4.0
1Fav4xZn60uGM3XmiHJmvT,0.637,0.639,11.0,-7.832,0.0,0.0542,0.0926,0.00503,0.223,0.81,92.987,181482.0,4.0,medium,medium,medium,medium,high,high,low,medium,low,low,Minor,B,4.0
1FeWvdrbzrEKQcEWgR3elm,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1Fj0T1XKuhRu7EZzJ7NJIK,0.664,0.447,0.0,-8.404,1.0,0.0341,0.577,0.0,0.0968,0.431,90.976,228461.0,4.0,medium,low,low,high,low,medium,low,high,low,low,Major,C,4.0
1G0wK7X9GhKZEQw491GYgH,0.827,0.727,2.0,-4.637,1.0,0.358,0.0258,0.0,0.346,0.242,80.009,228000.0,4.0,high,medium,high,low,high,low,low,high,low,low,Major,D,4.0
1GtIK8iINes4gNt06F60NU,0.626,0.708,5.0,-7.097,1.0,0.0556,0.442,3.04e-06,0.137,0.883,168.162,185240.0,4.0,medium,medium,medium,medium,medium,high,high,medium,low,low,Major,F,4.0
1HCdems7PQZRj42QDWLA0A,0.624,0.585,3.0,-5.847,1.0,0.0328,0.3,0.0,0.0916,0.65,142.883,321397.0,4.0,medium,medium,low,medium,low,high,high,high,low,low,Major,D#,4.0
1Hohk6AufHZOrrhMXZppax,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1Hs1uUl8o2VtDp1DABFq0O,0.813,0.682,0.0,-3.598,1.0,0.0402,0.107,0.0,0.108,0.634,120.011,338000.0,4.0,high,medium,low,medium,low,medium,medium,high,low,low,Major,C,4.0
1I4dwH7C0jBAEtz5DjlJgQ,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1IFRVS4t1olI0XG9RBWdKH,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1IPHnu3hVkawJMzkP97tcm,0.595,0.8,3.0,-5.262,0.0,0.0285,0.00341,0.0397,0.608,0.151,119.988,212000.0,4.0,medium,high,low,low,high,low,medium,medium,low,low,Minor,D#,4.0
1IzJxbARcQrOWMZgPw1PNj,0.849,0.581,6.0,-5.464,0.0,0.261,0.0178,0.0,0.092,0.274,142.015,217610.0,4.0,high,medium,high,low,low,low,high,high,low,low,Minor,F#,4.0
1Jaah2tmN9Hv81A87KZ1MU,0.575,0.886,5.0,-5.182,1.0,0.034,0.0647,0.000187,0.709,0.609,96.31,244667.0,4.0,medium,high,low,low,high,medium,low,high,low,low,Major,F,4.0
1JgknGBbrfmEHeOZH051SS,0.551,0.677,2.0,-7.311,1.0,0.0665,0.0173,0.0,0.381,0.195,106.414,119120.0,4.0,low,medium,medium,low,high,low,low,low,low,low,Major,D,4.0
1JvtYdMNXj9uu0UGVjFf3t,0.476,0.897,1.0,-2.997,1.0,0.0574,0.00842,0.0,0.14,0.734,144.989,202933.0,4.0,low,high,medium,low,medium,high,high,medium,low,low,Major,C#,4.0
1JxrRikYoQjq2hlogQFyv5,0.772,0.77,2.0,-4.103,1.0,0.0717,0.251,5.49e-06,0.122,0.588,81.999,134634.0,4.0,high,high,medium,medium,medium,medium,low,low,low,low,Major,D,4.0
1KUZ33cOqk3X4Ezk0aZnVp,0.911,0.536,4.0,-7.884,0.0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,203813.0,4.0,high,low,high,low,medium,medium,high,medium,low,low,Minor,E,4.0
1KaRuTOGchQyTnrY3vWzfR,0.749,0.548,5.0,-6.223,0.0,0.352,0.194,0.0,0.16,0.581,153.855,180240.0,4.0,high,medium,high,medium,medium,medium,high,medium,low,low,Minor,F,4.0
1LFXWfARjkBkc9Abofmgp8,0.76,0.931,0.0,-4.557,1.0,0.138,0.158,1.71e-06,0.373,0.545,113.047,195653.0,4.0,high,high,high,medium,high,medium,medium,medium,low,low,Major,C,4.0
1Le6O6aIBN69wCWL1psmLR,0.385,0.698,1.0,-6.893,1.0,0.0857,0.0686,2.93e-06,0.65,0.357,79.285,469631.0,4.0,low,medium,medium,low,high,low,low,high,low,low,Major,C#,4.0
1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8.0,-5.52,1.0,0.0262,0.186,0.0,0.115,0.67,97.994,265493.0,4.0,medium,medium,low,medium,medium,high,low,high,low,low,Major,G#,4.0
1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9.0,-13.925,1.0,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600.0,3.0,low,low,low,medium,low,low,high,high,low,low,Major,A,3.0
1MCUz8U559nGEN377EHHaY,0.538,0.842,9.0,-5.309,1.0,0.0816,0.0223,0.000341,0.257,0.505,125.989,195358.0,4.0,low,high,medium,low,high,medium,medium,medium,low,low,Major,A,4.0
1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0.0,-10.63,1.0,0.0332,0.806,0.0,0.0749,0.111,129.86,255894.0,4.0,low,low,low,high,low,low,medium,high,low,low,Major,C,4.0
1N3dZ7TTWO6VcD4Y3hHYLZ,0.705,0.609,1.0,-4.897,1.0,0.0307,0.0257,0.0,0.0846,0.476,115.474,196853.0,4.0,medium,medium,low,low,low,medium,medium,medium,low,low,Major,C#,4.0
1N8TTK1Uoy7UvQNUazfUt5,0.73,0.785,8.0,-6.512,1.0,0.0554,0.0464,0.0216,0.111,0.649,94.094,147875.0,4.0,medium,high,medium,low,medium,high,low,low,low,low,Major,G#,4.0
1NbJFhkVdD47YZ2IojKkJi,0.673,0.911,1.0,-6.725,1.0,0.0707,0.000367,0.628,0.101,0.54,101.467,268760.0,4.0,medium,high,medium,low,low,medium,low,high,low,high,Major,C#,4.0
1NhjYYcYTRywc0di98xHxf,0.469,0.623,1.0,-4.432,1.0,0.0302,0.345,0.0,0.588,0.198,134.943,209778.0,4.0,low,medium,low,medium,high,low,medium,medium,low,low,Major,C#,4.0
1OFwjjfc7H54iDD9WhyGVd,0.684,0.321,7.0,-9.9,0.0,0.14,0.973,1.72e-05,0.155,0.946,140.199,37150.0,4.0,medium,low,high,high,medium,high,high,low,low,low,Minor,G,4.0
1OZ4uv7OAP24Ix6j3vojLt,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1OiiHxQFLMftJpw5C8Vrar,0.567,0.749,1.0,-7.119,1.0,0.0668,0.0247,0.0,0.194,0.146,178.562,129445.0,4.0,medium,medium,medium,low,high,low,high,low,low,low,Major,C#,4.0
1Ov37jtRQ2YNAe8HzfczkL,0.583,0.67,8.0,-7.289,1.0,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433.0,4.0,medium,medium,medium,low,medium,medium,high,high,low,low,Major,G#,4.0
1OzSfjFW08DTD51XoNnog7,0.485,0.667,2.0,-5.485,1.0,0.164,0.497,0.0,0.219,0.52,174.025,228960.0,4.0,low,medium,high,medium,high,medium,high,high,low,low,Major,D,4.0
1P17dC1amhFzptugyAO7Il,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0,high,medium,high,medium,medium,medium,medium,medium,low,low,Minor,A,4.0
1PdhPLXw14jDGaxOmESelp,0.796,0.539,7.0,-5.974,0.0,0.0433,0.103,0.0,0.343,0.123,111.988,188587.0,4.0,high,low,medium,medium,high,low,medium,medium,low,low,Minor,G,4.0
1PexKCGqX41T01rtTH08YN,0.803,0.708,6.0,-6.965,1.0,0.0329,0.146,3.84e-05,0.115,0.889,129.936,174923.0,3.0,high,medium,low,medium,medium,high,medium,medium,low,low,Major,F#,3.0
1PtQJZVZIdWIYdARpZRDFO,0.629,0.545,10.0,-13.123,0.0,0.0546,0.719,0.00308,0.0604,0.194,108.376,298933.0,4.0,medium,medium,medium,high,low,low,low,high,low,low,Minor,A#,4.0
1QKde7vZ5QM4dZn6TLyEmO,0.7,0.654,5.0,-4.491,0.0,0.0807,0.0811,0.0,0.188,0.349,79.994,147035.0,4.0,medium,medium,medium,low,medium,low,low,low,low,low,Minor,F,4.0
1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,153947.0,4.0,medium,medium,low,low,medium,medium,low,low,low,low,Major,G#,4.0
1QtKYyXEw9tSMIlK4RfA8B,0.811,0.676,9.0,-4.416,0.0,0.046,0.42,1.9e-06,0.102,0.543,97.014,187130.0,4.0,high,medium,medium,medium,low,medium,low,medium,low,low,Minor,A,4.0
1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,4.0,medium,low,low,medium,low,low,medium,high,low,low,Minor,A,4.0
1R6hyh2IcGwBLVn9KKN06U,0.755,0.316,5.0,-16.824,1.0,0.0525,0.48,1.53e-06,0.31,0.705,107.014,107773.0,4.0,high,low,medium,medium,high,high,low,low,low,low,Major,F,4.0
1RDxavHcARHSsw46Mz2hbJ,0.706,0.951,7.0,-3.509,1.0,0.0432,0.000964,0.819,0.105,0.279,95.021,131368.0,4.0,medium,high,medium,low,low,low,low,low,low,high,Major,G,4.0
1RTMnKO8H1XiZaJUmBVg4b,0.503,0.606,8.0,-9.45,1.0,0.0324,0.719,0.945,0.0975,0.674,150.129,179107.0,4.0,low,medium,low,high,low,high,high,medium,low,high,Major,G#,4.0
1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,11.0,-8.914,1.0,0.0319,0.322,0.0,0.0672,0.771,94.736,227653.0,4.0,high,low,low,medium,low,high,low,high,low,low,Major,B,4.0
1SZ7SbC8E6EjBzv8i0yGQq,0.675,0.623,9.0,-9.557,1.0,0.099,0.268,0.0,0.124,0.695,140.998,203321.0,4.0,medium,medium,high,medium,medium,high,high,medium,low,low,Major,A,4.0
1SlPNQ3vAF56AiHr6Ul6jM,0.713,0.915,7.0,-2.703,0.0,0.0764,0.124,0.0,0.345,0.957,148.061,147784.0,3.0,medium,high,medium,medium,high,high,high,low,low,low,Minor,G,3.0
1SucXU3xTOCyBAAqE22E8B,0.19,0.00196,5.0,-37.911,1.0,0.0503,0.989,0.926,0.119,0.186,68.487,154499.0,5.0,low,low,medium,high,medium,low,low,low,low,high,Major,F,5.0
1SymEzIT3H8UZfibCs3TYi,0.756,0.449,9.0,-8.746,1.0,0.0344,0.13,0.0,0.114,0.399,111.011,223293.0,4.0,high,low,low,medium,medium,medium,medium,high,low,low,Major,A,4.0
1T4yGhZN62IDuJKeDNnwAO,0.878,0.386,8.0,-10.066,1.0,0.0691,0.306,2.66e-05,0.11,0.334,100.002,285062.0,4.0,high,low,medium,medium,medium,low,low,high,low,low,Major,G#,4.0
1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,1.0,-7.3,1.0,0.0275,0.577,0.0,0.105,0.394,121.991,207541.0,3.0,medium,medium,low,high,low,medium,medium,medium,low,low,Major,C#,3.0
1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11.0,-8.284,1.0,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732.0,4.0,medium,low,low,high,low,medium,low,medium,low,low,Major,B,4.0
1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,216933.0,4.0,medium,medium,low,medium,medium,high,medium,medium,low,low,Minor,C,4.0
1TiAmIJNwfRmneV5iyTdMG,0.544,0.875,0.0,-4.608,1.0,0.0411,0.0175,0.0,0.122,0.481,115.017,210200.0,4.0,low,high,low,low,medium,medium,medium,medium,low,low,Major,C,4.0
1Tt7zr1yDbKbT8L4jzSZ74,0.73,0.326,8.0,-7.001,1.0,0.26,0.705,0.0,0.103,0.434,116.893,111452.0,4.0,medium,low,high,high,low,medium,medium,low,low,low,Major,G#,4.0
1U3RgmkF3Koyh1O3VE1YKF,0.181,0.00271,0.0,-38.713,1.0,0.0425,0.991,0.944,0.115,0.0343,69.284,160000.0,3.0,low,low,low,high,medium,low,low,low,low,high,Major,C,3.0
1UFCw2ZU50ZXdjHUtKg9mp,0.501,0.655,1.0,-9.482,1.0,0.596,0.206,0.0,0.1,0.605,79.797,223708.0,4.0,low,medium,high,medium,low,medium,low,high,low,low,Major,C#,4.0
1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7.0,-4.599,0.0,0.0893,0.0883,0.0,0.0929,0.962,130.132,156501.0,3.0,high,high,high,medium,low,high,medium,low,low,low,Minor,G,3.0
1UV1ej70vDBIdPUEJ40ZG1,0.65,0.912,4.0,-5.898,0.0,0.186,0.191,0.0,0.38,0.546,130.906,303387.0,4.0,medium,high,high,medium,high,medium,medium,high,low,low,Minor,E,4.0
1UY0MQyaZJA2DIsCfdL8xN,0.773,0.727,7.0,-2.467,0.0,0.0943,0.275,0.0,0.101,0.68,90.992,140885.0,4.0,high,medium,high,medium,low,high,low,low,low,low,Minor,G,4.0
1UdzJEpgJxtuXAlCOvD4S0,0.453,0.673,8.0,-5.649,1.0,0.144,0.32,0.0,0.131,0.266,92.06,159849.0,4.0,low,medium,high,medium,medium,low,low,low,low,low,Major,G#,4.0
1Ukxccao1BlWrPhYkcXbwZ,0.664,0.405,1.0,-7.413,1.0,0.08,0.877,0.000765,0.11,0.743,81.89,169573.0,3.0,medium,low,medium,high,medium,high,low,low,low,low,Major,C#,3.0
1UlwFwRrb4Kth3TwnjBAJV,0.591,0.756,8.0,-4.573,1.0,0.0403,0.234,1.44e-06,0.097,0.46,139.991,183907.0,3.0,medium,medium,low,medium,low,medium,high,medium,low,low,Major,G#,3.0
1Uw5mQ2YncROJ7nUGaUhHZ,0.556,0.569,6.0,-9.761,1.0,0.0392,0.429,0.0453,0.134,0.187,137.899,237147.0,4.0,low,medium,low,medium,medium,low,medium,high,low,low,Major,F#,4.0
1V9vDStzw6C7pXSsIrzER2,0.374,0.657,1.0,-5.316,1.0,0.0303,0.32,0.0,0.0848,0.236,81.556,195933.0,4.0,low,medium,low,medium,low,low,low,medium,low,low,Major,C#,4.0
1VEPKq5jNdUyemcq29h5ki,0.837,0.394,7.0,-9.03,1.0,0.0424,0.0738,1.26e-06,0.0958,0.616,100.047,156030.0,4.0,high,low,low,low,low,medium,low,low,low,low,Major,G,4.0
1VsHc0qIeyjYOyvN5HIEQG,0.624,0.655,1.0,-4.177,0.0,0.0547,0.18,0.0,0.116,0.565,178.083,242697.0,4.0,medium,medium,medium,medium,medium,medium,high,high,low,low,Minor,C#,4.0
1WCEAGGRD066z2Q89ObXTq,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1WFgLLJKxJMRHQk9qnwxaZ,0.641,0.749,6.0,-4.947,1.0,0.0256,0.0453,0.0,0.0703,0.894,96.982,186293.0,3.0,medium,medium,low,low,low,high,low,medium,low,low,Major,F#,3.0
1WHw9GDOt7GbcATVEtUGVj,0.61,0.815,2.0,-4.861,1.0,0.0369,0.00389,3.23e-06,0.0706,0.765,116.002,231147.0,4.0,medium,high,low,low,low,high,medium,high,low,low,Major,D,4.0
1WMBlpjhd3AUQiNfJOzfIl,0.473,0.833,11.0,-4.996,0.0,0.0423,0.00781,2.99e-05,0.0737,0.705,175.02,200627.0,4.0,low,high,low,low,low,high,high,medium,low,low,Minor,B,4.0
1WTXbC2AepVlXpAE2N3iEt,0.759,0.712,0.0,-8.413,1.0,0.0601,0.373,6.24e-05,0.117,0.675,90.0,177667.0,4.0,high,medium,medium,medium,medium,high,low,medium,low,low,Major,C,4.0
1WjzAxtVtKNSuCnCom0Tz0,0.693,0.583,0.0,-9.629,0.0,0.157,0.727,0.0,0.0883,0.728,79.994,228000.0,4.0,medium,medium,high,high,low,high,low,high,low,low,Minor,C,4.0
1X1dy95bo2OirAmMkBIwkS,0.636,0.605,0.0,-9.718,1.0,0.151,0.128,0.0,0.138,0.537,149.954,185678.0,4.0,medium,medium,high,medium,medium,medium,high,medium,low,low,Major,C,4.0
1XQl3DamoUPCIxAkQwhpU2,0.775,0.435,2.0,-11.251,1.0,0.118,0.245,0.00997,0.678,0.23,160.017,99469.0,4.0,high,low,high,medium,high,low,high,low,low,low,Major,D,4.0
1XTY6rA7XQosc0ynkkE9kN,0.48,0.199,6.0,-12.398,1.0,0.0329,0.931,0.0563,0.0978,0.201,165.476,221510.0,4.0,low,low,low,high,low,low,high,high,low,low,Major,F#,4.0
1XTqsxFnnQ3XF2QQhctwze,0.538,0.86,1.0,-6.218,1.0,0.0356,0.0209,0.00225,0.236,0.404,140.01,387485.0,4.0,low,high,low,low,high,medium,high,high,low,low,Major,C#,4.0
1Xx1D2WGIgNsjGsuHa981T,,,,,,,,,,,,,,high,high,high,high,high,high,high,high,low,low,,,
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,176440.0,3.0,low,medium,low,high,high,low,low,medium,low,low,Major,A#,3.0
1Y5MJnYsIi3Qlifvss4jPI,0.889,0.884,4.0,-4.323,1.0,0.0379,0.0111,0.804,0.0999,0.789,124.003,116129.0,4.0,high,high,low,low,low,high,medium,low,low,high,Major,E,4.0
1YJMYLaQ0HvA4ciph4n1bI,0.375,0.991,0.0,-7.267,1.0,0.0692,0.592,0.912,0.38,0.245,149.807,75964.0,4.0,low,high,medium,high,high,low,high,low,low,high,Major,C,4.0
1YfyfFBZ7cY7wgwtZEq3tf,0.652,0.89,4.0,-3.471,1.0,0.034,0.00644,0.0,0.297,0.874,117.025,208064.0,4.0,medium,high,low,low,high,high,medium,medium,low,low,Major,E,4.0
1YoOb9usnbDLSAACSSCwzP,0.619,0.475,9.0,-10.028,1.0,0.0242,0.0678,0.367,0.0816,0.597,85.796,334755.0,4.0,medium,low,low,low,low,medium,low,high,low,low,Major,A,4.0
1ZMGp9MTXbtAPvcKa0U3zS,0.523,0.614,7.0,-4.435,1.0,0.0347,0.448,0.0,0.254,0.342,122.962,199146.0,4.0,low,medium,low,medium,high,low,medium,medium,low,low,Major,G,4.0
1ZY1PqizIl78geGM4xWlEA,0.8,0.535,7.0,-6.684,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,4.0,high,low,high,low,high,medium,low,medium,low,low,Major,G,4.0
1ZlHr9FYHT7YTbXCoxPq5C,0.697,0.91,2.0,-3.92,1.0,0.247,0.00271,0.0,0.147,0.623,127.031,201773.0,4.0,medium,high,high,low,medium,medium,medium,medium,low,low,Major,D,4.0
1a9hBnJodCsNcp0HoJAObp,0.547,0.197,10.0,-12.002,1.0,0.0303,0.941,0.000756,0.144,0.402,133.85,191827.0,4.0,low,low,low,high,medium,medium,medium,medium,low,low,Major,A#,4.0
1aHD6BlYi6rsJCetEWH9f4,0.918,0.649,4.0,-7.487,0.0,0.0536,0.208,0.0,0.104,0.476,117.968,218000.0,4.0,high,medium,medium,medium,low,medium,medium,high,low,low,Minor,E,4.0
1aUq8rjW1EwkAkMri4VfJy,0.836,0.826,11.0,-2.66,0.0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,197101.0,4.0,high,high,medium,medium,low,medium,low,medium,low,low,Minor,B,4.0
1aZQokBzBRVdm8d24yPi8P,0.0658,0.00232,4.0,-48.781,1.0,0.0393,0.965,0.891,0.0687,0.115,69.052,198000.0,3.0,low,low,low,high,low,low,low,medium,low,high,Major,E,3.0
1aeXyZHCzn5stg6bIV5Km1,0.624,0.797,0.0,-9.539,1.0,0.0354,0.0101,0.694,0.0841,0.827,155.287,249307.0,4.0,medium,high,low,low,low,high,high,high,low,high,Major,C,4.0
1aqP9g3lLR8bpFtkCTm41N,0.627,0.993,1.0,-1.304,1.0,0.0714,0.00142,0.254,0.239,0.58,109.975,131455.0,4.0,medium,high,medium,low,high,medium,low,low,low,low,Major,C#,4.0
1b6zd9iiSYGSCz5tYW14l6,0.175,0.00245,6.0,-39.149,1.0,0.0501,0.964,0.863,0.105,0.0445,79.233,174314.0,3.0,low,low,medium,high,low,low,low,medium,low,high,Major,F#,3.0
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,11.0,-9.342,0.0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3.0,low,low,high,low,high,medium,high,high,low,low,Minor,B,3.0
1bEwAeGJvobpPDTkw1mnb3,0.811,0.651,1.0,-6.323,1.0,0.129,0.168,0.0,0.111,0.17,135.968,213253.0,4.0,high,medium,high,medium,medium,low,medium,medium,low,low,Major,C#,4.0
1bUhj0j6akbGxinxsVe6PR,0.798,0.838,6.0,-3.385,1.0,0.173,0.0735,0.0,0.271,0.911,160.062,157509.0,4.0,high,high,high,low,high,high,high,low,low,low,Major,F#,4.0
1bzRhnrWU1l1u4Bby9ZbfQ,0.689,0.71,9.0,-4.822,1.0,0.196,0.33,0.0,0.312,0.606,160.015,173698.0,4.0,medium,medium,high,medium,high,medium,high,low,low,low,Major,A,4.0
1c17tV2W86awqGl0LqHA7M,0.893,0.58,1.0,-6.533,1.0,0.264,0.0972,0.0,0.0906,0.548,89.935,128710.0,4.0,high,medium,high,medium,low,medium,low,low,low,low,Major,C#,4.0
1c99LA5Cf1agM5NMMAzVwc,0.88,0.722,8.0,-5.003,1.0,0.123,0.0239,1.02e-06,0.0307,0.559,107.015,150457.0,4.0,high,medium,high,low,low,medium,low,low,low,low,Major,G#,4.0
1cAupeTLZyhhtfmRc4qaYy,0.564,0.823,10.0,-5.319,0.0,0.0297,0.214,0.0,0.432,0.472,132.113,173636.0,4.0,medium,high,low,medium,high,medium,medium,low,low,low,Minor,A#,4.0
1cF5gDFBHOprIKwzFORNjH,0.586,0.884,11.0,-4.105,1.0,0.0448,0.0171,0.0,0.108,0.665,129.938,160680.0,4.0,medium,high,medium,low,low,high,medium,low,low,low,Major,B,4.0
1cFKKdG6gmpptMBFxasJOE,0.795,0.341,7.0,-7.869,0.0,0.166,0.59,6.53e-05,0.12,0.313,119.872,208040.0,4.0,high,low,high,high,medium,low,medium,medium,low,low,Minor,G,4.0
1cGCAjJypDK1LX9nSgUcBv,0.831,0.439,7.0,-5.799,0.0,0.455,0.0801,0.0,0.066,0.927,126.952,157040.0,4.0,high,low,high,low,low,high,medium,low,low,low,Minor,G,4.0
1cOOhtwpwDFIjsuZkp2KYJ,0.713,0.934,1.0,0.057,1.0,0.312,0.106,0.0,0.199,0.527,129.912,149107.0,4.0,medium,high,high,medium,high,medium,medium,low,low,low,Major,C#,4.0
