id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2nibvvDdAQkVraYP00z2RS,0.571,0.55,0,-6.567,1,0.106,0.0548,0.0,0.179,0.104,120.947,285630,4
2c7sRekhMGlj7u1WIIzoQu,0.538,0.669,1,-4.97,1,0.0518,0.00437,1.03e-05,0.43,0.0389,141.659,150402,4
3h4HlcmWdexWJ6SSyZG67E,0.799,0.751,8,-3.848,1,0.313,0.0543,0.0,0.432,0.72,131.073,132566,4
3kfhS2L56Wj8fBcu7xE47H,0.544,0.496,0,-12.032,1,0.21,0.13,0.0,0.166,0.314,103.148,203442,5
6Qc90FMwNUjJ2M893RdYUg,0.677,0.658,2,-6.223,1,0.293,0.0538,0.0,0.167,0.164,189.976,168427,4
6GeNWEE6sxYf5hMO93gw42,0.83,0.831,11,-3.743,1,0.213,0.183,0.0,0.259,0.96,169.998,175765,4
0zbGWzQkLY5wn4xyiLYEi0,0.909,0.564,2,-7.483,1,0.31,0.0107,0.0,0.109,0.548,146.94,192508,4
3CUMd8XMv3LBSLrDrKoXQE,0.542,0.695,11,-6.539,0,0.183,0.0111,0.0,0.114,0.306,70.934,207133,1
2hkcNrUwTVwKqjfUO1Kx3d,0.558,0.657,1,-4.853,1,0.232,0.132,0.0,0.147,0.5,91.306,177893,4
7icwQvajsokotDfM3tefW6,0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,154120,4
67nepsnrcZkowTxMWigSbb,0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,246134,4
02K2VtGdUG5fUlAQATEgE6,0.493,0.737,10,-4.757,0,0.496,0.194,0.0,0.254,0.482,173.579,219617,4
2eLrDMQnosvAOTzoZ8bRZZ,0.899,0.648,6,-6.104,1,0.463,0.000235,0.000802,0.221,0.424,155.002,137893,4
166lmjn9xjWj1AEdGX8PYh,0.676,0.844,5,-4.831,0,0.407,0.271,0.0,0.0994,0.424,163.992,156307,4
2XkuWK1lXOPkxdWdM78Q0l,0.831,0.362,1,-6.085,1,0.229,0.000156,0.0162,0.168,0.313,139.941,195573,4
5JYPXqMwYc0zTODQdjMEZN,0.789,0.763,1,-6.169,1,0.199,0.123,2.22e-05,0.132,0.272,140.107,126857,4
59GEWDzQgCXM55aGZDWSrQ,0.882,0.569,1,-5.934,1,0.3,0.00555,0.0,0.107,0.394,145.995,118356,4
3FjK86616FbluOfTxNK2gY,0.931,0.401,0,-8.756,1,0.158,0.399,2.05e-06,0.266,0.613,128.871,148928,4
6WYo4HDHHvMJZU1lNebB3V,0.752,0.643,7,-5.561,1,0.458,0.142,0.0,0.0889,0.805,175.988,286579,4
3MbOT5mzE94Ne0Hv51akoS,0.831,0.439,5,-7.892,0,0.323,0.199,0.00153,0.133,0.353,105.104,175671,4
4hGmQboiou09EwhcTWa0H6,0.67,0.562,5,-7.653,0,0.233,0.252,0.0,0.242,0.18,97.919,230311,4
2z2gqgwu1GCurpZJYzcytE,0.741,0.509,10,-12.639,1,0.0532,0.0761,2.9e-06,0.114,0.345,152.078,202224,4
5IN2qvFpISNge4Bed3fJz4,0.768,0.881,10,-2.995,0,0.305,0.51,0.0,0.127,0.526,144.979,119172,4
1BmI4EYdfzbg8DlV6pHYrY,0.908,0.561,4,-7.683,0,0.301,0.00933,0.0,0.111,0.559,146.018,217213,4
1llzRvV9QpuNHjPu0rVQSp,0.852,0.735,5,-3.6,1,0.161,0.00209,0.0,0.103,0.572,90.505,172376,4
4YQImHflXSiIMXntcwPkx8,0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,175099,4
4hrd3G5XnJzDC5LZw0Fwgu,0.707,0.645,6,-5.395,0,0.321,0.00654,2.38e-06,0.344,0.524,150.014,176133,4
4daEMLSZCgZ2Mt7gNm2SRa,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,192727,4
0B1xarnfKvUFWUoFdQnooq,0.745,0.877,5,-2.649,0,0.173,0.455,0.0,0.0732,0.852,120.015,189012,4
3V0A5gVJFGy4Hmo3MJ59uD,0.853,0.574,0,-6.082,1,0.197,0.0105,2.4e-06,0.102,0.526,142.982,134715,4
39fKVWP7D9qAmkM8qjRQoC,0.621,0.462,11,-6.268,1,0.428,0.472,0.0,0.153,0.267,89.23,259547,4
11B7WTuoInwUvuP1BnnGWW,0.684,0.63,10,-6.143,0,0.0589,0.0171,0.000927,0.194,0.177,149.947,218264,4
0pRqj4CrVCHOjDngEXZxcz,0.569,0.811,5,-4.562,1,0.336,0.696,0.0,0.156,0.69,144.642,248661,4
2neydrTb5GVPRHNNmW0iPP,0.467,0.908,11,-4.164,0,0.0511,0.0419,0.0,0.277,0.459,160.036,195488,4
0bILU0UiNDmA5Ff6whhb2R,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,178723,4
2ePiBvKtQOCBHq9uOlwiiU,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78e-05,0.186,0.705,128.101,181067,4
41cv1emXVm5Su4DWvltXa6,0.659,0.823,4,-5.77,0,0.0415,0.0174,1.82e-06,0.11,0.405,112.931,183680,4
6vsa5VDsIaWC8oJnowU65l,0.696,0.555,11,-7.035,1,0.0353,0.0603,0.0,0.175,0.577,104.989,191627,4
1UlwFwRrb4Kth3TwnjBAJV,0.591,0.756,8,-4.573,1,0.0403,0.234,1.44e-06,0.097,0.46,139.991,183907,3
5ya0TmUQw2wHMkq36rPsnd,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,189987,4
3vKAQFXRh0lkJdPuS5pclq,0.684,0.686,4,-4.833,1,0.0287,0.171,0.0,0.173,0.501,110.476,259876,4
5wtPc1OQ7g1H8FBkwWqbhh,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97,194267,4
0GdZqKPBrvkpo7mk2OyHtf,0.659,0.865,7,-4.416,1,0.0541,0.0164,0.0,0.134,0.761,126.998,201485,4
2gT2iF1YK5r54A2PDEXVv8,0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,218160,3
4bARASJEokNacSYtEhoNBp,0.484,0.753,2,-5.23,1,0.0503,0.11,5.95e-06,0.193,0.281,80.995,216673,4
103u49mLoJUge83B1CnLxI,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4
72kGuWpRiuA149Bn5lDkIO,0.62,0.706,3,-4.176,1,0.0251,0.0755,7.78e-06,0.185,0.591,81.989,188483,4
6KaKmX6EIu3x2057HoZwQF,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,208853,4
2hNQDbZcN3vqRAuwiz7poI,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,172853,4
1pmBuw9a3r467tlzVZj0P4,0.604,0.881,11,-4.036,1,0.0544,0.0272,0.0,0.263,0.74,104.942,179229,4
60bbiP93CSxmLibuwvxay9,0.67,0.559,2,-5.768,1,0.0595,0.38,1.28e-06,0.0939,0.567,146.987,197803,4
3eNOyXmzuA46bUvi8FkIoW,0.559,0.704,2,-7.686,1,0.0338,0.0177,0.0,0.0821,0.422,89.985,187269,4
1cAupeTLZyhhtfmRc4qaYy,0.564,0.823,10,-5.319,0,0.0297,0.214,0.0,0.432,0.472,132.113,173636,4
2dPwBKr5uJeCeyd5IoWi8W,0.619,0.564,4,-6.517,1,0.0302,0.673,0.0,0.184,0.419,129.944,220146,4
1WFgLLJKxJMRHQk9qnwxaZ,0.641,0.749,6,-4.947,1,0.0256,0.0453,0.0,0.0703,0.894,96.982,186293,3
6UoKX6uLJwhsnyTp5k5StP,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,211413,4
3XCsnZP8tL6fAbYofj9O0M,0.592,0.796,6,-5.59,1,0.0284,0.0769,0.0,0.103,0.512,132.029,176372,4
1xdsRkWxWWUkKhh9hRtfYp,0.563,0.755,5,-4.504,1,0.0253,0.0134,0.0,0.399,0.811,92.988,177400,4
7MSWxMumjz6lHj7oRApNbg,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,267893,4
1fOvzFCRA3Ko0ihc2QTE29,0.617,0.369,3,-8.078,1,0.0285,0.22,0.000365,0.11,0.257,73.008,184107,4
7qaMlLPdwNiiU1Uiy1oAdO,0.647,0.776,7,-5.221,1,0.0514,0.00686,0.0,0.119,0.268,103.919,162733,4
1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,265493,4
7hZTywPKMdVjJzwdWu11BK,0.444,0.629,9,-4.435,1,0.0318,0.00544,0.0,0.271,0.376,134.931,200347,3
4Bee3PcNdfeqO1B80dDgFn,0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,237493,3
0ayd4fDb6rMZl9uqCY3Hzl,0.509,0.793,1,-3.229,1,0.0376,0.25,0.0,0.236,0.767,165.964,227892,4
4QzoBae05AxedOwsC8cqlh,0.567,0.524,0,-5.537,1,0.0296,0.428,0.0,0.0963,0.129,77.076,190540,4
4l5w5qGInIhwfvpYmPIYdK,0.457,0.725,1,-5.979,1,0.0318,8.66e-05,0.000126,0.13,0.318,141.936,174992,4
5SIb4S2seQAeCHPXxiNHBL,0.546,0.509,7,-6.683,1,0.0297,0.222,8.02e-06,0.104,0.525,169.875,183542,4
7Ez0QMtgIQ60BOHGHh3yPc,0.649,0.844,8,-4.352,1,0.0335,0.0518,0.0,0.106,0.542,120.972,157800,4
3vsdSgCvepm6kroIPLa4Oz,0.46,0.571,4,-5.85,1,0.0354,0.226,0.0,0.273,0.528,138.629,200133,4
2eGvz6O6tVnh9nKiitDEhZ,0.529,0.866,3,-5.816,0,0.0452,0.00281,0.00526,0.0287,0.55,116.004,163600,4
2otAb5kIGdZzJCqcUHNztT,0.667,0.671,1,-4.2,0,0.0496,0.413,0.0,0.0809,0.695,83.962,171080,4
4dtIxANFBU6CfhI9c2hf2g,0.522,0.223,1,-9.561,0,0.0345,0.753,0.0,0.165,0.439,97.045,194440,4
43SoxERu5UlXAgt4Es1VQU,0.647,0.477,6,-8.264,1,0.0356,0.0585,0.0,0.159,0.477,142.034,184949,4
6DYtfjCJdFOXUlV3E9a9bI,0.591,0.46,4,-9.219,1,0.0313,0.0703,8.53e-06,0.0833,0.187,147.984,270933,4
5rCt377EMkCJ0D0sldd5t8,0.499,0.447,5,-5.083,1,0.0367,0.706,0.0,0.0868,0.53,75.068,183080,4
3jhV8I9sIPXsjPs2ZOnSaf,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,176427,4
1squCbXxHkHAO0VYRjTl2S,0.515,0.661,1,-6.776,1,0.0366,0.0957,0.0,0.0985,0.376,155.928,183107,4
6Ahy5fItdBfXRVWYOLo7pM,0.513,0.788,10,-4.613,0,0.029,0.00056,1.85e-05,0.174,0.625,104.022,225360,4
1olWQ1LOUYs4VBwx5N8Lz9,0.534,0.409,7,-9.559,1,0.0378,0.844,0.000656,0.115,0.243,127.357,225827,4
3fonAuTvuI5KMcmnueLAPq,0.427,0.278,10,-8.83,1,0.0331,0.47,2.22e-05,0.135,0.374,85.633,199875,3
1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,4
1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000,4
5kHMfzgLZP95O9NBy0ku4v,0.694,0.764,6,-4.893,1,0.0337,0.0586,0.0,0.0608,0.819,123.044,273186,4
3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,235767,4
3sW3oSbzsfecv9XoUdGs7h,0.505,0.532,8,-3.526,1,0.0265,0.012,0.0,0.149,0.216,81.907,353253,4
0V3wPSX9ygBnCm8psDIegu,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,4
4P7LVHDbzn7aI6wWRh5AHc,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
1Ov37jtRQ2YNAe8HzfczkL,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4
1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413,4
6tNSmBKSjFV1366ASuULfZ,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760,4
5jQI2r1RdgtuT8S3iG8zFC,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
7G0gBu6nLdhFDPRLc0HdDG,0.646,0.783,7,-2.846,1,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,231707,4
4P9Q0GojKVXpRTJCaL3kyy,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,221407,3
5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200,4
3rWDp9tBPQR9z6U5YyRSK4,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783,4
0NwGC0v03ysCYINtg6ns58,0.496,0.885,11,-2.969,0,0.0803,0.000886,0.0,0.191,0.665,145.863,220307,4
273dCMFseLcVsoSWx59IoE,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933,4
4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
2T9WeqSMJJb8YBDHPYGU4p,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,230960,4
79uDOz0zuuWS7HWxzMmTa2,0.497,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.117,0.203,142.063,294190,4
3xYJScVfxByb61dYHTwiby,0.672,0.782,5,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,234467,4
6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
0zo975x58DlXbZllWvfYhg,0.474,0.763,2,-4.632,1,0.0505,0.159,0.0,0.138,0.231,78.133,252386,4
4zmKGsrXjLmljb5fTaBTot,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,229943,4
30Y4CV7A6YqtQtTTo7Ue4j,0.524,0.692,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.874,238693,4
3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
0VE4kBnHJUgtMf0dy6DRmW,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4
31CdkzHnMbvJuKZvtCQfR6,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,4
4ABYxlb92WBIjHu7TIKmml,0.576,0.57,7,-7.925,1,0.0434,0.362,0.0,0.0668,0.378,147.803,306062,4
5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,613027,4
3qoftcUZaUOncvIYjFSPdE,0.696,0.559,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999,194166,4
4y5bvROuBDPr5fuwXbIBZR,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4
1zU8j1x3yi9xalMF96pzKp,0.419,0.47,4,-5.016,1,0.0296,0.0236,0.0,0.163,0.133,119.294,405907,3
4D7BCuvgdJlYvlX5WlN54t,0.696,0.396,2,-10.289,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,194207,4
0kAZ3H6G9Zac4PMpmobMkj,0.472,0.701,4,-3.72,1,0.0279,0.091,0.0,0.23,0.304,147.854,237022,4
4s8BIKx4Zh6ryAEz8RTlaU,0.671,0.588,7,-4.675,1,0.0299,0.617,0.0,0.111,0.543,96.965,311765,4
3eX0NZfLtGzoLUxPNvRfqm,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
59HjlYCeBsxdI0fcm3zglw,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440,4
1P17dC1amhFzptugyAO7Il,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
1xwAWUI6Dj0WGC3KiUPN0O,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,164801,4
0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
4e3ZNTAV6PCrdYMUrUlMpQ,0.547,0.855,7,-4.7,1,0.0597,0.0164,0.0,0.144,0.282,131.073,266467,4
7FmYn9e7KHMXcxqGSj9LjH,0.662,0.357,4,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966,191039,4
7l2tmgUhV7Y2aJHjiszifg,0.661,0.819,11,-6.269,0,0.0519,0.167,0.0,0.0647,0.724,135.937,277592,4
4hqJ4bSlYJOXb6Z4SRmzxs,0.375,0.65,0,-4.031,1,0.0402,0.0122,0.0,0.189,0.0752,203.89,317960,4
3UMrglJeju5yWyYIW6o99b,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356,4
2RJnNdu4pb3MypbBroHU0T,0.41,0.312,7,-11.01,1,0.0269,0.783,6.36e-06,0.0783,0.22,144.751,239668,4
1HCdems7PQZRj42QDWLA0A,0.624,0.585,3,-5.847,1,0.0328,0.3,0.0,0.0916,0.65,142.883,321397,4
3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4
6dTA6y0C2ReQklntzZl8l3,0.515,0.781,4,-2.608,1,0.0535,0.00192,0.0,0.054,0.57,139.846,267653,4
22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4
0heeNYlwOGuUSe7TgUD27B,0.751,0.502,7,-8.763,1,0.167,0.2,0.0,0.296,0.106,108.943,210557,4
0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4
2NIBaWXdjaTDmytjjwbEfP,0.566,0.773,7,-6.976,1,0.0356,0.000818,0.00103,0.184,0.256,137.048,243264,4
1ZY1PqizIl78geGM4xWlEA,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
3yNJkriPzWjkkDAWHIAVUq,0.535,0.488,0,-8.261,1,0.0278,0.449,0.0,0.111,0.348,159.813,235803,4
3MytWN8L7shNYzGl4tAKRp,0.588,0.758,5,-2.347,1,0.0305,0.0251,0.0,0.131,0.387,114.991,261231,4
0wavGRldH0AWyu2zvTz8zb,0.337,0.156,0,-14.919,1,0.0518,0.964,7.72e-05,0.115,0.39,176.655,188497,4
0cITLOYn1Sv4q27zZPqlNK,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,220827,4
59KOoHFcw5XfICnO57holu,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.101,0.16,79.401,369120,3
6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4
1Fj0T1XKuhRu7EZzJ7NJIK,0.664,0.447,0,-8.404,1,0.0341,0.577,0.0,0.0968,0.431,90.976,228461,4
6qnM0XXPZOINWA778uNqQ9,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.024,212600,4
7712gjoih4QoDbXpljEk21,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,196259,4
6rZVy6FIG7lSJQMFXHo12z,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,4
4d1CG5ei1E2vGbvmgf5KKv,0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,250100,4
0A1JLUlkZkp2EFrosoNQi0,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,247962,4
3wmN11qXGL0HyPojvEE1D9,0.648,0.898,0,-5.963,1,0.0513,0.016,9.91e-05,0.109,0.502,118.02,207440,4
0aV5uARAknQgYhBaK944FP,0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,260362,4
4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
0BiqmkasE5FdrChwKfVp8X,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
5kiZGSxgqPdv6rbqL9THdd,0.646,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.862,231475,4
2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,244827,4
6wAFvJPpTZVirBKGZ4EnMW,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.347,140.864,148781,4
3z6XUommYDWPHeFhmhhT6j,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,225960,4
3QF5RsWzK1lCvf2o2cY65P,0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,225194,4
5OndtwLGA9O6XHFcGm2H7r,0.552,0.842,7,-6.938,1,0.0373,0.00103,1.17e-05,0.337,0.343,91.991,235800,4
4A2LfnduSTsE8u0ecYROxE,0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,267107,4
01K4zKU104LyJ8gMb7227B,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,258813,4
1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4
1q3RiD1tIWUpGsNFADMlvl,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06,327893,4
5eGX87IiKsGuzS3iw4CfCX,0.641,0.444,6,-6.482,1,0.0239,0.412,0.00121,0.179,0.588,107.081,187824,4
4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,285107,3
4IQkfUsrwXol38VV3U7t7T,0.61,0.488,3,-6.918,1,0.0293,0.817,0.0,0.312,0.443,125.039,240227,4
12M5uqx0ZuwkpLp5rJim1a,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4
6VsvKPJ4xjVNKpI8VVZ3SV,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881,4
5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4
1gWRnZ52AK1ZUvpjjTteKf,0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,297013,4
3RaT22zZsxVYxxKR7TAaYF,0.546,0.613,7,-7.589,0,0.0264,0.418,0.0,0.103,0.535,79.015,215627,4
7dW84mWkdWE5a6lFWxJCBG,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840,4
3O5osWf1rSoKMwe6E9ZaXP,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107,5
7qEUFOVcxRI19tbT68JcYK,0.498,0.61,6,-5.098,1,0.0363,0.271,0.0,0.223,0.474,79.918,245427,4
1SymEzIT3H8UZfibCs3TYi,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4
2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4
5RaBeejGtdPEszYEKYECs2,0.669,0.56,11,-8.285,0,0.0352,0.00215,3.23e-05,0.264,0.155,123.068,211857,4
7DlZH8EiVDgQXNoj3dnyZC,0.864,0.556,2,-7.683,0,0.194,0.255,3.85e-06,0.112,0.726,99.974,230480,4
58pTPJPBjw1xL9OcLcQczU,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,227196,4
6ZprqcYFC6D9eIZaCoqrSn,0.868,0.407,10,-7.735,1,0.295,0.0479,0.000111,0.139,0.255,107.524,133694,4
0JmnkIqdlnUzPaf8sqBRs3,0.642,0.706,7,-6.872,0,0.052,0.518,0.0,0.25,0.896,136.851,187723,4
0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,114234,4
7iQXYTyuG13aoeHxGG28Nh,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,162768,4
2kE2HFBFkJ0VMw3igxYohz,0.65,0.689,0,-3.543,1,0.0449,0.0878,0.0,0.172,0.294,136.03,142520,4
7jvtmQ3onpWeUm7dyFSSSc,0.486,0.899,2,-4.713,1,0.0489,0.00115,0.0,0.102,0.356,169.934,183410,4
2gyxAWHebV7xPYVxqoi86f,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,211141,4
1vhbThkFnqAHbZp0fEjXE4,0.576,0.683,7,-5.103,1,0.118,0.41,0.0,0.0819,0.433,151.566,214056,4
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
7DswEZZthZ6piQpL25qGAM,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,184258,4
7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,5,-7.118,0,0.0449,0.216,0.0,0.415,0.873,140.098,212878,3
6HgWWaMu31KdOpEG5l28BG,0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,223204,4
7FbrGaHYVDmfr7KoLIZnQ7,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253,4
22VHOlVYBqytsrAqV8yXBK,0.667,0.613,8,-7.147,1,0.0313,0.121,0.0,0.113,0.681,112.046,213817,4
3OHfY25tqY28d16oZczHc8,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,153947,4
6rjuKpPydT2SxN15TZpV7r,0.722,0.785,7,-5.451,0,0.0763,0.0942,0.0,0.119,0.529,122.986,144390,4
41WQUSINanQHfhfKpFDsms,0.451,0.632,4,-3.843,1,0.0475,0.6,0.0,0.139,0.455,147.06,190461,4
