spotify_id,name,artists,popularity
5iiPukjaEZxWXC0EAzFujm,Sehnsucht,{'2X6QermT7aLMG5JIOmwXyT': 'Tilman Stoiber'},66
06HOVRn6sWa9AhEb8vxXG9,Codladh,{'73717wA5LNgbEDtJ2lqSW1': 'Cadhla Byrne'},65
7GJkHBbDnQ0JxgWoRWrcT9,Calming Quality,{'3IH62hlsEFxT7wDV7Sr3sj': 'Auxelia'},71
73pTsX2kyxBo5NYHSQq5CP,Feelings,{'1xCASyEEWKBXSyHdRq9JOJ': 'Avieone'},65
5RA07TPFsjrAR9iDR0OiHC,Cloud Gazing,{'2VGcECsvRjugsMNJ2bVSsM': 'Sleepy Clouds'},65
5x7KQWWwQDcqvMN0HbfjfM,Unistades,{'3CAe04TEaKSxEMemLZqw3X': 'Eyla Calmes'},69
6yr16gxxdy0JLUx0dxx4DI,Oroitzapenak,{'5SoFygSAB3x2wUQbgqku06': 'Leona Montoya'},69
4T3JcVdMphiLK94BsbLr1s,Aureole,{'1eNbVzydYSYdXyjnVSMypX': 'Parker Woods'},66
7kW7FXKmMzmbGvhe0FECQl,Chia,{'29vNrxA7CEM2eKlANyo9Yy': 'Marcus Rivero'},65
6P4yBCuihd8penjqwrWPqL,Pulsar Calm,{'3JQJt6xbvE5sawRz3bgKB0': 'Leon Baker'},65
4I4fBBEhpLAHvnLhacIwdg,All Along,{'545YowgDW1BqD0OUeoNP9L': 'Tegan Riley'},68
0mYZDzhKs8sa0oDsS6HSZ5,Imaginar,{'3HjIwAJWk1lhTwIjWyCyzc': 'Chiara Nieves'},67
0pNp4untlQyZU1FZU2J0W2,Midnight Is Coming,{'7MGZxfJkKBLp1oAnFkNTEz': 'Löve'},65
4kcGn4dAtnspFcNtuSm0Or,Samadhi,{'6Cus1UHddFX9FPj4CoBEK4': 'Isah Atkins'},66
3P0y5vYWxPRRekolc4eCHp,Center of Attention,{'7qvvsAZAERVhX0qJ1kq6In': 'Angelo Garnier'},66
1U3RgmkF3Koyh1O3VE1YKF,Sleep Remedy,{'7bhFg0Sqk1OXLe65zB1Suo': 'Sandra Heigl'},65
2l3IjjIko1lYKq9Q1QREyF,Utenfor,{'2CINcGSpux0n8ZPN8cMeqg': 'Kayla Holdt'},65
3M3lz4VfhjrsvinuUU4ZJ0,Sunno,{'4mQarmylGStPOrvNjf2HHS': 'Julia Phero'},65
6KU6lJNEwpHSB8EdI6klNN,Eudaimonia,{'3L8lia6SiogIvkEl2qQ32d': 'Gaea Antoniou'},67
6pP7IVUYULZLjZ4bzGflVD,Meia Noite,{'6K0fHaGkCN3DGCD3tRT5Ru': 'Gereo Luna'},65
5kVu56keqlvhaeTbpaKKLM,Mind Storm,{'3JQJt6xbvE5sawRz3bgKB0': 'Leon Baker'},65
3ctrMLYxilwSeAK5AdVrLj,Unremain,{'6pYz2qzA7QjTB03XMd9cdJ': 'Rania Lees'},65
127UT7AiWflJwjXWUBBVTQ,O Me Voy O Te Vas,{'0elWFr7TW8piilVRYJUe4P': 'Natanael Cano'},86
3HOKxuTDmNVmIlCIpBiD8m,LAGUNAS,"{'12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma', '0T8Ix53aIN4F7aEKj4EnKy': 'Jasiel Nuñez'}",87
0dWSN9JS8vAcnM8a6lxIrB,No Es Mentira (Version Norteña),{'5MEewKjCN4Dw20OFV2IGMo': 'Los Primos del Este'},79
6YOfGIE6iFxC7G8OlGGvzW,ROCKSTAR,{'7Gi6gjaWy3DxyilpF1a8Is': 'Junior H'},86
1SlPNQ3vAF56AiHr6Ul6jM,CCC - Remix,"{'4WFwvZ4L8FZbt3qubbQJS6': 'Michelle Maciel', '1gJdf4Yybu4X5A2xYV3NMV': 'Eden Muñoz', '7pESOE4dEq8Yk4OKlJa3pS': 'Panter Bélico'}",84
4loIMejzvt11s97SGVEat8,Poco A Poco,"{'3Me35AWHCGqW4sZ7bWWJt1': 'Xavi', '1ZMJSCQw8DIefcLb1FIpY0': 'Los Dareyes De La Sierra'}",86
1PexKCGqX41T01rtTH08YN,La Fresa,"{'0XeEobZplHxzM9QzFQWLiR': 'Eslabon Armado', '6Sbl0NT50roqWvy746MfVf': 'Gabito Ballesteros'}",74
6VsqdsaY4oV06NODea0L0J,POR EL CONTRARIO (with Angela Aguilar & Leonardo Aguilar),"{'4obzFoKoKRHIphyHzJ35G3': 'Becky G', '3abT87tqQ4Q5PA5nw6CYyH': 'Ángela Aguilar', '1QgrwYywvDuC43MDtR8cqq': 'Leonardo Aguilar'}",83
5pzdnCfGS2uz5XjXx6gem3,Dame Amor,{'2cmqbSrv0RSUeYRuWkqSiQ': 'Officialalex425'},78
1tinKBj5pMxJswRan96Mj7,Hoy Todo Cambio,{'1gW6pz5n1aK249L0GvfQCC': 'Grupo Marca Registrada'},73
0xGZjxYqcNQ8WqxyeZ4eSN,RUBICON,{'12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma'},85
69kFrD7Mi8MJq9tAvJaYqO,Sobras y Mujeres,{'0ys2OFYzWYB5hRDLCsBqxt': 'Fuerza Regida'},77
0qCPD6ilr9nXkI4KVZgcns,Abcdario,"{'1gJdf4Yybu4X5A2xYV3NMV': 'Eden Muñoz', '7Gi6gjaWy3DxyilpF1a8Is': 'Junior H'}",83
0zhymr6RqNuvp0RMIvdpdA,Mood Malandro,"{'4A4qYy2jK9DDN1OHV0nLkH': 'Código FN', '6Sbl0NT50roqWvy746MfVf': 'Gabito Ballesteros'}",86
5SHXikmjPwChjvpVIeYkMf,Skin de Bandida,"{'3l9G1G9MxH6DaRhwLklaf5': 'Oscar Maydon', '7Gi6gjaWy3DxyilpF1a8Is': 'Junior H', '6Sbl0NT50roqWvy746MfVf': 'Gabito Ballesteros'}",87
6X5WZbJzXtk6aO03HlxuZ9,Así Lo Quiso Dios,"{'0XeEobZplHxzM9QzFQWLiR': 'Eslabon Armado', '0pePYDrJGk8gqMRbXrLJC8': 'Luis R Conriquez'}",79
4Dg3WEqGpBbSu4EKjudiwV,La Mamoncita del Insta,"{'6Sbl0NT50roqWvy746MfVf': 'Gabito Ballesteros', '0pePYDrJGk8gqMRbXrLJC8': 'Luis R Conriquez'}",76
1haJsMtoBhHfvuM7XWuT3W,El Azul,"{'7Gi6gjaWy3DxyilpF1a8Is': 'Junior H', '12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma'}",88
368eeEO3Y2uZUQ6S5oIjcu,TQM,{'0ys2OFYzWYB5hRDLCsBqxt': 'Fuerza Regida'},86
1uTHr7ij3eiDdUXvQfA5au,Sobran Motivos,"{'5N3AyFVEE8vJa7AZEl7nD3': 'Conjunto Rienda Real', '0R03Yxwm5XGODyeMHO0eXj': 'La Pocima Norteña'}",77
0FkD2FHEZrZIofVkY6XPFK,DEMBOW BÉLICO,"{'5eumcnUkdmGvkvcsx1WFNG': 'Tito Double P', '4qDRNT8ldCfCjSp9lBzYC5': 'Joel De La P', '0pePYDrJGk8gqMRbXrLJC8': 'Luis R Conriquez'}",83
1GtIK8iINes4gNt06F60NU,Vete,{'5xYNmNkaWRqu3e5F4UXME8': 'Alfredo Olivas'},83
62vhlXTC4rrb13dVUlyYpO,LA 701,"{'5eumcnUkdmGvkvcsx1WFNG': 'Tito Double P', '0pePYDrJGk8gqMRbXrLJC8': 'Luis R Conriquez'}",81
3upTB6o5YgeALHgDp3mzte,Qué Onda Perdida,"{'1dKdetem2xEmjgvyymzytS': 'Grupo Firme', '6JoYL9QYbdgPb6EuE5J2pC': 'Gerardo Coronel'}",82
5u9W6O6RiCRbJIOhE4Nmzy,Pal Amor Soy Malo - Remix,"{'2KtMgfc6pR6Jpovuqrs8Ac': 'Adrian L Santos', '3l9G1G9MxH6DaRhwLklaf5': 'Oscar Maydon'}",72
1UMm1Qs3u59Wvk53zBUE8r,SABOR FRESA,{'0ys2OFYzWYB5hRDLCsBqxt': 'Fuerza Regida'},88
00bc7aBgwI1wD3zEwrcH4h,No Quiero Perderte,"{'0mA4dkNGiN4fqTBi2SLlAv': 'Edgardo Nuñez', '4A4qYy2jK9DDN1OHV0nLkH': 'Código FN'}",72
4Zx0yrZwW4uNpd1FhIrOV5,Mas Altas Que Bajadas,{'0elWFr7TW8piilVRYJUe4P': 'Natanael Cano'},82
20obamXOznVCGTRUL4ZX6q,Solitario - En Vivo,"{'0vjeBgTzYTwmYoVySJzXGD': 'Virlan Garcia', '7pESOE4dEq8Yk4OKlJa3pS': 'Panter Bélico'}",72
2cpAMkytkJoaaLYO6pXBey,El Toro Encartado - Spotify Singles,{'0elWFr7TW8piilVRYJUe4P': 'Natanael Cano'},82
7nDgUvJLsinxKYyQhv3tAK,Símbolo Sexual,{'7pESOE4dEq8Yk4OKlJa3pS': 'Panter Bélico'},75
7z2Z8mwfsoMnNArKB946gU,Punto y Aparte,{'7pESOE4dEq8Yk4OKlJa3pS': 'Panter Bélico'},74
07aKw7LfC27IGSb5ppldIQ,3 Doritos Despues (En Vivo),"{'3l9G1G9MxH6DaRhwLklaf5': 'Oscar Maydon', '7pESOE4dEq8Yk4OKlJa3pS': 'Panter Bélico'}",73
4gcVqUyT7lj281442LiBYV,cómo dormiste?,{'3p8PwzenE7ktd4BVFuQzMD': 'La Receta'},71
1oZqJaE23GEn4SOFQcnTPB,La Tierra del Corrido - Spotify Singles,"{'0ys2OFYzWYB5hRDLCsBqxt': 'Fuerza Regida', '014WIDx7H4BRCHB1faiisK': 'Los Tucanes De Tijuana', '1gJdf4Yybu4X5A2xYV3NMV': 'Eden Muñoz'}",77
4l2yplVehb4oiQ5qS5XCQc,LALA,"{'3p8PwzenE7ktd4BVFuQzMD': 'La Receta', '4IEP61D1hdCPQVzAYzP9VC': 'Luis Mexia'}",60
1Fav4xZn60uGM3XmiHJmvT,One Of Your Girls,{'3WGpXCj9YhhfX11TToZcXP': 'Troye Sivan'},79
6usohdchdzW9oML7VC4Uhk,Lose Control,{'33qOK5uJ8AR2xuQQAhHump': 'Teddy Swims'},84
75c2zaSdDBSX0A8Jyvm4fO,older,{'5arKwJZEvT5uKq4o0JfqR4': 'Isabel LaRosa'},83
2YOGCTiPJWMhZRdeadFj8G,this is what autumn feels like,{'164Uj4eKjl6zTBKfJLFKKK': 'JVKE'},78
4PrGyX4YgCT6V3YqY7XEUw,Only In My Mind,{'7uMDnSZyUYNBPLhPMNuaM2': 'Kenya Grace'},75
0LzidBf7cUsnZnG34OUPSF,Mosquito,{'78rUTD7y6Cy67W1RVzYs7t': 'PinkPantheress'},72
4Zj2uX6ApCFK9XzjwIhCIr,Boys Of Faith (feat. Bon Iver),"{'40ZNYROS4zLfyyBSs2PGe2': 'Zach Bryan', '4LEiUm1SRbFMgfqnQTwUbQ': 'Bon Iver'}",73
12BAxMbHzksw2xiq05gKtT,Sweet Relief,{'2kRfqPViCqYdSGhYSM9R0Q': 'Madison Beer'},71
0ZPjVmof45INEERgYfadtv,Chasing That Feeling,{'0ghlgldX5Dd6720Q3qFyQB': 'TOMORROW X TOGETHER'},82
56v8WEnGzLByGsDAXDiv4d,ETA,{'6HvZYsbFfjnjFrWF950C9d': 'NewJeans'},85
63jCeAYGLcRL21xm0jKlgn,Sad Forever,{'79AyR6ATpj2LTPxfb6FX50': 'Lauren Spencer Smith'},65
34sOdxWu9FljH84UXdRwu1,all-american bitch,{'1McMsnEElThX1knmY4oliG': 'Olivia Rodrigo'},86
1nO6DT2QIYTxwLGrfQvIt3,club heaven,{'7pwufEBGfggjoI8twqlsmQ': 'Nessa Barrett'},72
0p1hBWPaSxUDTSa32PyhnU,She Calls Me Back (with Kacey Musgraves),"{'2RQXRUsr4IW1f3mKyKsy4B': 'Noah Kahan', '70kkdajctXSbqSMJbQO424': 'Kacey Musgraves'}",80
5WZlorRUxgryaweu7kqeHd,Other Boys,"{'64KEffDW9EtZ1y2vBYgq8T': 'Marshmello', '2W8yFh0Ga6Yf3jiayVxwkE': 'Dove Cameron'}",75
7sDkXyDikXhpRz715MdiEp,PUPPET SHOW,{'0LOK81e9H5lr61HlGGHqwA': 'XG'},77
2Zo1PcszsT9WQ0ANntJbID,Feather,{'74KM79TiuVKeVCqs8QtB0B': 'Sabrina Carpenter'},87
22dUzMFttcR3uU17NcOAIv,Desire (with Sam Smith),"{'7CajNmpbOovFoOoasH2HaY': 'Calvin Harris', '2wY79sveU1sp5g7SokKOiI': 'Sam Smith'}",86
5o4XJKRxUK6nXhFLAIS33A,Gimme Love,{'5WUlDfRSoLAfcVSX1WnrxN': 'Sia'},82
3tNMdL4qjzNHfo7rlVMESK,HONEY (ARE U COMING?),{'0lAWpj5szCSwM4rUMHYmrr': 'Måneskin'},79
15sNe8FD178zMsVz6ug0AS,Gun,{'5cj0lLjcoR7YOSnhnX0Po5': 'Doja Cat'},73
5MFUxQJGj5KrcCX6Gnphgh,Loved By You,{'5JMLG56F1X5mFmWNmS0iAp': 'Chelsea Cutler'},62
39fD0qvjgk8RarJnoBiDTx,Lovesick,{'7gW0r5CkdEUMm42w9XpyZO': 'Laufey'},74
0I2BCIvlzrb6Iix9hAbQFF,Problematic,{'1Cd373x8qzC7SNUg5IToqp': 'BoyWithUke'},72
5CscrLqFBgPfZR8fGtikov,making the bed,{'1McMsnEElThX1knmY4oliG': 'Olivia Rodrigo'},82
3gA9Y5RsXBUKkr1IP6v4g3,Paint My Bedroom Black,{'0nnYdIpahs41QiZ9MWp5Wx': 'Holly Humberstone'},63
2ZXb6OBkjmDYnvEB3iANgH,Dead Man,{'33NVpKoXjItPwUJTMZIOiY': 'David Kushner'},75
7bgIcSp0Nd3qfHqwxQplzW,Mirage - for Assassin's Creed Mirage,"{'5Pwc4xIPtQLFEnJriah9YJ': 'OneRepublic', '5ct8AlcDgWMp4O25vbcjpC': ""Assassin's Creed"", '2NM1t8dMvgeu9Lfl06574g': 'Mishaal Tamer'}",74
3YgtkOxZsTuaZdL8McA1FQ,adore u,"{'4oLeXFyACqeem2VImYeBFe': 'Fred again..', '6l7R1jntPahGxwJt7Tky8h': 'Obongjayar'}",82
5YABYtKx9qa56vBjlXDbmw,Snooze (Acoustic) (feat. Justin Bieber),"{'7tYKF4w9nC0nq9CsPZTHyP': 'SZA', '1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'}",78
3rmqiQbzPDx7A8p88IRFKg,Love U Like That,{'5JZ7CnR6gTvEMKX4g70Amv': 'Lauv'},76
20uknEOwx3PpiGL2Es2vCg,Magical,{'6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran'},71
7JLzv38qr5GxXYqQfuQJP9,Summertime Friends,{'69GGBxA162lTqCwzJG5jLp': 'The Chainsmokers'},69
0dxp7DyPJEo6JhtnjUtBnN,On My Love,"{'1Xylc3o4UrD53lo9CvFvVg': 'Zara Larsson', '1Cs0zKBU1kc0i8ypK3B9ai': 'David Guetta'}",82
4Yrt54xR4T8PPOZ7yf9kyT,Yes I'm A Mess,{'6s22t5Y3prQHyaHWUN1R1C': 'AJR'},71
00Apys6jYrWA0Bse9Yon6O,Crush,"{'26cMerAxjx9GedFt0lMDjm': 'Bella Poarch', '5JZ7CnR6gTvEMKX4g70Amv': 'Lauv'}",70
2DtUUBwYwEzKMTMDrc5EiO,girls like me don't cry,{'3R80OE4RViOWbnuvqh0j8a': 'thuy'},73
7KQejvX8GC4qMjB8vWSp2p,Vertigo,{'5RJFJWYgtgWktosLrUDzff': 'Griff'},72
444vevlQjTnKioLLncteGv,Something Real,{'246dkjvS1zLTtiykXe5h60': 'Post Malone'},74
6ezYHltHYhuJckdCsYsRJI,Either Way,{'6RHTUrRF63xao58xh9FXYJ': 'IVE'},76
3b5MPNYlX8ztJowxAwzTai,Winner,{'4Uc8Dsxct0oMqx0P6i60ea': 'Conan Gray'},72
0rzaRSujxA0bKyjJl6vHYq,Satellite,{'6KImCVD70vtIoJWnq6nGn3': 'Harry Styles'},83
6NdnvPwQvZb147DVa4x14h,Heartbroken (feat. Jessie Murph & Polo G),"{'5fMUXHkw8R8eOP2RNVYEZX': 'Diplo', '2yLzlEFtIS0Q9UkyBZdQA7': 'Jessie Murph', '6AgTAQt8XS6jRWi4sX7w49': 'Polo G'}",75
1dh5DUke1yHJzIF3Sa7nXC,Pretty Girls,{'2hUYKu1x0UZQXvzCmggvSn': 'Reneé Rapp'},72
6ErCfbbI9BG4bK2djjKUvP,i wish you cheated,{'0znpFLuaey34oJTE1jHSnT': 'Alexander Stewart'},75
3YfGTvsTAWGC2lgoDOikUz,One in a Million,"{'64M6ah0SkkRsnPGtGiRAbb': 'Bebe Rexha', '1Cs0zKBU1kc0i8ypK3B9ai': 'David Guetta'}",82
7mobUfp1aL8A6CdugCMWft,BOTH,"{'2o5jDhtHVPhrJdv3cEQ99Z': 'Tiësto', '1URnnhqYAYcrqrcwql10ft': '21 Savage', '6veh5zbFpm31XsPdjBgPER': 'BIA'}",77
1mFpMoeZfkIqtqW2AfQ8ba,THE GIRLS - BLACKPINK THE GAME OST,{'41MozSoPIsD1dJM0CLPjZF': 'BLACKPINK'},77
3P9pRL7V9yM9DhY6NGZjzA,Love Like This,{'5ZsFI1h6hIdQRw2ti0hz81': 'ZAYN'},74
3fKpSA5w8iqLe9sNdIDESW,Call Your Mom (with Lizzy McAlpine),"{'2RQXRUsr4IW1f3mKyKsy4B': 'Noah Kahan', '1GmsPCcpKgF9OhlNXjOsbS': 'Lizzy McAlpine'}",76
2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,{'2feDdbD5araYcm6JhFHHw7': 'Labrinth'},76
1rBTBbtkJlSDk78gg8Dw9F,Hero,"{'7vk5e3vY1uw9plTHJAMwjN': 'Alan Walker', '4xnihxcoXWK3UqryOSnbw5': 'Sasha Alex Sloan'}",76
3k0DJq2HdWJqnqor8NX0ac,Padam Padam,{'4RVnAU35WRWra6OZ3CbbMA': 'Kylie Minogue'},70
3DBJE1Zndql25OGUQSv7aD,A Year Ago,{'4IWBUUAFIplrNtaOHcJPRM': 'James Arthur'},78
5sA3i6SGkILMiZW6Fhx4wv,the way things go,{'35l9BRT7MXmM8bv2WDQiyB': 'beabadoobee'},77
0qvzXomUDJVaUboy2wMfiS,This Town,{'1Hsdzj7Dlq2I7tHP7501T4': 'Niall Horan'},83
754kgU5rWscRTfvlsuEwFp,Kiss Me,{'0lJlKQvuM2Sd9DPPyUXcHg': 'Sixpence None The Richer'},83
1z8cabK9f2r2pXWx30ErUW,The Roads,{'5KsRA81UaMVKvLNiwDySfp': 'Jonah Kagen'},71
7D0RhFcb3CrfPuTJ0obrod,Sparks,{'4gzpq5DPGxSnKTe4SA8HAU': 'Coldplay'},89
0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,{'6ltzsmQQbmdoHHbLZ4ZN25': 'Lord Huron'},82
0GNVXNz7Jkicfk2mp5OyG5,Stick Season,{'2RQXRUsr4IW1f3mKyKsy4B': 'Noah Kahan'},75
0gEyKnHvgkrkBM6fbeHdwK,Linger,{'7t0rwkOPGlDPEhaOcVtOt9': 'The Cranberries'},82
3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},78
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,{'4AK6F7OLvEQ5QYCBNiQWHq': 'One Direction'},85
4gqRVDvnILW0cvBWZzKcRf,Punchline,{'6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran'},64
3yz88FVJQhwG2EqYHw3pkx,invisible string,{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},55
3iVmzeoFR0AZrn8EYFnEsB,You Could Start A Cult,{'1Hsdzj7Dlq2I7tHP7501T4': 'Niall Horan'},62
7zBg6qxuNUz0mBdr85l6ng,Your Bones,{'5JMLG56F1X5mFmWNmS0iAp': 'Chelsea Cutler'},69
0MtfUEHee9p6RsqAwW8gyF,My Home,{'3bO19AOone0ubCsfDXDtYt': 'Myles Smith'},74
69HzZ3ti9DLwb0GdWCGYSo,Moral of the Story,{'6P5NO5hzJbuOqSdyPB7SJM': 'Ashe'},81
6QQtHdz4PNJWQX4nrAQGC9,Slide Away,{'5YGY8feqx7naU7z4HrwZM6': 'Miley Cyrus'},71
5TgEJ62DOzBpGxZ7WRsrqb,Work Song,{'2FXC3k01G6Gw61bmprjgqS': 'Hozier'},80
11ozTm1ilFrLxwtdWt1iK0,Eulogy For Nobody,{'21YCHE0ZFflbHVTsyrCpgh': 'Debbii Dawson'},60
1Jaah2tmN9Hv81A87KZ1MU,Torn,{'0dlOr0VIysztGWvU1dpjmP': 'Natalie Imbruglia'},79
7f9sC9fvtjYSZYOLSmKJlq,Tom's Diner,"{'3X0tJzVYoWlfjLYI0Ridsw': 'Suzanne Vega', '2rGm8R7YDTbqDCVlNssQyL': 'DNA'}",61
4qG7hWhljsqqENL5PaLA2z,Let The Light In (feat. Father John Misty),"{'00FQb4jTyendYWaN8pK0wa': 'Lana Del Rey', '2kGBy2WHvF0VdZyqiVCkDT': 'Father John Misty'}",83
3XjCJ3iss8ztaCcFr3hdbC,plane to paris,{'7pwufEBGfggjoI8twqlsmQ': 'Nessa Barrett'},58
3GWaFFi6TlPcZLYmCCHZ9O,Teenage Dream,{'3jTU1IOqkO7Mz4zdbXPose': 'Stephen Dawes'},76
3J0jlN9j7fpmghvALVF0Th,Haunted House,{'0nnYdIpahs41QiZ9MWp5Wx': 'Holly Humberstone'},56
0KmgJyW4GDgonqsoyx0CZ3,Astronomy,{'4Uc8Dsxct0oMqx0P6i60ea': 'Conan Gray'},69
4iAjjXGCKNQCtFklN48w7n,Every Beginning Ends,"{'55fhWPvDiMpLnE4ZzNXZyW': 'Noah Cyrus', '4CvZd3qzC2HbLxAoAEBRIL': 'Benjamin Gibbard'}",56
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,{'4FtSnMlCVxCswABUmdhwpm': 'Carly Simon'},78
2L9N0zZnd37dwF0clgxMGI,ceilings,{'1GmsPCcpKgF9OhlNXjOsbS': 'Lizzy McAlpine'},86
4ZGC3yb7ObpkN2rj3t7l9N,Want You Back,{'2RVvqRBon9NgaGXKfywDSs': 'Maisie Peters'},54
1t2M7UYoUpmhfZNMBsymJr,tolerate it,{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},59
5Y6nVaayzitvsD5F7nr3DV,West Coast,{'00FQb4jTyendYWaN8pK0wa': 'Lana Del Rey'},85
5cbZDpFu1hTwaU7hDQpf13,Rainy Days And Mondays,{'1eEfMU2AhEo7XnKgL7c304': 'Carpenters'},63
5meVa5klVlJalupZTvv5XX,21,{'4tuJ0bMpJh08umKkEXKUI5': 'Gracie Abrams'},74
3AY6H68WNMDzWw9JhPW4Jv,"Fool's Gold - Recorded At RAK Studios, London",{'1Hsdzj7Dlq2I7tHP7501T4': 'Niall Horan'},60
0HYhOGKAHiOsv8GW4JdMJ8,Lonesome,{'74KM79TiuVKeVCqs8QtB0B': 'Sabrina Carpenter'},64
51Grh1RyUDcMBbpuyUIUHI,rises the moon,{'5zVu34ozw0BzXIcNHqkO0u': 'Liana Flores'},85
7llBR7Fy7Fw9zgEQuZp6K7,Difficult,{'4tuJ0bMpJh08umKkEXKUI5': 'Gracie Abrams'},65
0AjcdGri5vhJsmZnduCEqd,October Passed Me By,{'3uwAm6vQy7kWPS2bciKWx9': 'girl in red'},74
6OG05bPAwUuV3OMvy2Vy1P,Mariners Apartment Complex,{'00FQb4jTyendYWaN8pK0wa': 'Lana Del Rey'},74
2bbhyUWJ5VjdfI3P4PRLu2,Samson,{'3z6Gk257P9jNcZbBXJNX5i': 'Regina Spektor'},52
7136zBuda3024ZQUTBB1Vg,Haven't You Ever Been In Love Before?,{'4GNC7GD6oZMSxPGyXy4MNB': 'Lewis Capaldi'},67
4O2rRsoSPb5aN7N3tG6Y3v,Northern Attitude,{'2RQXRUsr4IW1f3mKyKsy4B': 'Noah Kahan'},77
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",{'1McMsnEElThX1knmY4oliG': 'Olivia Rodrigo'},80
4xqrdfXkTW4T0RauPLv3WA,Heather,{'4Uc8Dsxct0oMqx0P6i60ea': 'Conan Gray'},88
1LzNfuep1bnAUR9skqdHCK,Fade Into You,{'37w38cCSGgKLdayTRjna4W': 'Mazzy Star'},83
3JvKfv6T31zO0ini8iNItO,Another Love,{'2txHhyCwHjUEpJjWrEyqyX': 'Tom Odell'},92
42TtHTxWk782ZBiqyOi2d1,Dawns (feat. Maggie Rogers),"{'40ZNYROS4zLfyyBSs2PGe2': 'Zach Bryan', '4NZvixzsSefsNiIqXn0NDe': 'Maggie Rogers'}",84
3GYlZ7tbxLOxe6ewMNVTkw,TV,{'6qqNVTkY8uBg9cP3Jd7DAH': 'Billie Eilish'},86
07koEqsKHZTlGVMC9eoEjO,The Most Beautiful Thing,{'0hDjKSKjl1DC7ovYTDJHe8': 'Bruno Major'},70
5WbfFTuIldjL9x7W6y5l7R,Kingston,{'5szilpXHcwOqnyKLqGco5j': 'Faye Webster'},81
16gW9O8A4rIMx5OOVlzsSn,Dear August,"{'1RryIbDjpwt00AKkSpCGvP': 'PJ Harding', '55fhWPvDiMpLnE4ZzNXZyW': 'Noah Cyrus'}",69
35IcAVSMsU9qzHfpPbvC8A,Feels Like,{'4tuJ0bMpJh08umKkEXKUI5': 'Gracie Abrams'},77
0j1Ia2lQWrcXrQZI4AdJlk,IDK You Yet,{'6sFHvCyqklnJpXC9Nh1aag': 'Alexander 23'},77
429NtPmr12aypzFH3FkN9l,Coffee,{'35l9BRT7MXmM8bv2WDQiyB': 'beabadoobee'},71
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,{'4xnihxcoXWK3UqryOSnbw5': 'Sasha Alex Sloan'},81
0BAMfPIHtcXXqFR5FVaVUA,someday,{'69761NObDw2KwmmFgZmxzC': 'Lexi Jayde'},44
5S4aYQAJOwJMAamANWlICO,exile (feat. Bon Iver),"{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift', '4LEiUm1SRbFMgfqnQTwUbQ': 'Bon Iver'}",74
6uvh0In7u1Xn4HgxOfAn8O,Matilda,{'6KImCVD70vtIoJWnq6nGn3': 'Harry Styles'},82
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,{'2WzaAvm2bBCf4pEhyuDgCY': 'Ruth B.'},89
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,{'7Lk9V7E1u5gqSHmtcKlOqH': 'Sara Kays'},79
3EaJDYHA0KnX88JvDhL9oa,Dark Red,{'57vWImR43h4CaDao012Ofp': 'Steve Lacy'},90
79qxwHypONUt3AFq0WPpT9,Rainbow,{'70kkdajctXSbqSMJbQO424': 'Kacey Musgraves'},70
727Z2S2mtNH46CbP9EWPwY,If You Love Her,{'7q7IUe2AqtifSZ2q52kHFc': 'Forest Blakk'},77
6XSbSBzCrJv0C99guObcy6,Before You Go,{'4GNC7GD6oZMSxPGyXy4MNB': 'Lewis Capaldi'},49
4X6F9xoYUyJh4OhnXbAZv2,This Year's Love,{'7J2lZBANizgPNfUzux31PV': 'David Gray'},71
5PMp84lVFm0SWEWOx1aQsw,Call Me A Dreamer,{'3iUGCPBBseYhEhwqCG7PNy': 'Kings Elliot'},55
0j3mqDTK4Z6lvrLzFCUUz6,Good Looking,{'5GGJosGMs08YEmKTZJe1fL': 'Suki Waterhouse'},83
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"{'790FomKkXshlbRYZFtlgla': 'KAROL G', '12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma'}",93
