spotify_id,name,artists,popularity
3LzAFrnO7CxaeBgtQhHsAP,Corazón Roto pt. 3,"{'1GKIlPFdcewHtpDVCQ8zmJ': 'Brray', '2R21vXR83lH98kGeO99Y66': 'Anuel AA', '37230BxxYs9ksS7OkZw3IU': 'Chencho Corleone', '6nVcHLIgY5pE2YCl8ubca1': 'Jhayco', '7j6DKwmjbxvpQO8h914uEz': 'Ryan Castro'}",85
505v13epFXodT9fVAJ6h8k,AMARGURA,{'790FomKkXshlbRYZFtlgla': 'KAROL G'},90
63ui2w3QJBp8xx0c1MJB2Z,UN PREVIEW,{'4q3ewBCX7sLwd24euuV69X': 'Bad Bunny'},87
601dhwn8qc31FrSlMu5wEf,OKI DOKI,{'790FomKkXshlbRYZFtlgla': 'KAROL G'},82
6gMj2DzKR2PjrrbNSwcGFR,OA,"{'2R21vXR83lH98kGeO99Y66': 'Anuel AA', '52iwsT98xCoGgiGntTiR7K': 'Quevedo', '1r4hJ1h58CWwUQe3MxPuau': 'Maluma', '2T1aUibqR2QC2sINIDQOAK': 'Mambo Kingz', '64aJYyrXljOodnUG6jvhRD': 'DJ Luian'}",87
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,"{'1NNRWkhwmcXRimFYSBpB1y': 'Yng Lvcas', '12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma'}",90
0EhuGnOS6fTc5l5UNtDEH2,POLARIS - Remix,"{'2O8vbr4RYPpk6MRA4fio7u': 'Saiko', '52iwsT98xCoGgiGntTiR7K': 'Quevedo', '2LRoIwlKmHjgvigdNGBHNo': 'Feid', '0Q8NcsJwoCbZOHHW63su5S': 'Mora'}",84
05OnZaYopHpb0z7ktT2FIF,PICARDÍA,"{'1mcTU81TzQhprhouKaTkpq': 'Rauw Alejandro', '7Gi6gjaWy3DxyilpF1a8Is': 'Junior H'}",77
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,"{'1i8SpTcr7yvPOmcqrbnVXY': 'Ozuna', '2LRoIwlKmHjgvigdNGBHNo': 'Feid'}",87
2LWM5Ft0TdX24GeSq1u6PV,FERXXO 30,{'2LRoIwlKmHjgvigdNGBHNo': 'Feid'},82
6ejks4eS7DOoYW8hrpRcDV,UNA NOCHE EN MEDELLÍN - REMIX,"{'790FomKkXshlbRYZFtlgla': 'KAROL G', '1Yj5Xey7kTwvZla8sqdsdE': 'Cris Mj', '7j6DKwmjbxvpQO8h914uEz': 'Ryan Castro'}",80
0crVjW9Jz8ktVuVXoUi187,ID,"{'3qsKSpcV3ncke3hw52JSMB': 'Young Miko', '4IMAo2UQchVFyPH24PAjUs': 'Jowell & Randy'}",79
4ix1NGkHZEiVyzoQ6cEVs3,Ex-Special,"{'6nVcHLIgY5pE2YCl8ubca1': 'Jhayco', '12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma'}",79
5CygAGV9yYyI2LP20KqQKl,De Lejitos,"{'7hIqJfRYGBWWT1Qxu6Cpd2': 'Andy Rivera', '77GVmrLGuxNEvj2ibvT62v': 'Luigi 21 Plus'}",62
28BSTgZH1ckI8Xfy8LXaRz,Yankee 150,"{'0eHQ9o50hj6ZDNBt6Ys1sD': 'Yandel', '2LRoIwlKmHjgvigdNGBHNo': 'Feid', '4VMYDCV2IEDYJArk749S6m': 'Daddy Yankee'}",78
3R3HY6mOyGwxJ4dxGgg0Do,Ojos Azules,"{'1TA5sGRlKUJXBN4ZyJuDIX': 'Blessd', '12GqGscKJx3aE4t07u7eVZ': 'Peso Pluma', '18dspUI6gqabm5XCC2RcUD': 'SOG'}",75
6GgpoeDugrrXl06NIsE1Bo,GHETTO PRINCESS,"{'3m5qlPf2OkihLz3dRYnkPA': 'Ovy On The Drums', '4F4pp8NUW08JuXwnoxglpN': 'Bad Gyal', '7j6DKwmjbxvpQO8h914uEz': 'Ryan Castro'}",70
30ZwYmaZ9rrmjlEHLhF8qR,RITMO DE MEDALLO,"{'2LRoIwlKmHjgvigdNGBHNo': 'Feid', '7j6DKwmjbxvpQO8h914uEz': 'Ryan Castro'}",77
0uBrQT9ny21InKVEsc7lm2,Otro Show,"{'7wgrXbrp9RJQMri26GZgyH': 'Uzielito Mix', '3S9Hg7sRKhmtWunFZ2yAYP': 'El Bogueto', '1yX62RHdYysNcIrO33WQxJ': 'Dani Flow'}",83
2EtOOnd0tseAvHcm3WzACQ,Oh Na Na,"{'5hdhHgpxyniooUiQVaPxQ0': 'Nio Garcia', '2R21vXR83lH98kGeO99Y66': 'Anuel AA'}",69
5bD6mFl116xCxVMLy7IK9F,GATITA GANGSTER,"{'790FomKkXshlbRYZFtlgla': 'KAROL G', '2YRyPiW98bpkARAS4B3OQP': 'Dei V'}",80
4RtEiwxATP4Vko76xcFmf6,Trofeo,"{'1r4hJ1h58CWwUQe3MxPuau': 'Maluma', '0eHQ9o50hj6ZDNBt6Ys1sD': 'Yandel'}",67
6BGjArXcJnxm5Uyp0O7050,Ella Perrea,"{'7DgpPXntG6DkNR4hCi4PjP': 'Chesca', '33ScadVnbm2X8kkUqOkC6Z': 'Don Omar'}",58
3nr6dW6yGOd6UX3KOpkbMZ,X ESO BB,"{'35oGZihZclGoTVuICPXRP9': 'Jere Klein', '2UZIAOlrnyZmyzt1nuXr9y': 'Nicki Nicole'}",82
7G0vBgcC5p2tBpeHiQzGFf,Borracho y Loco,"{'0eHQ9o50hj6ZDNBt6Ys1sD': 'Yandel', '7iK8PXO48WeuP03g8YR51W': 'Myke Towers'}",75
1AZbs0L3SkXe625DKp37KQ,Julietota,{'6XTGKOV9jceQ6f67lnhpbF': 'LATIN MAFIA'},83
1jtlQznvROmiq3b3gulGzE,Escándalo,{'12vb80Km0Ew53ABfJOepVz': 'Ñengo Flow'},79
64eezAxFI6wjCPcshao8Pe,NO PARE - REMIX,"{'1GDbiv3spRmZ1XdM1jQbT7': 'NATTI NATASHA', '2p4aN0Uxkk3iT3HK0cJ2cJ': 'Tokischa'}",70
5zn3YmZvi0SYMgGPLc8R93,La Manzana,{'14zUHaJZo1mnYtn6IBRaRP': 'Justin Quiles'},60
3XjvMZqm2AQ8thMCD6w9w2,Mas Rica Que Ayer,"{'2R21vXR83lH98kGeO99Y66': 'Anuel AA', '2T1aUibqR2QC2sINIDQOAK': 'Mambo Kingz', '64aJYyrXljOodnUG6jvhRD': 'DJ Luian'}",82
1fFB8ahI0ZwU3X9mimCpjb,EN VISTO,"{'0GM7qgcRCORpGnfcN2tCiB': 'Tainy', '1i8SpTcr7yvPOmcqrbnVXY': 'Ozuna'}",68
6AkCPRgpyt2jMF3RGjzJsw,Podemos Repetirlo (Remix),"{'33ScadVnbm2X8kkUqOkC6Z': 'Don Omar', '37230BxxYs9ksS7OkZw3IU': 'Chencho Corleone', '2R21vXR83lH98kGeO99Y66': 'Anuel AA'}",72
0HVvp9utYjZ9RCKgBNIGUY,Tus Labios,{'77ziqFxp5gaInVrF2lj4ht': 'Sech'},68
0xvaM53zDst3zcIpcNc37M,PARA SIEMPRE,"{'21451j1KhjAiaYKflxBjr1': 'Zion & Lennox', '2R21vXR83lH98kGeO99Y66': 'Anuel AA'}",68
1QtKYyXEw9tSMIlK4RfA8B,Te Menti,"{'1i8SpTcr7yvPOmcqrbnVXY': 'Ozuna', '2O8vbr4RYPpk6MRA4fio7u': 'Saiko', '3m5qlPf2OkihLz3dRYnkPA': 'Ovy On The Drums'}",73
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,{'40ZNYROS4zLfyyBSs2PGe2': 'Zach Bryan'},90
78Du4CMFgnhdlG33gblkiP,Rich Men North of Richmond,{'6IkfE2JyVoKwBZXvuytKX3': 'Oliver Anthony Music'},85
5uU1uuyaUIBOiiUSQG7Wl3,You Proof,{'4oUHIQIBe0LHzYfvXNW4QM': 'Morgan Wallen'},76
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,{'4oUHIQIBe0LHzYfvXNW4QM': 'Morgan Wallen'},86
0PAcdVzhPO4gq1Iym9ESnK,Thinkin’ Bout Me,{'4oUHIQIBe0LHzYfvXNW4QM': 'Morgan Wallen'},86
1fvC3CmNAbsx0V9ULMU8NB,Sarah's Place (feat. Noah Kahan),"{'40ZNYROS4zLfyyBSs2PGe2': 'Zach Bryan', '2RQXRUsr4IW1f3mKyKsy4B': 'Noah Kahan'}",81
28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,{'718COspgdWOnwOFpJHRZHS': 'Luke Combs'},75
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},84
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},83
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,{'718COspgdWOnwOFpJHRZHS': 'Luke Combs'},83
1TE8AAk9koG0UJco6ZAUfx,Rock and A Hard Place,{'3win9vGIxFfBRag9S63wwf': 'Bailey Zimmerman'},82
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,{'718COspgdWOnwOFpJHRZHS': 'Luke Combs'},83
69AIpwGNLxr4qS1X5ynx60,Buy Dirt,"{'77kULmXAQ6vWer7IIHdGzI': 'Jordan Davis', '0BvkDsjIUla7X0k6CSWh1I': 'Luke Bryan'}",83
0fCwTrRNfoNk962ati8n2K,All Your'n,{'13ZEDW6vyBF12HYcZRr4EV': 'Tyler Childers'},82
2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,{'13ZEDW6vyBF12HYcZRr4EV': 'Tyler Childers'},81
0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,{'4xFUf1FHVy696Q1JQZMTRj': 'Carrie Underwood'},81
73NzYbpaYvQ7JfpjztFESL,TRUCK BED,{'5QNm7E7RU2m64l6Gliu8Oy': 'HARDY'},70
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,{'7FY5V3XMwlNBPitEjXowHQ': 'Darius Rucker'},80
2lNTHWu2I5Tcz9ukWsV5Jj,Next Thing You Know,{'77kULmXAQ6vWer7IIHdGzI': 'Jordan Davis'},73
0rCFRyEy4WXjRXNpO80Dzs,Fall In Love,{'3win9vGIxFfBRag9S63wwf': 'Bailey Zimmerman'},80
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,{'6yJCxee7QumYr820xdIsjo': 'Zac Brown Band'},80
6DLbBlGIOjjEj0dNN25zhZ,Tennessee Orange,{'5Ppie0uPnbnvGBYRwYmlt0': 'Megan Moroney'},77
6HBRLaSQ7NB8MNlaqzYen1,What My World Spins Around,{'77kULmXAQ6vWer7IIHdGzI': 'Jordan Davis'},71
0JbSghVDghtFEurrSO8JrC,Country Girl (Shake It For Me),{'0BvkDsjIUla7X0k6CSWh1I': 'Luke Bryan'},79
3t5OV1asJHmOlf23T08CLv,Lady May,{'13ZEDW6vyBF12HYcZRr4EV': 'Tyler Childers'},79
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","{'7z5WFjZAIYejWy0NI5lv4T': 'Dan + Shay', '1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'}",77
06gD2ZtK3Dzc1BYqWExQJJ,Broken Halos,{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},79
14GwnOeC9qYEKEA6uOZepa,One Of Them Girls,{'5Zq7R5qmi58ByYyBQTlNuk': 'Lee Brice'},71
6DHPLbudo5JXNdUlG7zDcC,Please Don't Go,{'46lEQmDJLJeyltECJYJv1Y': 'Wyatt Flores'},81
3TNSVsiFngfe68UJpMq1oS,Starting Over,{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},68
5twSy6ffBrF03mnNUsUgJZ,Need A Favor,{'19k8AgwwTSxeaxkOuCQEJs': 'Jelly Roll'},74
7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,{'2kucQ9jQwuD8jWdtR9Ef38': 'Sam Hunt'},72
2ixkIrn45mNfdLDLHuyfRt,23,{'5ujvZU2thXjZgFKPUt1rDt': 'Chayce Beckham'},68
2ccuOtUjIyx3tPcsnpeBzJ,Flower Shops (feat. Morgan Wallen),"{'4GGfAshSkqoxpZdoaHm7ky': 'ERNEST', '4oUHIQIBe0LHzYfvXNW4QM': 'Morgan Wallen'}",71
25VQoiuyc0HkC5FQTj1a8G,Son Of A Sinner,{'19k8AgwwTSxeaxkOuCQEJs': 'Jelly Roll'},74
5gq0IiJ86S2QpD3V4H9KhH,Find Another Bar,{'68abRTdO4meYReMWHvBYb0': 'Chris Lane'},59
4eIGig7wMD4iZfPKGinoGr,Fix You Too (feat. Kameron Marlowe),"{'5Ppie0uPnbnvGBYRwYmlt0': 'Megan Moroney', '31n3CN1jSC5ALUJ9dwT8UI': 'Kameron Marlowe'}",67
65M92JpTbAdHmTQm4jGaDa,Think I'm In Love With You,{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},76
5Z48gU2EpgzhECkuuXp4Ev,Some Whiskey,{'7kplJl06UmldxLKseURAYi': 'Warren Zeiders'},65
6l3bRfHOeki9Qvwtto6gvJ,Wild,{'4X5CTYQmx1NNyz9S1IpNko': 'Carter Faith'},56
0eBFgRxyVSeuT4iyrbukdn,Where the Wild Things Are,{'718COspgdWOnwOFpJHRZHS': 'Luke Combs'},78
4hAfjznZNYNHDUwk8blpTb,How It Looks From Here,{'0y2FPygoi6LVc75pxCgsMk': 'Conner Smith'},58
671XjQmF7A0w5aN74AhNWt,Cowboy Back,{'6Iz3eq2aQGFf7TbGT2iahL': 'Gabby Barrett'},58
3oZ6dlSfCE9gZ55MGPJctc,’98 Braves,{'4oUHIQIBe0LHzYfvXNW4QM': 'Morgan Wallen'},77
5H1WgNxf2Fb3EJWn4QgX5E,Tails I Lose,{'0Z8XVUAOBPM4x12wKnFHEQ': 'Parker McCollum'},61
0XgOhyJWH5UVWyV7farWDr,Paint The Town Blue,{'6BRxQ8cD3eqnrVj6WKDok8': 'Ella Langley'},63
26YMRlGr9HkK93yjbRjqbZ,After We Broke Up,{'3PO1jRVb0lsv2140VTXOQo': 'David J'},60
7mhe8marcC1uyu17L5oxyF,Pray All The Way Home,{'6Hd5hSFd33CfhMqtG3fjtx': 'Austin Snell'},70
0hQyFpC8af9Dj89fEYkXPG,ghost in my guitar (feat. Chris Stapleton),"{'4TPT9nwjRvEV49q7f8p4fy': 'Alana Springsteen', '4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'}",67
4wkFfuijPHrw45ddeek4fu,I Don't Think That I Could Love You,{'4P70LmF7PJwBGS9BV5dk2c': 'CHASE WRIGHT'},52
7KzKQGfTsZfhAWCFoG5acX,Killed The Cowboy,{'1dID9zgn0OV0Y8ud7Mh2tS': 'Dustin Lynch'},56
6vbesEByLl4HPeX71QMwBa,Stayed A Summer,{'5TtSGhhCPt56x4ZPfg7DFq': 'Erin Kinsey'},57
2iEhrJwK2glWAvqtyuulgq,Wrong Side of a Sunrise,{'4NsVVzuaZGk4aya8Pyacew': 'Adam Doleac'},58
67zZ26O7nHAyL76sEx3tIS,Love You Back,{'32WkQRZEVKSzVAAYqukAEA': 'Lady A'},58
55a01VsdKH2OeSXLGy9wd5,Jack and Diet Coke,{'4oCk0xbmAtqXZFzXtH3AgF': 'Redferrin'},65
1TiAmIJNwfRmneV5iyTdMG,Tell Me Tennessee,{'4HNYqvVDimiWSfGfSyGJGD': 'Matt Schuster'},56
1u2Fe70Qm9VFCIMPWFlfc1,Deep Satin,{'40ZNYROS4zLfyyBSs2PGe2': 'Zach Bryan'},76
12qLkwjMVp1eTvHfjl2M5g,Anybody But You,{'4gF2OluaMxcC4qrGbPaB7S': 'Lauren Watkins'},59
2d3KkBpDlOCLT5Wlhrwhfd,Things I Take For Granted,{'6MWr1SmTaCU5BJzOZxwJEw': 'Larry Fleet'},68
1MCUz8U559nGEN377EHHaY,Young Love & Saturday Nights,{'4BYxqVkZyFjtik7crYLg5Q': 'Chris Young'},60
3PyRSNu87qhTv5UwGrkedR,Runaways,{'5iqStkZi6QmG8sgQZQrfGN': 'Danielle Bradbery'},53
28dwWN6sZQGBSZuMdCbbQY,BREAK IT IN A BAR,{'3WHWgx8Dh0IqQT1BMDTeE3': 'Graham Barham'},64
5sYsGGJ87apKstNPKgiZFo,Match For My Memory,{'2mAb9JDF63azaglqA7c9bb': 'Robyn Ottolini'},59
5amuqAOkKdHenSjPaAUQXA,I'll Be A Bartender,{'78YqeIji3mgAS2K1Maca6x': 'Dylan Scott'},63
4usnf7irdy9PrVsmb82BXI,Breakin' in Boots,{'7EekKnlf2HwNaLLpL9Cpgy': 'Matt Stell'},64
1v1bVyUOVYDpXRIcAJ24iQ,Let Your Boys Be Country,{'3FfvYsEGaIb52QPXhg4DcH': 'Jason Aldean'},63
73vGr4FjFvY2TgndujZYDa,mean girl (feat. Colbie Caillat),"{'2qwXeRk8VBAegbUnf3xdyi': 'Ashley Cooke', '6aZyMrc4doVtZyKNilOmwu': 'Colbie Caillat'}",57
1xVjqCBkpIUMe3EmW0PxTM,Fearless - The Echo,{'0VkWDV0Bfd0EkXvaKAXUTl': 'Jackson Dean'},63
5NdYqiRuJdRIyHZU0OIEYy,Heart to Break,{'7dMEBGtGI6O7PoTEucAaBT': 'Ryan Griffin'},58
6zZVxqTT1eDCcE0APUatbx,Chasing Tornadoes,{'6nXco5Q3cJJ0ZutnBOsSpq': 'MacKenzie Porter'},50
5GcziNdXVXWJKK5pNOwCcG,Something Real,{'7x8nK0m0cP2ksQf0mjWdPS': 'Dierks Bentley'},61
4pbC1GVfup5aAKGeXgPNvC,Leaving Looks Good on You,{'2lRH2dgU5Kk4Bc5phmII4T': 'LANCO'},56
0tEugNCWzzwp1VeqzpKLsB,Dirt Cheap,{'46c50yWMo9wiTgVe1VxBbQ': 'Brian Kelley'},57
0NgdKtJy6pKBvWhcVuQbxd,Thicc As Thieves (feat. Lainey Wilson),"{'1v3tdpIdBSW14rHUfiEVOv': 'Lauren Alaina', '6tPHARSq45lQ8BSALCfkFC': 'Lainey Wilson'}",62
5bu8p495FPdRySYSptdny2,Goin For Broke,{'0ChjBYedhZTQnWZWQYg15U': 'Bryan Martin'},67
76BzLwrirxKlnPfNVFdc7n,City Don't,{'1By9QBFnjZAoI83BZppHlt': 'Billy Currington'},53
6hTSmdJNg2kFGrNAZdkYzR,Ride The Wave,{'1E2AEtxaFaJtH0lO7kgNKw': 'Russell Dickerson'},58
7CwEDwMKJOimuaw6nOtE2r,Summer Don't Go,{'0gSAxSvAApQc71cTpoXDFu': 'Tenille Arts'},54
1cF5gDFBHOprIKwzFORNjH,Ain't Doin' Jack,{'1ZGTSMjK1D2HrpPTOh916U': 'Josh Ross'},65
0wXThIDxO3YRJCpPgnmbkw,Where It Ends,{'3win9vGIxFfBRag9S63wwf': 'Bailey Zimmerman'},76
3axBDZmJLbGw61413B8XIS,Women Ain’t Whiskey,{'371jpyGdoChzUASOIG2ECV': 'Ashley McBryde'},57
5tbPAlC6DtO9LvqbN3GJ8D,All Again,{'2ErsJAz6qJ5cqjoVAvfvaC': 'Charles Wesley Godwin'},62
5lzi9kb10icgVpEDbqp0kL,Little Less Lonely,{'5ujvZU2thXjZgFKPUt1rDt': 'Chayce Beckham'},47
1zfPNHikEYPcPLxJRdDeIk,Always Gonna Be,{'7z5WFjZAIYejWy0NI5lv4T': 'Dan + Shay'},59
2ClUu1kEWAGb6KZroRkkUq,Fake Names,{'6BpvASijzSWj7gnZD4Dvf1': 'Priscilla Block'},54
5JDM1KbfvautHx2Il9DjMZ,Mississippi Or Me,{'2QMsj4XJ7ne2hojxt6v5eb': 'Riley Green'},63
5t9emg56o3DdxYCVNcG1z4,The Reason I Stay,{'0WicR9iYAPd0Bi7i3bz9MB': 'Abby Anderson'},58
2Kw5QYMTLrRV7jpoE8YkMg,Hey Whiskey,{'6roFdX1y5BYSbp60OTJWMd': 'Tim McGraw'},53
7yZxBR1o5HBbS40fV9KlWh,Friends,{'63wjVVauFUQ4gBw6QXTT5N': 'Tyler Braden'},59
4XPefX4QY9EWhrwLL528Fc,Home Team,{'4m7IOKt2QRPsoHJSWBmeZD': 'Lakeview'},62
3ijPMKSNCF1sfwKPsnIrIW,Beneath Oak Trees,{'4H4M0Y4cN39zIVDHvdW53x': 'Dylan Gossett'},69
1exnSf5fH7OBKDvxduf0LT,Work Boots,{'6zLBxLdl60ekBLpawtT63I': 'Cody Johnson'},59
6mu9Jh4M8tAZyk3Z1qqgji,A Few Hearts Ago,{'3g2yaL04Uapb5fxmwsUZgV': 'Kylie Morgan'},58
1gViTTMR3v0COYuvIHIxVL,Remember Us,{'7FetIwKD9uIJFiUwdHfq6g': 'John Morgan'},43
4QShZHQERrTVI2IDzWmbzJ,Heels Over Head,{'4sIl4BTo9l9KqEi0Y3RE72': 'Carly Pearce'},56
4kXeBpZekIq5f6I6hFcNk5,Mean Old Sun,{'1YSA4byX5AL1zoTsSTlB03': 'Turnpike Troubadours'},57
10kDUCSM3OZ99MfMcRboZB,Rain In The Rearview,{'75JvBeqW4BJ4xgnbMAq6MN': 'Anne Wilson'},56
6LCY0s8iDoooe8eMkdEQMu,I Know A Guy,{'0uQBEPm8cAptCNmTWhio8o': 'Alex Hall'},51
56CmYOZ5YNtmuVUtY5W5jF,Fall In Love With Me,{'4eYE8Z6cfEHEdG22lTyucP': 'Morgan Wade'},53
5Izy5w7WRKyOTH7CtWgyPG,Never Been Over,{'7FY5V3XMwlNBPitEjXowHQ': 'Darius Rucker'},56
0S1fmk6xz49SHINeXXpStW,Different About You,{'6y8XlgIV8BLlIg1tT1R10i': 'Old Dominion'},60
7Gt9tznlLCCe2gZoRzuLhD,Meant For Me,{'6aZyMrc4doVtZyKNilOmwu': 'Colbie Caillat'},56
5F8MMujEHaI2qqmj4EcwBP,Boyfriend,{'4TshyQDihSYXSWqvclXl3I': 'Parmalee'},43
1YfyfFBZ7cY7wgwtZEq3tf,Cowboys and Plowboys,"{'4MoAOfV4ROWofLG3a3hhBN': 'Jon Pardi', '0BvkDsjIUla7X0k6CSWh1I': 'Luke Bryan'}",63
4Pqc5qu1C7SZVuWz0d1Zut,Fool's Gold,{'3JFfODb5r2GSdBlweDQUE2': 'Kimberly Perry'},50
5rKW8ILxOxr8fjEFxpiC6g,Thank God She's a Country Girl,{'6fzQ81ouajOEFqCIB9VwrS': 'Morgan Evans'},59
0rAsn40XCigrz7XZNxV2pr,Dirt Roads And Jesus,{'5xF3SekjB3b2VO0FKN3K0A': 'Dalton Dover'},51
7BH39iq4k2366YgJgbf8b4,I Will (When You Do),"{'5rjz63sgMaAUAyBMyCUK5D': 'Avery Anna', '0ZZLr8EH3aNFzYpXtaTIax': 'Dylan Marlowe'}",64
5qqIccBZC1LfSGPU04Px26,I Can Lie (The Truth Is),{'31n3CN1jSC5ALUJ9dwT8UI': 'Kameron Marlowe'},59
3bf3XBOxWYhspKjUNsmD8Q,Nothing Compares To You (Feat. Kane Brown),"{'6nfN5B7Jmi853SHa9106Hz': 'Mickey Guyton', '3oSJ7TBVCWMDMiYjXNiCKE': 'Kane Brown'}",60
5tAoi3TfoWB4esWc5hlLJ8,Southern and Slow,{'0BvkDsjIUla7X0k6CSWh1I': 'Luke Bryan'},58
7ccQIxIpqbY4PHtPZVeTgT,Sun Ain't Even Gone Down Yet,{'39NR3AUhpbbqKM33vWn2fp': 'Brothers Osborne'},52
6nBdLYF7BwSpTb2ygw8oFK,Wine Country,{'6jHWWttC33OQdEDnUXtYrq': 'Hannah Ellis'},51
47EkFFYRTlgatkXS0gg5FZ,Good With Me,{'7sKxqpSqbIzphAKAhrqvlf': 'Walker Hayes'},56
2aIYyC8gSLw0H3CNLhGajr,"Jesus, My Mama, My Therapist",{'26VEPCGAYB9OClQodb0OR1': 'Tiera Kennedy'},46
5ADo2azXSsHQu0mC2RxgXq,Telluride,{'2nTzAHwCk0swkDdIPj2FIP': 'Jade Eagleson'},56
6mFw6OhoyHsEdRFCCNY8LP,Drunk and Hungover,{'4xFUf1FHVy696Q1JQZMTRj': 'Carrie Underwood'},57
7HoqLd4ZXftkWF1TkQgSt2,I ain't Country,"{'4BANbHDs1IluagTx5eRW2P': 'Jon Langston', '6CegFHnUqJcOBipgphZ2CJ': 'Travis Denning'}",54
5uTQC24DoCTc287oH8Xpp4,I’m In Love,{'4e9TBaTlI3LVQz3tkTYC0I': 'Hailey Whitters'},68
3PigB8AnVf6zPtWvVC5fJL,Never Not Remember You,{'0AtQAehoytV7j1r4O16dRb': 'Cooper Alan'},59
73LXlPOFCWBAGlkQT28KGN,Cracks,{'0C86lmpnwiyLDUiyo4d0P1': 'BRELAND'},53
2ulmNFm5fVsK5mlOQNdhJI,The Tree,{'6WY7D3jk8zTrHtmkqqo5GI': 'Maren Morris'},62
3MEw32BjByG0vS8YVe5Sfa,Son Of The Mountains,"{'13YmWQJFwgZrd4bf5IjMY4': 'Brad Paisley', '1eNxt1JI2Bgjl8bPDQ5sG8': 'Dan Tyminski', '4YgACLaoEjPl4kVZ5WmBN9': 'Jerry Douglas'}",53
7pNCw2WPlLImrZSSI3tXC8,Mornings With You (with Kaitlin Butts),"{'4SfGzWmeoNPKIOmiyc7Pav': 'Flatland Cavalry', '6QmSTo72BYMATkQVOV1axD': 'Kaitlin Butts'}",59
6pfaZlwCqlzyhZasTMdfxz,Pill,{'2eIB6vFotL2su94z3pUC1j': 'Elvie Shane'},41
2jMetr6nF6WLRPzRmGh1Pc,Worst In Me,{'5rjz63sgMaAUAyBMyCUK5D': 'Avery Anna'},50
4MEJ73SRDNLQSHpqTkdjm6,Luke Combs,{'5xKVALj2MSqOHmQhburCM8': 'Tanner Adell'},52
67tSyNccxstGL1kLSR0wIb,Cab In A Solo,{'6ZV6lGY0prbqpTD0Md8i29': 'Scotty McCreery'},59
50EGsYVI4bC5AmfYp5KFvl,Spirits and Demons (with Meghan Patrick),"{'6ghiFYcwn2Vzl6K50U0UPz': 'Michael Ray', '5bQxLohAAiOat0EMYuHjzJ': 'Meghan Patrick'}",54
2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,{'5hKGLu4Ik88FzWcTPhWNTN': 'INTERWORLD'},87
6yVjjQA31SLM1kc4j5jPwF,BRAZILIAN DANÇA PHONK,"{'24YUNOEuu3kf4OOtC8cQE5': '6YNTHMANE', '54HaZmktN1cmdL8Ygdrmzz': 'RXDXVIL'}",84
6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,{'2W6WP4pHQTFlbr2z9S4n54': 'Kordhell'},85
12FbZlYxIUv2rhB0oCQEhQ,Sequência da Dz7,"{'3rt96VXGtEgD4uSOJ6B69H': 'TRASHXRL', '0ivrHNM8urVaCkgRX8rtKH': 'Mc Menor Do Alvorada'}",82
5yNcl0KUSPv78Erf26ul5A,Orquestra Maldita,"{'3rt96VXGtEgD4uSOJ6B69H': 'TRASHXRL', '3l4fsEzoeabsET7ddv0lZW': 'Mc Delux'}",81
4hcnbu7PdISGGj82ZuDpFQ,FRESH,{'4f0duKhSmQubrgvVjUAKvh': 'NXVAMANE'},80
0RVmg31gzlshCm356g0HF2,BAIXO,{'4nl0CCx6PpEOOr2Z2ThPdp': 'xxanteria'},79
7vtGOauV0Zz8Px5EJYm7d7,Life in Rio,"{'65FHTCI8EmW94W0TdWb8ja': 'Slowboy', '1nccv1GNVkBdvsYi2FB5FB': 'NUEKI', '6QwlKB1hO357wh5oNuuInl': 'Crazy Mano', '23P2mSsBpPkfR9fTrOc1a4': 'TOLCHONOV'}",80
01kfSdF9zfcDLri5sSWEoL,RAVE,{'5TvFfw1MgSntdU9A7yncyA': 'Dxrk ダーク'},81
